Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,Face Covering Requirements,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links
5/8/2020 16:06:47,Alabama,5/1/2020,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10,Face covering requirements for some workers,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""People are encouraged to stay at home and practice good sanitation procedures but the stay-at-home order is lifted. All retail stores will be allowed to reopen, subject to sanitation and social-distancing guidelines. Occupancy will be limited to 50 percent. Restaurants, bars and breweries remain limited to take-out, curbside or delivery. Non work-related gatherings of 10 people or more are prohibited. Entertainment venues, such as night clubs, theaters and bowling alleys will be closed. Athletic facilities such as gyms will be closed. Close-contact service providers such as barber shops, hair salons, nail salons, gyms and tattoo service will remain closed.""",https://www.al.com/news/2020/04/gov-kay-ivey-press-conference-on-plans-for-reopening-alabama-watch-live.html
5/28/2020 10:00:00,Alabama,5/11/2020,State-wide,,,,Banning gatherings lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Ivey later announced a second amended order that applied statewide from May 11 to May 22. It permitted restaurants to open at a 50% occupancy rate with six feet of spacing between tables. Personal care services like barber shops and salons can operate according to state protocols. Gyms, athletic facilities and athletic classes can resume under strict sanitation and social distancing guidelines"" and ""The amended Safer at Home order removes the 10 person limit on non-work gatherings, including those at beaches. People are still required to maintain six feet of distance from non-household members.",
5/8/2020 16:20:53,Alaska,4/24/2020,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,20,Face covering requirements for the public (non-workers) in certain situations,,Bar and dine-in restaurant open with extra requirements,Non-essential businesses allowed to operate possibly with extra requirements,"""... restaurants were permitted to reopen for dine-in service statewide. ... Restaurants can only be filled to 25% of their capacity at once. Alaskans aren’t being asked to stay home anymore, according to the new statewide mandate that took effect Friday and allows for small religious, social and other gatherings. Indoor and outdoor gatherings are limited to 20 people... Retail: Only 20 people or 25% of the store’s capacity, whichever number is smaller, can be in the store at once. All employees need to wear cloth face coverings... The state and the municipality released an extensive list of personal care services that can launch back into motion under specific restrictions, including hair salons, barber shops, nail salons... Workout and fitness classes can take place outside, according to the state’s guidelines... Though travel around the state was previously banned, Alaskans can now drive to different communities on the road system... Non-essential, non-public-facing businesses (like law firms or marketing offices): Desks or work stations need to be at least 6 feet apart. "" ",https://www.adn.com/alaska-news/2020/04/25/what-the-reopening-looks-like-under-plans-from-anchorage-and-the-state-of-alaska/
5/8/2020 16:25:02,Arizona,5/8/2020,State-wide,,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Barbershops and salons can resume hair, nail, waxing and other services by appointment Friday if they limit occupancy, implement social distancing measures, up sanitation protocols and provide cloth masks to employees, the governor said.""",https://www.azcentral.com/story/news/local/arizona-health/2020/05/04/arizona-salons-can-reopen-may-8-dine-restaurants-may-11/3080788001/
5/8/2020 16:25:36,Arizona,5/11/2020,State-wide,,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""On Monday, restaurants and coffee shops can start offering dine-in service. They must also limit occupancy and physically distance diners, in addition to checking employees for COVID-19 symptoms before their shifts.""",https://www.azcentral.com/story/news/local/arizona-health/2020/05/04/arizona-salons-can-reopen-may-8-dine-restaurants-may-11/3080788001/
5/28/2020 10:09:14,Arizona,5/15/2020,State-wide,,,Shelter-in-place order lifted,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The stay-at-home order was replaced on May 16 by an executive order outlining guidance for the next phase of economic recovery. More sectors can reopen incrementally in line with guidance for employers and individuals.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state
5/8/2020 16:27:33,Arkansas,5/11/2020,State-wide,,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""Arkansas restaurants may reopen their dining rooms on Monday, May 11, Gov. Asa Hutchinson announced Wednesday. Restaurants may only seat 33 percent of their total occupancy when they initially reopen, the governor said.""",https://www.baxterbulletin.com/story/news/local/2020/04/29/arkansas-restaurants-reopening-plan-coronavirus-covid-19-updates-cases-deaths/3048197001/
5/10/2020 9:47:21,Arkansas,5/4/2020,State-wide,,,,,,Face covering requirements for some workers,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Among the requirements for gyms and athletic clubs are spacing patrons 12 feet apart, ensuring employees and patrons wear cloth masks except while actively exercising, making hand sanitizer available and sanitizing equipment between each use. Use of showers, pools, spas and saunas is still banned under the requirements.""",https://www.arkansasonline.com/news/2020/apr/30/watch-live-130-gov-speak-coronavirus-response-case/
5/28/2020 10:12:21,Arkansas,5/18/2020,State-wide,,,,,,,,,Non-essential businesses allowed to operate possibly with extra requirements,"""Hutchinson: Starting Monday, May 18th all retailers are open with phase I restrictions specific to their industry under @ADHPIO guidelines. As we move towards next phases I encourage everyone to continue the basic safety measures to keep everyone safe while Arkansas is ready for business.""",https://twitter.com/AsaHutchinson/status/1261451204753674240?s=20
5/28/2020 14:09:31,California,5/12/2020,Selected counties (based on specific metrics),,,Shelter-in-place order lifted,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Starting May 12, restaurants and shopping centers were allowed to open in counties that meet certain criteria.""",https://www.latimes.com/projects/california-coronavirus-cases-tracking-outbreak/reopening-across-counties/ and https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html and https://covid19.ca.gov/roadmap-counties/
5/10/2020 9:50:57,Colorado,4/27/2020,State-wide,,,Shelter-in-place order lifted,,,,,,,"""Stay-at-home order expired on April 26. Gov. Jared Polis, a Democrat, asked Colorado to transition to a safer at home approach, in which retail businesses could open for curbside pickup and real estate showings could resume.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html
5/10/2020 9:51:42,Colorado,5/1/2020,State-wide,,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Retail and personal services can open (if implementing best practices).""",https://covid19.colorado.gov/safer-at-home
5/10/2020 9:52:09,Colorado,5/4/2020,State-wide,,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Non-critical offices can reopen (if implementing best practices and lower density).""",https://covid19.colorado.gov/safer-at-home
5/28/2020 10:47:35,Colorado,5/27/2020,State-wide,,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""Beginning on May 27, restaurants will be able to open for in-person dining at 50% capacity of the indoor posted occupancy code limit, but they can not exceed 50 people, whichever is less. They are also encouraged to provide as much outdoor services as possible. Bars will remain closed.""",https://www.colorado.gov/governor/news/governor-polis-issues-guidance-restaurants-summer-camps-and-private-camping
5/28/2020 13:53:26,Connecticut,5/20/2020,State-wide,,,Shelter-in-place order lifted,,,Face covering requirements for the public (non-workers) in certain situations,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""During the first stage, masks will be required for most activities."" and ""The following businesses would be allowed to reopen on May 20: Eateries would be limited to outdoor seating with no access to their bars. "" and ""Retail stores: This would include smaller stores that can be found in downtown areas across the state. "" and ""Offices: Officials said they recognize that there is some need for a group of employees to go back into offices.""",https://www.courant.com/coronavirus/hc-news-coronavirus-reopen-ct-plan-20200430-eadahcvhgzb5bosk3zohbiksdu-story.html
5/10/2020 9:56:40,Florida,5/4/2020,Selected counties,,,Shelter-in-place order lifted,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""DeSantis said restaurants and retail spaces could let customers inside, but only at 25% capacity, and people must adhere to social distancing guidelines from the US Centers for Disease Control and Prevention. Restaurants can offer outdoor seating if tables are 6 feet apart. Movie theaters can't reopen yet. Bars, fitness centers and places that offer personal services, likes hair styling, also will open later.""
",https://www.cnn.com/2020/04/29/us/florida-reopening-coronavirus/index.html
5/28/2020 11:16:18,Florida,5/11/2020,Palm Beach ,,,Shelter-in-place order,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Palm Beach County entered Phase 1 on May 11.""",https://www.npr.org/847415273
5/28/2020 11:16:57,Florida,5/18/2020,Miami Dade County,,,Shelter-in-place order lifted,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Miami-Dade and Broward counties were approved to enter Phase 1 on May 18.""",https://www.npr.org/847415273
5/28/2020 11:16:57,Florida,5/18/2020,Broward County,,,Shelter-in-place order lifted,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Miami-Dade and Broward counties were approved to enter Phase 1 on May 18.""",https://www.npr.org/847415273
5/10/2020 18:15:02,Georgia,4/24/2020,State-wide,,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Kemp announced on April 20 that gyms, fitness centers, bowling alleys, body art studios, barbers, cosmetologists, hair designers, nail care artists, aestheticians, and massage therapists could reopen for business on April 24. """,https://www.npr.org/847415273
5/10/2020 18:16:11,Georgia,4/27/2020,State-wide,,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Theaters, private social clubs and restaurant dine-in services may reopen beginning April 27. Kemp announced that drive-in movies can operate if they comply with the directives of the shelter-in-place order. An April 27 executive order provides additional guidance for food service establishments, bowling alleys and theaters.""",https://www.npr.org/847415273
5/10/2020 18:16:36,Georgia,4/30/2020,State-wide,,,Shelter-in-place order lifted,,,,,,,"""Gov. Brian Kemp issued a statewide shelter-in-place order on April 3, which expired on April 30.""",https://www.npr.org/847415273
5/10/2020 18:23:49,Hawaii,5/7/2020,State-wide,,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The following businesses and operations can reopen as of May 7: non-food agriculture, auto dealerships, car washes, licensed child care services, pet grooming services, observatories, retail, repair services and shopping malls. They must follow specific social distancing protocols.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#hawaii
5/10/2020 18:28:14,Idaho,5/1/2020,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,,,,,Non-essential businesses allowed to operate possibly with extra requirements,"""Stay-at-home order expired on April 30. Idaho entered Stage 1 of reopening on May 1. In this period, 90 percent of businesses can resume operations and must follow physical distancing and sanitation protocols. People should avoid gatherings of any size and nonessential travel, and should continue teleworking if possible. If the state meets certain criteria, Stage 2 will begin on May 16.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#hawaii and https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html
5/28/2020 11:28:33,Idaho,5/15/2020,State-wide,,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""Restaurant dining rooms can open once their plans have been submitted for approval by local public health districts.""",https://rebound.idaho.gov/stages-of-reopening/
5/28/2020 11:44:40,Illinois,5/1/2020,State-wide,,,,,,"Face covering requirements for the public (non-workers) in certain situations, Face covering requirements for some workers",,,,"""Beginning on May 1, individuals will be required to wear a face-covering or a mask when in a public place where they can't maintain a six-foot social distance,"" and ""Essential businesses and manufacturers will be required to provide face-coverings to all employees who are not able to maintain six-feet of social distancing,""",https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21459
5/10/2020 18:34:56,Indiana,5/4/2020,Selected counties (based on specific metrics),,,Shelter-in-place order lifted,Banned gatherings of a certain size,25,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""On May 1, Holcomb announced a five-phased ""Back on Track"" plan to gradually lift restrictions in most of the state. Local governments can impose more restrictive guidelines. All but three counties moved to the second phase on May 4. """,https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state and https://twitter.com/GovHolcomb/status/1257679824220495873?s=20
5/10/2020 18:34:56,Indiana,5/11/2020,Lake County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state
5/10/2020 18:34:56,Indiana,5/11/2020,Marion County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state
5/28/2020 11:40:28,Indiana,5/18/2020,Cass County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/847413697#indiana
5/28/2020 11:42:14,Indiana,5/11/2020,State-wide,,,,,,,,Bar and dine-in restaurant open with extra requirements,,See Table,https://twitter.com/GovHolcomb/status/1257679824220495873/photo/1
5/10/2020 18:37:49,Iowa,5/8/2020,State-wide,,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""She later allowed certain businesses to reopen in the remaining counties on May 8.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html
5/10/2020 18:37:16,Iowa,5/1/2020,Selected counties (based on specific metrics),,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Kim Reynolds, a Republican, loosened restrictions in 77 of the state's 99 counties starting May 1, allowing restaurants, stores and gyms to reopen. """,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html
5/10/2020 18:39:15,Kansas,5/4/2020,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Under phase one of the plan, the statewide stay-at-home order is lifted but mass gatherings are limited to a maximum of 10 people. Restaurants, libraries and child care facilities can open, and must adhere to social distancing guidelines. Bars, nightclubs, fitness centers, hair salons, barber shops and public swimming pools remain closed.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state
5/28/2020 12:03:56,Kansas,5/22/2020,State-wide,,,,Banned gatherings of a certain size,30,,,,,"""Mass gatherings of no more than 30 individuals allowed.""",https://governor.kansas.gov/wp-content/uploads/2020/04/Reopen-Kansas-Framework.pdf
5/10/2020 18:20:51,Kentucky,5/11/2020,State-wide,,,Shelter-in-place order lifted,,,Face covering requirements for the public (non-workers) in certain situations,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Under Beshear's plan to reopen Kentucky's economy, people must wear masks in public when they visit businesses, starting on May 11. On May 11, manufacturing, construction, vehicle and vessel dealerships, pet grooming and boarding, and spectator-free horse racing are slated to restart if they meet minimum and industry-specific requirements. Professional services may resume at 50% of their pre-pandemic capacity.""",https://www.npr.org/847415273
