Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links
4/14/2020 13:46:43,Nebraska,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""March 13 – State of Emergency""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 13:52:17,Nebraska,03-19-2020,"Cass, Douglas, and Sarpy",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""Today, Governor Pete Ricketts announced the State’s first Directed Health Measure (DHM) for coronavirus disease 2019 (COVID-19). The DHM imposes an enforceable limit on public gatherings. The measure comes after the Douglas County Public Health Department confirmed its second case of community transmission of COVID19"" and ""Among other steps, the DHM requires restaurants and bars in these areas to close their dining areas immediately and move to takeout service, delivery, and/or curbside service only until further notice. Additionally, schools in these areas are directed to operate without students in their buildings. This restriction does not apply to school staff working in school buildings.""",https://governor.nebraska.gov/sites/governor.nebraska.gov/files/doc/press/Governor%20Press%20Release%203-19%20-%20SPANISH.pdf
4/14/2020 13:54:31,Nebraska,03-25-2020,"Dodge, Lancaster, Saunders, and Washington",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""The second DHM, issued on March 25th, applies to Dodge, Lancaster, Saunders, and Washington counties and is in effect until at least May 6th.""",http://dhhs.ne.gov/Pages/Gov-Ricketts-Announces-Butler-Hall-Hamilton-Merrick-Polk-Seward-York-Counties-Now-Included-in-States-DHM.aspx/
4/14/2020 13:59:05,Nebraska,04-28-2020,"Butler, Hall, Hamilton, Merrick, Polk, Seward, and York",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 28, Governor Ricketts announced the state's third COVID-19 related Directed Health Measure (DHM) that included Butler, Hall, Hamilton, Merrick, Polk, Seward, and York counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/2020 13:59:44,Nebraska,03-29-2020,"Burt, Cuming, Madison, and Stanton",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 29, Governor Ricketts issued the state's fourth COVID-19 related Directed Health Measure (DHM) that included Burt, Cuming, Madison, and Stanton counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/2020 14:00:15,Nebraska,03-30-2020,"Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux ",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 30, Governor Ricketts announced the state's fifth COVID-19 related Directed Health Measure (DHM) that included Banner, Box Butte, Cheyenne, Dawes, Deuel, Garden, Grant, Kimball, Morrill, Scotts Bluff, Sheridan, and Sioux counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/2020 14:01:15,Nebraska,03-31-2020,"Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 31, Governor Ricketts issued the State's sixth and seventh COVID-19 related Directed Health Measures (DHMs) that included Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/2020 14:01:51,Nebraska,04-01-2020,"Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On April 1, Governor Ricketts announced the State's eighth COVID-19 related Directed Health Measure (DHM) that included Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/2020 14:02:21,Nebraska,04-03-2020,State-wide,,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On April 3, State Directed Health Measures (DHMs) were issued to cover all 93 counties in the state until May 11""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/2020 14:06:31,Nevada,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""Governor Steve Sisolak declared a State of Emergency on March 12 to help move emergency resources ...""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 14:07:06,Nevada,03-15-2020,State-wide,,,,,,Schools closed,,,"""... on March 15, Sisolak announces that all schools in the area will be closed until the minimum of April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 14:08:11,Nevada,03-17-2020,State-wide,,,,Suggested limiting of gatherings,,,,Non-essential businesses closed,"""On March 17, Governor Steve Sisolak ordered all non-essential businesses closed for 30 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403 and https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf
4/14/2020 14:12:59,Nevada,03-24-2020,State-wide,,,,Banned gatherings of a certain size,10,,,,"""... ordered Nevadans to cease congregating in groups of ten or more in public spaces;"" ",https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf
4/14/2020 14:16:21,New Hampshire,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, 2020, with the seventh case reported in the state, Governor Chris Sununu declared a state of emergency, which limited visitors to assisted living and long-term care facilities, and suspended out-of-state trips for state employees. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire
4/14/2020 14:17:08,New Hampshire,03-15-2020,State-wide,,,,,,Schools closed,,,"""Over the next few days, more measures to limit the spread of the virus were announced including the closure of K-12 public schools on March 15, 2020, ...""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire
4/14/2020 14:17:49,New Hampshire,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50,,Bar and dine-in restaurant closed (except take-out and delivery),,"""... and on March 16, 2020 the closure of restaurants and bars except for takeout and delivery and a limit on gatherings of more than fifty people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire
4/14/2020 14:18:30,New Hampshire,03-27-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 26, 2020 Governor Sununu announced a stay-at-home order going into effect the following day at midnight requiring the closure of all non-essential in-person businesses.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire
4/14/2020 14:19:19,New Jersey,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 9, Governor Phil Murphy declared a state of emergency.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/2020 14:20:33,New Jersey,03-10-2020,State-wide,,,,,,Schools closed,,,"""A day later, schools and universities began closing and switching classes to online. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/2020 14:21:56,New Jersey,03-14-2020,Hoboken,,,Night-time curfew,,,,,,"""On March 14, the mayor of Hoboken declared a mandatory nightly curfew""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/2020 14:23:21,New Jersey,03-16-2020,State-wide,,,Night-time curfew,Banned gatherings of a certain size,50,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Gatherings of 50 or more people were prohibited, in line with federal guidelines. Governor Murphy suggested a statewide curfew of 8 p.m. All bars, casinos, gyms, movie theaters, and restaurants were closed indefinitely on the 16th at 8 p.m., though bars and restaurants were allowed to remain open for delivery or takeout only. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/2020 14:24:57,New Jersey,03-21-2020,State-wide,,,Shelter-in-place order,,,,,,"""Governor Murphy announced a statewide stay-at-home order that all non-essential businesses in the state would be closed indefinitely by 9 p.m. on the 21st.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/2020 14:27:03,New Mexico,03-11-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 11, Governor Michelle Lujan Grisham declared a state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403
4/14/2020 14:28:06,New Mexico,03-24-2020,State-wide,,,Shelter-in-place order,,,,,,"""March 23: Governor Grisham announced a statewide stay-at-home order that requires 100% of non-essential business workforce to work from home effective March 24.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Mexico
4/14/2020 14:29:38,New York,03-07-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 7, Governor Andrew Cuomo declared a state of emergency.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/2020 14:30:17,New York,03-08-2020,Scarsdale,,,,,,Schools closed,,,"""A number of schools and school districts announced closings or schedule modifications by March 8 due to the virus."" and ""Columbia, Hofstra and Yeshiva universities canceled classes, and public schools in the suburb of Scarsdale will close for the week.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response and https://www.nytimes.com/2020/03/09/nyregion/coronavirus-new-york.html
4/14/2020 14:31:36,New York,03-12-2020,State-wide,,,,Banned gatherings of a certain size,500,,,,"""On March 12, Cuomo announced restrictions on mass gatherings, directing events with more than 500 people to be cancelled or postponed and any gathering with fewer than 500 people to cut capacity by 50 percent.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/2020 14:34:29,New York,03-13-2020,"Dutchess, Orange, Herkimer, Ulster, and Warwick",,,,,,Schools closed,,,"""The next day, all public school districts in Dutchess, Orange, and Ulster counties in the Mid-Hudson Valley, which had reported their first cases earlier in the week, announced they would close for the next two weeks. The Warwick schools in Orange County added that they would remain closed through April 14, when their annual spring break would normally end."" and ""On March 13, all public schools in Herkimer County announced they, too, would close until April 14.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/2020 14:35:55,New York,03-16-2020,"New York City, Westchester, Suffolk, and Nassau",,,,,,Schools closed,,,"""On March 15, Cuomo announced that New York City schools would close the following day through April 20, and gave the city 24 hours to come up with a plan for child care and food."" and ""Public schools in Westchester, Suffolk, and Nassau would close on March 16 and stay closed for two weeks.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/2020 14:36:48,New York,03-17-2020,New York City,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""New York City Mayor de Blasio also announced that all schools, bars, and restaurants in the city were to be closed starting 9 a.m. on March 17, except for food takeout and delivery.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/2020 14:37:49,New York,03-22-2020,State-wide,,,Shelter-in-place order,,,,,,"""Cuomo announced the statewide stay-at-home order, also known as the NYS on Pause Program, with a mandate that all non-essential workers work from home beginning at 8pm on March 22, 2020. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/2020 16:52:23,North Carolina,03-10-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 10, Governor Roy Cooper declared a state of emergency after five more cases tested presumptive positive on March 9.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 16:52:59,North Carolina,03-14-2020,State-wide,,,,Banned gatherings of a certain size,100,Schools closed,,,"""On March 14, Governor Cooper forbids all events and gatherings of 100 or more people. On the same day, he also ordered all of the state's public schools to be closed for a minimum of two weeks""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 16:53:29,North Carolina,03-17-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 17, Governor Cooper ordered all of the state's bars and restaurants to suspend dine-in service""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 16:56:10,North Carolina,03-23-2020,State-wide,,,,Banned gatherings of a certain size,50,,,Some (cherry-picked) businesses closed,"""On March 23, Governor Cooper closed all K-12 public school statewide through May 15, bans mass gatherings over 50 people, and closes some businesses including: gyms, movie theaters, sweepstakes parlors, health clubs and other similar facilities.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 16:58:06,North Carolina,03-25-2020,"Madison, Pitt, Beaufort, and Durham",,,Shelter-in-place order,,,,,,""" Madison County issued a stay-at-home recommendation."" and  ""Pitt County and the Town of Beaufort on the coast have issued shelter-in-place orders effective March 25."" and ""Beaufort's order is effective March 25 until April 22."" and ""Durham's stay-at-home order is effective March 25.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:04:20,North Carolina,03-26-2020,"Cabarrus, Kannapolis, Ayden, Greenville, Mecklenberg, and Clay",,,Shelter-in-place order,,,,,,"""On March 24, Mecklenburg County, the most populous county on the state, announced a stay-at-home order would come into effect from 8 a.m. on March 26 and last at least until April 16. The order also bans gatherings of more than 10 people."" and ""Clay County issued a stay-at-home order effective through April 24."" and ""Ayden issued a stay-at-home order effective March 26 until April 9"" and ""Greenville issued a shelter-in-place order effective March 26 until April 10"" and ""Cabarrus County and Kannapolis issued a stay-at-home order effective March 26 through April 16.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:17:35,North Carolina,03-27-2020,"Guilford, Greensboro, High Point, Winston-Salem, Forsyth, Clemmons, Buncome, Gaston, and Orange",,,Shelter-in-place order,,,,,,"""On March 25, Guilford County, Greensboro, and High Point issued stay-at-home orders effective March 27 through April 16."" and ""Winston-Salem issued a stay-at-home order effective March 27 until April 16, with Forsyth County joining the order on March 26."" and ""Clemmons issued a shelter-in-place order effective March 27 until April 16."" ""Buncombe County issued a stay-at-home order effective March 27 through April 9."" and ""Gaston County issued a stay-at-home order effective March 27 until April 16."" and ""Orange County issued a stay-at-home order effective March 27 until April 30 at the earliest.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:20:16,North Carolina,03-28-2020,Rutherford and Henderson,,,Shelter-in-place order,,,,,,"""Rutherford County and several of its towns (Bostic, Forest City, Lake Lure, Rutherfordton, and Spindale) issued a stay-at-home order effective March 28 until April 17."" and ""Henderson County issued a stay-at-home order effective March 28.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:20:43,North Carolina,03-30-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 27, Governor Cooper issued a statewide stay-at-home order effective March 30 until April 29.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:22:52,North Dakota,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""March 13, State of Emergency""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:24:08,North Dakota,03-19-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""On March 19 ... Burgum also restricted restaurants and bars to take-out/delivery/drive-through/off-sale service. He ordered movie theaters, other entertainment venues, health clubs, and gyms to close until April 6.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Dakota
4/14/2020 17:25:56,North Dakota,04-08-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""The state government issued a quarantine order, requiring most individuals to self-quarantine for 14 days upon return to North Dakota from other states or countries with high levels of transmission""",https://www.health.nd.gov/sites/www/files/documents/Files/MSS/coronavirus/2020-4-8%20SHO%20Amended%20Confinement%20Order%202020-02.1.pdf and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Dakota#cite_note-4
4/14/2020 17:27:06,Ohio,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 9, DeWine declared a state of emergency, when the state had 3 cases.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:29:01,Ohio,03-12-2020,State-wide,,,,Banned gatherings of a certain size,100,,,,"""On March 12, ... the state instituted a ban on gatherings of more than 100, with exemptions for airports, workplaces, restaurants, religious gatherings, weddings, and funerals.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:29:39,Ohio,03-15-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, DeWine and Acton ordered the suspension of dine-in service at all bars and restaurants ... """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:31:19,Ohio,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50,Schools closed,,Some (cherry-picked) businesses closed,"""... and the following day closed bowling alleys, fitness centers, gyms, movie theaters, public recreation centers, trampoline parks, and water parks, and banned gatherings of more than 50 people""  and ""On March 12, DeWine announced that all schools from K-12 would close for a 3-week break, starting March 16""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:32:15,Ohio,03-18-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""On March 18 DeWine closed barbershops, salons, and tattoo parlors and announced closing of most BMV locations, asking the state legislature to pass a grace period for people whose licenses expired."" and ""Businesses that remained open were advised to monitor employees' temperatures.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:33:22,Ohio,03-23-2020,State-wide,,,Shelter-in-place order,,,,,,"""On March 22 the Ohio Department of Health issued a stay at home order closing all non-essential businesses from March 23 at 11:59 PM until April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:35:58,Oklahoma,03-15-2020,State-wide,State of Emergency declared,,,,,,,,"""March 15, Oklahoma Gov. Kevin Stitt declares state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:38:59,Oklahoma,03-24-2020,State-wide,,,,"Suggested social distancing, Banned gatherings of a certain size",10,,,,"""Governor Kevin Stitt issued new executive orders that all vulnerable people were to stay at home until April 30 and there would be no visitors allowed to nursing homes or long-term care facilities. In addition, gatherings were limited to a maximum of ten people across the state as of midnight on March 24, 2020. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma
4/14/2020 17:40:48,Oklahoma,03-25-2020,"Canadian, Cleveland, Custer, Garvin, Grady, Jackson, Kay, Logan, Mayes, McClain, Muskogee, Noble, Oklahoma, Pawnee, Payne, Pontotoc, Tulsa, Wagoner and Washington",,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""Finally, all 19 counties that had one or more positive cases of coronavirus were to close all nonessential businesses by 11:59 p.m. on March 25, 2020 for 21 days. These include businesses with close personal contact, such as gyms, hair salons, nail salons, tattoo parlors, or any business that has social gathering. Restaurants were encouraged to stay open in order to provide pick-up services."" and ""Stitt said he his 21-day business closure order impacts only the 19 counties with confirmed positive cases. Counties impacted include Canadian, Cleveland, Custer, Garvin, Grady, Jackson, Kay, Logan, Mayes, McClain, Muskogee, Noble, Oklahoma, Pawnee, Payne, Pontotoc, Tulsa, Wagoner and Washington.""",https://www.tulsaworld.com/communities/skiatook/news/update-governor-stitt-orders-more-restrictions-and-closings/article_583f1ab2-56e0-5c8d-81ef-64787da7d7b6.html and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklah and https://www.joplinglobe.com/news/updated-businesses-closing-in-19-targeted-counties-in-oklahoma-elderly-must-stay-home/article_42cc66de-6e10-11ea-849b-5b03650a501a.htmloma
4/14/2020 17:41:42,Oklahoma,03-25-2020,State-wide,,,,,,Schools closed,,,"""On March 25... The state board of education voted to close all public schools until the end of the school year""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma
4/14/2020 17:43:54,Oklahoma,03-29-2020,"Garfield, Rogers, Seminole and Texas",,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""As of this advisory, there are 429 positive cases of COVID-19 in Oklahoma. New counties with cases include Garfield, Rogers, Seminole and Texas counties. These counties will now be required to come into compliance with Governor Kevin Stitt's ""Safer at Home"" executive order that calls for non-essential businesses in counties with COVID-19 cases to temporarily suspend services until April 16.""",https://coronavirus.health.ok.gov/articles/situation-update-covid-19-03292020 and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma
4/14/2020 17:44:44,Oklahoma,03-29-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""Governor Stitt updated Executive Order 2020–07 in a sixth amendment that required people from six states to self-quarantine upon arrival by air in Oklahoma: California, Connecticut, Louisiana, New Jersey, New York and Washington. They must quarantine themselves for 14 days or the duration of their stay in Oklahoma, whichever is shorter""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oklahoma
4/14/2020 17:47:59,Oklahoma,03-24-2020,Norman,,,Shelter-in-place order,,,,,,"""Norman issues a stay-at-home order effective March 25 until April 14.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:48:43,Oklahoma,03-28-2020,Oklahoma City and Tulsa,,,Shelter-in-place order,,,,,,"""March 28 – Oklahoma City and Tulsa issued shelter-in-place orders effective March 28 through April 16.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 17:49:25,Oklahoma,03-30-2020,Stillwater and Edmond,,,Shelter-in-place order,,,,,,"""March 30 – Stillwater issued a shelter-in-place order effective March 30 through April 16."" and  ""Edmond issued a shelter-in-place order effective March 30 through April 16.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/2020 17:50:20,Oklahoma,04-01-2020,"Lawton, Broken Arrow, and Owasso",,,Shelter-in-place order,,,,,,"""March 31 – Lawton issued a shelter-in-place order effective April 1."" and ""Broken Arrow issued a shelter-in-place order effective April 1."" and ""April 1 – Owasso issued a shelter-in-place order effective April 1 until April 14.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:51:41,Oklahoma,04-04-2020,Moore,,,Shelter-in-place order,,,,,,April 3 – Moore issued a shelter-in-place order effective April 4 to April 29.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:52:33,Oklahoma,04-06-2020,Claremore and Guthrie,,,Shelter-in-place order,,,,,,"""April 5 – Claremore issued a stay-at-home order effective April 6 through April 30."" and ""April 6 – Guthrie issued a shelter-in-place order requiring cloth facemasks outdoors, effective April 6 through May 5.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 17:53:00,Oklahoma,04-08-2020,El Reno,,,Shelter-in-place order,,,,,,"""April 8 – El Reno issued a shelter-in-place order requiring cloth facemasks outdoors, effective April 8.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:52:13,Oregon,02-28-2020,State-wide,,,,Banned gatherings of a certain size,250,,,,"""On February 28...She later ordered the cancellation of events for 250 or more people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#Government_response
4/14/2020 18:52:58,Oregon,03-23-2020,State-wide,,,Shelter-in-place order,,,,,Non-essential businesses closed,"""After growing calls from local officials, Governor Brown issued a statewide stay-at-home order on March 23 effective immediately with class C misdemeanor charges for violators.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#Government_response
4/14/2020 18:54:18,Oregon,03-12-2020,State-wide,,,,,,Schools closed,,,"""On March 12, Governor Brown ordered all K–12 schools closed statewide from March 16 to March 31, 2020. Just five days later, Brown extended the closure through April 28.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#School_closures
4/14/2020 18:57:05,Oregon,03-08-2020,State-wide,State of Emergency declared,,,,,,,,"""Oregon Gov. Kate Brown declared a state of emergency on Sunday to contain the new coronavirus after the number of confirmed cases doubled to 14 from the previous day.""",https://www.usnews.com/news/best-states/oregon/articles/2020-03-08/oregon-declares-state-of-emergency-to-fight-new-coronavirus
4/14/2020 18:41:04,Pennsylvania,03-16-2020,State-wide,,,,,,,,Non-essential businesses closed,"""As of March 16, in Philadelphia only essential commercial establishments may remain open, including: grocery stores, pharmacies, daycare centers, hardware stores, gas stations, banks, post offices, laundromats, and veterinary clinics.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:42:53,Pennsylvania,03-23-2020,"Philadelphia, Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery",,,Shelter-in-place order,,,,,,"""Philadelphia imposed a stay-at-home order effective March 23. Allegheny County issued a stay-at-home order effective March 23 for two weeks. Governor Tom Wolf issued a stay-at-home order for Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery effective March 23 for two weeks.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:43:28,Pennsylvania,03-25-2020,Erie,,,Shelter-in-place order,,,,,,"""On March 24, Erie County issued a stay-at-home order effective March 25 until April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:44:24,Pennsylvania,03-25-2020,"Lehigh, and Northampton",,,Shelter-in-place order,,,,,,"""By March 25, the governor's stay-at-home order had been amended to include Philadelphia and Erie County as well as Lehigh and Northampton counties effective March 25 through April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:45:16,Pennsylvania,03-27-2020,"Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York",,,Shelter-in-place order,,,,,,"""On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/2020 18:45:45,Pennsylvania,03-28-2020,"Beaver, Centre, and Washington",,,Shelter-in-place order,,,,,,"On March 28, the order was revised to include Beaver, Centre, and Washington counties.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
