,Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links,Unnamed: 0,Face Covering Requirements
26,5/10/2020 18:34:56,Indiana,05-04-2020,Selected counties (based on specific metrics),,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""On May 1, Holcomb announced a five-phased ""Back on Track"" plan to gradually lift restrictions in most of the state. Local governments can impose more restrictive guidelines. All but three counties moved to the second phase on May 4. """,https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state and https://twitter.com/GovHolcomb/status/1257679824220495873?s=20,26.0,
27,5/10/2020 18:34:56,Indiana,05-11-2020,Lake County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state,27.0,
28,5/10/2020 18:34:56,Indiana,05-11-2020,Marion County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state,28.0,
29,5/28/2020 11:40:28,Indiana,05-18-2020,Cass County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/847413697#indiana,29.0,
30,5/28/2020 11:42:14,Indiana,05-11-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,See Table,https://twitter.com/GovHolcomb/status/1257679824220495873/photo/1,30.0,
31,5/10/2020 18:37:49,Iowa,05-08-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""She later allowed certain businesses to reopen in the remaining counties on May 8.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,31.0,
32,5/10/2020 18:37:16,Iowa,05-01-2020,Selected counties (based on specific metrics),,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Kim Reynolds, a Republican, loosened restrictions in 77 of the state's 99 counties starting May 1, allowing restaurants, stores and gyms to reopen. """,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,32.0,
33,5/10/2020 18:39:15,Kansas,05-04-2020,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10.0,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Under phase one of the plan, the statewide stay-at-home order is lifted but mass gatherings are limited to a maximum of 10 people. Restaurants, libraries and child care facilities can open, and must adhere to social distancing guidelines. Bars, nightclubs, fitness centers, hair salons, barber shops and public swimming pools remain closed.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state,33.0,
34,5/28/2020 12:03:56,Kansas,05-22-2020,State-wide,,,,Banned gatherings of a certain size,30.0,,,,"""Mass gatherings of no more than 30 individuals allowed.""",https://governor.kansas.gov/wp-content/uploads/2020/04/Reopen-Kansas-Framework.pdf,34.0,
35,5/10/2020 18:20:51,Kentucky,05-11-2020,State-wide,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Under Beshear's plan to reopen Kentucky's economy, people must wear masks in public when they visit businesses, starting on May 11. On May 11, manufacturing, construction, vehicle and vessel dealerships, pet grooming and boarding, and spectator-free horse racing are slated to restart if they meet minimum and industry-specific requirements. Professional services may resume at 50% of their pre-pandemic capacity.""",https://www.npr.org/847415273,35.0,Face covering requirements for the public (non-workers) in certain situations
36,5/10/2020 18:21:46,Kentucky,05-06-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""Beshear issued an executive order adjusting travel restrictions. Any individual entering the state ""with the intent to stay"" must self-quarantine for 14 days, with certain exceptions. The order continues to ban anyone with a positive or presumptive positive case of COVID-19 from entering the state, except as ordered for medical treatment. It also continues social distancing requirements for public transit riders.""",https://www.npr.org/847415273,36.0,
37,5/28/2020 13:50:35,Kentucky,05-22-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""All businesses should follow the 10 rules of staying healthy at work as well as industry-specific guidance, which will be issued as soon as possible. The new tentative dates for reopening are: May 22 – Restaurants, with limited 33% capacity and outdoor seating""",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=156,37.0,
38,5/18/2020 9:48:14,Louisiana,05-15-2020,State-wide,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Edwards announced that Louisiana will be in Phase 1 from May 15 through June 5. The stay-at-home order is lifted, though high-risk individuals are encouraged to stay home. All individuals must wear face coverings, practice good hygiene and maintain six feet of distance from non-household members. Certain nonessential businesses can open with occupancy limits. Employers are encouraged to continue allowing employees to telework whenever possible."" and ""Several types of businesses must remain closed under phase one, which will last for at least 21 days, Edwards said. Those include massage parlors, spas, tattoo parlors, carnivals, amusement parks, bars and breweries without food permits and more.""",https://www.npr.org/2020/05/01/847415273/south-coronavirus-related-restrictions-by-state#louisiana  and https://www.theadvocate.com/baton_rouge/news/coronavirus/article_ff5be800-939b-11ea-a93e-4b25026b037b.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share,38.0,Face covering requirements for the public (non-workers) in certain situations
39,5/18/2020 9:52:08,Maine,05-01-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Stage 1 also allows for the limited expansion of certain business, religious, and quality of life activities, with appropriate safety precautions: Limited drive-in, stay-in-your-vehicle religious services;  Drive-in movie theaters; Outdoor recreation: guided outdoor activities (hunting & fishing) and restricted use of golf and disc golf courses; State parks, state-owned public land trails, and historic sites; although certain coastal state parks will remain closed; 
Auto dealerships and car washes"" ",https://www.maine.gov/governor/mills/news/governor-mills-presents-safe-gradual-plan-restart-maines-economy-2020-04-28,39.0,Face covering requirements for the public (non-workers) in certain situations
40,5/28/2020 14:16:59,Maine,05-18-2020,Rural areas,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""Retail stores and restaurants will be allowed to reopen in rural counties without community spread starting May 11 and May 18, respectively, but reopenings in more populous areas are not scheduled until June.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,40.0,
41,5/18/2020 9:57:39,Maryland,05-15-2020,State-wide,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Governor Hogan announced that retail stores may reopen at up to 50 percent capacity, with curbside pickup and delivery strongly encouraged, and all public health precautions in place. Examples of businesses that may reopen include clothing and shoe stores, pet groomers, animal adoption shelters, car washes, art galleries, and bookstores.""  and ""Governor Hogan announced manufacturing may resume operations in a safe manner which protects the health of employees, with guidelines encouraging multiple shifts and other safety precautions."" and ""Churches and houses of worship may begin to safely hold religious services, at up to 50 percent capacity, with outdoor services strongly encouraged. Religious leaders are strongly urged to do everything possible to keep their congregants safe, and particularly to protect the elderly and vulnerable within their congregations."" and ""Some personal services, including barber shops and hair salons, may reopen with up to 50 percent capacity, by appointment only and with appropriate health and safety guidelines.",https://governor.maryland.gov/2020/05/13/stage-one-governor-hogan-announces-gradual-reopenings-with-flexible-community-based-approach/ and https://www.npr.org/847415273,41.0,Face covering requirements for the public (non-workers) in certain situations
42,5/18/2020 10:10:09,Massachusetts,05-06-2020,State-wide,,,,,,,,,"""Effective May 6, all residents over the age of two are required to wear a mask or face covering in public where maintaining social distance is not possible. The order applies to workers and customers of essential businesses as well as anyone using any transportation service or public mass transit.""",https://www.npr.org/847331283#massachusetts,42.0,Face covering requirements for the public (non-workers) in certain situations
43,5/28/2020 14:20:01,Massachusetts,05-18-2020,State-wide,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Stay-at-home advisory expired on May 18.
Gov. Charlie Baker, a Republican, announced a phased reopening with four stages scheduled to last three weeks apiece. The first reopenings included houses of worship on May 18 and will expand to include salons, offices and retail stores for curbside pickup on May 25.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,43.0,
44,5/20/2020 13:20:21,Michigan,04-24-2020,State-wide,,,,,,,,,"""Today, Governor Gretchen Whitmer signed executive order 2020-59, extending her “Stay Home, Stay Safe” order through May 15. The new order will require people to wear homemade face coverings when they enter enclosed public spaces.""","https://www.michigan.gov/whitmer/0,9309,7-387-90499-526896--,00.html",44.0,Face covering requirements for the public (non-workers) in certain situations
45,5/28/2020 14:23:20,Michigan,05-22-2020,Selected regions,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Today, Governor Gretchen Whitmer signed Executive Order 2020-92, allowing for the reopening, in two regions, of retail businesses, office work that cannot be done remotely, and restaurants and bars with limited seating. The two regions are both in the northern part of the state—specifically, MERC regions 6 and 8, as detailed in the governor’s MI Safe Start Plan to re-engage Michigan’s economy. ""","https://www.michigan.gov/whitmer/0,9309,7-387-90499-529478--,00.html",45.0,
46,5/23/2020 9:01:12,Minnesota,05-18-2020,State-wide,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""An executive order reopens certain businesses and activities from May 18 through May 31.""",https://www.npr.org/847413697#minnesota,46.0,
47,5/23/2020 8:58:43,Mississippi,04-27-2020,State-wide,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Tate Reeves, a Republican, allowed the state’s stay-at-home order to expire April 27 and lifted restrictions on retail stores, which could reopen to customers with limits.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,47.0,
48,5/23/2020 8:59:17,Mississippi,05-07-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Restaurants were also permitted to allow some customers back inside for dining on May 7. """,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,48.0,
49,5/23/2020 8:56:58,Missouri,05-03-2020,State-wide,,,Shelter-in-place order lifted,,,,,Non-essential businesses allowed to operate possibly with extra requirements,"""Stay-at-home order expired on May 3."" and """"Gov. Mike Parson, a Republican, said he would reopen the economy starting May 4. Under the new order, all businesses, including large venues, concerts and movie theaters, are allowed to operate, as long as seating is spaced out to enforce social distancing.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,49.0,
50,5/23/2020 8:55:29,Montana,04-27-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Steve Bullock, a Democrat, allowed reopening in phases, beginning with houses of worship on April 26, retail stores on April 27 and restaurants and bars on May 4.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,50.0,
51,5/23/2020 8:56:01,Montana,05-04-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Steve Bullock, a Democrat, allowed reopening in phases, beginning with houses of worship on April 26, retail stores on April 27 and restaurants and bars on May 4.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,51.0,
52,5/23/2020 8:51:26,Nebraska,05-04-2020,Selected counties,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Pete Ricketts, a Republican, announced a plan to reopen restaurants and salons in certain regions starting May 4.""",https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html,52.0,
53,5/23/2020 8:52:27,Nebraska,05-13-2020,Selected counties,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Ricketts said on May 13, restrictions will be loosened in Burt, Madison, Cuming, and Stanton counties.""",https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html,53.0,
54,5/23/2020 8:53:00,Nebraska,05-18-2020,Selected counties,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""On May 18, restrictions will be loosened in Fillmore, Gage, Jefferson, Saline, Thayer, Adams, Clay, Nuckolls, Webster, Buffalo, Dawson, Franklin, Gosper, Harlan, Kearney ad Phelps counties.""",https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html,54.0,
55,5/23/2020 8:44:53,Nevada,05-01-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Steve Sisolak announced that the majority of stay-at-home measures would extend until May 15, with certain restrictions being lifted starting on May 1.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#nevada,55.0,
56,5/23/2020 8:45:38,Nevada,05-09-2020,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10.0,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The state entered Phase 1 of reopening on May 9, allowing some businesses to reopen with strict social distancing requirements. Individuals are encouraged to stay home except for essential activities, and gatherings larger than 10 people remain prohibited. Vulnerable populations should continue to shelter in place.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#nevada and https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Declaration-of-Emergency-Directive-018.Phase-1-Reopening.5-7-20-1.pdf,56.0,Face covering requirements for some workers
57,5/23/2020 8:42:35,New Hampshire,05-04-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Under the revised stay-at-home order, campgrounds can open to New Hampshire residents and at limited capacity beginning May 4.""",https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey,57.0,
58,5/23/2020 8:43:12,New Hampshire,05-11-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""As of May 11, private and public golf courses can open for residents and club members, in accordance with health guidelines. Barbers and hair salons can start offering limited services by appointment only. Retail locations can open at 50% occupancy and subject to strict guidelines. Drive-in movie theaters can resume operations.""",https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey,58.0,
59,5/23/2020 8:43:38,New Hampshire,05-18-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Restaurants may choose to start offering outdoor seating beginning May 18. They must comply with specific health and safety guidelines.""",https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey,59.0,
60,5/23/2020 8:40:49,New Jersey,05-13-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Phil Murphy, a Democrat, has allowed limited reopenings for certain businesses and industries, but the state remains largely locked down. A May 13 executive order permits car gatherings for drive-through and drive-in events, effective immediately. It also allows the resumption of nonessential construction, and curbside pickup at nonessential retail businesses, effective 6:00 a.m. on May 18.""",https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey,60.0,
61,5/23/2020 8:22:24,New Mexico,05-16-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Houses of worship can operate at 25% capacity. Individuals are required to wear face masks in public settings, effective statewide May 16.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state,61.0,Face covering requirements for the public (non-workers) in certain situations
62,5/30/2020 10:27:59,New Mexico,05-27-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""Restaurants in most of the state can open limited outdoor dine-in service beginning May 27.""",https://www.npr.org/847416108,62.0,
63,5/30/2020 10:28:56,New Mexico,05-06-2020,State-wide,,,,,,,,,"""Beginning May 6, all large grocery and retail spaces, and all restaurants operating curbside and delivery service, must require employees to wear face coverings in the workplace. This order applies to all essential businesses operating as retail space, regardless of size, beginning May 11. """,https://www.npr.org/847416108,63.0,Face covering requirements for some workers
64,5/23/2020 8:08:29,New York,05-15-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Cuomo announced that certain low-risk businesses and recreational activities can resume statewide as of May 15. Those include landscaping and gardening, drive-in movie theaters and low-risk outdoor recreation like tennis.""",https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state,64.0,
65,5/30/2020 10:30:46,New York,04-15-2020,State-wide,,,,,,,,,"""Cuomo ordered all essential businesses to provide face coverings for their employees and ensure workers are wearing them when in direct contact with customers or members of the public, beginning April 15.""",https://www.npr.org/847331283#new-york,65.0,Face covering requirements for some workers
66,5/30/2020 10:33:16,New York,05-27-2020,Selected regions (based on specific metrics),,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""As of May 27, nine out of ten regions are in Phase 1.""",https://www.npr.org/847331283#new-york and https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-calls-us-senate-pass-coronavirus-relief-bill,66.0,
67,5/23/2020 8:05:33,North Carolina,05-08-2020,State-wide,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Cooper signed an executive order modifying the stay-at-home order and transitioning the state into Phase 1 of easing restrictions, effective 5:00 p.m. on May 8.""",https://www.npr.org/847415273,67.0,
68,5/23/2020 8:06:41,North Carolina,05-22-2020,State-wide,,,,Banned gatherings of a certain size,25.0,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""When North Carolina enters Phase 2 at 5:00 p.m. on May 22, the stay-at-home order will become a ""Safer at Home"" recommendation, especially for vulnerable populations. Gatherings are limited to 10 people indoors and 25 people outdoors in most circumstances. Certain businesses can open at limited capacity, and teleworking is encouraged. The Safer at Home Phase 2 is set to last through at least June 26.""",https://www.npr.org/847415273,68.0,
69,5/23/2020 8:01:22,North Dakota,05-01-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Doug Burgum, a Republican, allowed a variety of businesses to reopen starting May 1.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,69.0,
70,5/23/2020 8:02:07,North Dakota,05-09-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Marinas and boat ramps opened on May 9 and 10. Campgrounds will reopen May 21 for limited-service camping. """,https://www.npr.org/847413697,70.0,
71,5/20/2020 13:58:40,Ohio,05-04-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"“On April 27, DeWine announced the first steps of economic reopening. Manufacturing, construction and distribution can reopen starting May 4. General office environments can also reopen that day, but teleworking is encouraged. ”",https://www.npr.org/847413697,71.0,Face covering requirements for some workers
72,5/20/2020 13:59:04,Ohio,05-12-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"“Consumer, retail and other services may resume starting May 12. All businesses must follow specific social distancing guidelines.”",https://www.npr.org/847413697,72.0,
73,5/20/2020 14:00:03,Ohio,05-15-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,"“Restaurants and bars can reopen outdoor dining on May 15 and dine-in service on May 21, in line with recommended and mandatory best practices.”",https://www.npr.org/847413697,73.0,
74,5/20/2020 13:47:41,Oklahoma,04-24-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"“Beginning April 24, personal care businesses can reopen for appointments if they adhere to strict sanitation protocols and are located in communities without additional restrictions in place. State parks and outdoor recreation areas can also reopen.”",https://www.npr.org/847415273#oklahoma,74.0,
75,5/20/2020 13:48:28,Oklahoma,05-01-2020,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"“Beginning May 1, restaurant dining rooms, movie theaters and gyms may reopen, provided they enforce strict sanitation and social distancing measures. Tattoo parlors can reopen only for appointments, and places of worship can reopen if they leave every other row or pew open.”",https://www.npr.org/847415273#oklahoma,75.0,
76,5/20/2020 13:33:45,Oregon,05-05-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Brown announced the limited reopening of some state parks, outdoor recreation facilities and ski areas beginning May 5. """,https://www.npr.org/847416108#oregon,76.0,
77,5/20/2020 13:41:25,Oregon,05-15-2020,Selected counties (based on specific metrics),,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Beginning May 15 across the state, standalone retail businesses such as furniture stores, art galleries, jewelry shops and boutiques can reopen if they comply with state guidelines."" and ""Restaurants and bars can reopen for limited sit-down service until 10:00 p.m., personal care services like salons and gyms can resume limited operations and local in-person gatherings of up to 25 people are permitted. All retail businesses, including malls and shopping centers, can open.""",https://www.npr.org/847416108#oregon,77.0,
78,5/20/2020 13:21:44,Pennsylvania,05-08-2020,Selected counties (based on specific metrics),,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""On May 8, 24 counties moved into the yellow phase of reopening. In the yellow or ""aggressive mitigation"" phase, some restrictions on work and social interaction are lifted while limits on gathering size and closures of certain businesses remain in place. "" and ""Restaurants and Bars May Open Outdoor Dining, in Addition to Carry-Out and Delivery "" and ""In-Person Retail Allowable, Curbside and Delivery Preferable""",https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#pennsylvania and https://www.governor.pa.gov/plan-for-pennsylvania/ and https://www.governor.pa.gov/process-to-reopen-pennsylvania/#A,78.0,
79,5/20/2020 13:22:58,Pennsylvania,05-15-2020,Selected counties (based on specific metrics),,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""An additional 13 counties entered the yellow phase on May 15.""",https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#pennsylvania and https://www.governor.pa.gov/process-to-reopen-pennsylvania/#A,79.0,
80,5/20/2020 13:22:58,Pennsylvania,05-15-2020,Selected counties (based on specific metrics),,,Shelter-in-place order lifted,Banned gatherings of a certain size,25.0,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Another 12 counties moved to the yellow phase on May 22.""",https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#pennsylvania and https://www.governor.pa.gov/process-to-reopen-pennsylvania/#A,80.0,
81,5/11/2020 11:30:43,Puerto Rico,05-04-2020,State-wide,,,,,,,,Non-essential businesses allowed to operate possibly with extra requirements,"""Beginning May 4, some smaller businesses are allowed to open if they practice social distancing and provide protective equipment to employees. Examples include professional services organizations like mortgage brokers, real estate agents, accountants, engineers and medical specialists."" and """" Everyone must wear a mask when entering any business.""""",https://www.npr.org/2020/05/01/847415273/south-coronavirus-related-restrictions-by-state,81.0,Face covering requirements for some workers
82,5/11/2020 11:30:43,Puerto Rico,04-27-2020,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""Additionally, we were the first in the nation to activate the Puero Rico National Gudard to impose the first 100% passenger health screening at the airports. Futhermore, every individual must submit to 14 days of mandatory quarantine upon arrival to the island. the Governor also announced the closure of ports to all cruise ships on the island.""",https://twitter.com/wandavazquezg/status/1255217473412087814?s=20,82.0,
83,5/18/2020 14:58:44,Rhode Island,05-08-2020,State-wide,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Henry McMaster, a Republican, was among the last to issue a stay-at-home order and was also among the first to begin opening up his state, starting April 20. The reopening began with retail stores, which are under instructions to operate at 20 percent capacity."" and """"Certain parks reopened for day use on May 9. Visitors must bring face coverings, and indoor spaces, playgrounds and athletic fields are closed.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,83.0,
84,5/18/2020 15:00:45,Rhode Island,04-18-2020,State-wide,,,,,,,,,"""Raimondo signed an executive order requiring client-facing businesses and nonprofits to provide face coverings to all employees, to be worn in the workplace with few exceptions. Businesses must also direct customers to wear face coverings. The order is effective April 18 for at least one month, and compliance will be monitored through Department of Business Regulation spot checks.""",https://www.npr.org/847331283#rhode-island,84.0,Face covering requirements for the public (non-workers) in certain situations
85,5/18/2020 14:57:55,South Carolina,04-20-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The order also reopens certain retail stores beginning 5:00 p.m. on April 20, and requires them to adhere to strict social distancing requirements. Examples of operational retailers include furniture stores, clothing and shoe stores, book and craft stores, flea markets, florists and department stores except for hardware and home improvement stores.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,85.0,
86,5/18/2020 14:53:37,South Carolina,04-27-2020,State-wide,,Travel restrictions for out of state travelers lifted,,,,,,,"""The governor lifted an order that previously required travelers from New York, New Jersey, Connecticut, and Louisiana to self-quarantine for 14 days.""",https://www.npr.org/847415273,86.0,
87,5/18/2020 14:57:08,South Carolina,05-04-2020,State-wide,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,,"""McMaster lifted the order on May 4."" and ""Once the ""home or work"" order expired on May 4, restaurants were able to resume outdoor customer dining services in line with sanitation and social distancing guidelines. """,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html and https://www.npr.org/847415273,87.0,
88,5/18/2020 14:57:08,South Carolina,05-18-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Close contact service providers, fitness and exercise centers, commercial gyms — including group exercise classes — and public or commercial pools can open in a limited capacity beginning May 18.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,88.0,
89,5/18/2020 14:17:59,Tennessee,04-30-2020,State-wide,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,89.0,
90,5/15/2020 0:32:04,Texas,05-01-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The state will be in its first phase of reopening from May 1 until at least May 18. Certain businesses and services may resume operations if they limit capacity and follow strict protocols.""",https://www.npr.org/847415273,90.0,
