,Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links,Unnamed: 0,Face Covering Requirements
0,4/14/2020 18:52:13,Oregon,02-28-2020,State-wide,,,,Banned gatherings of a certain size,250.0,,,,"""On February 28...She later ordered the cancellation of events for 250 or more people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#Government_response,,
1,4/13/2020 11:42:13,Washington,02-29-2020,State-wide,State of Emergency declared,,,,,,,,"""On February 29, Governor Jay Inslee declared a state of emergency after the first US death attributable to COVID-19 occurred""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
2,4/11/2020 10:57:33,Florida,03-01-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 1, Governor DeSantis declared a public health emergency after two cases were confirmed in Manatee County and Hillsborough County.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,
3,4/10/2020 14:39:02,Alabama,03-02-2020,State-wide,,,,Suggested social distancing,,,,,"""On March 2, the Alabama Department of Public Health advised individuals to ""wash your hands frequently, avoid touching your face, cover coughs and sneezes, stay home when you are ill, and practice social distancing strategies"".""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama,,
4,4/10/2020 16:23:57,California,03-04-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 4, when 53 cases had been confirmed within the state and there had been one fatality, Governor Gavin Newsom declared a state of emergency""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,,
5,4/11/2020 12:05:14,Hawaii,03-04-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 4, Governor David Ige declared a state of emergency until April 29.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
6,4/11/2020 15:00:55,Maryland,03-05-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 5, Governor Larry Hogan declared a state of emergency after the first three cases of coronavirus were confirmed in the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
7,4/11/2020 12:23:42,Indiana,03-06-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 6, Governor Eric Holcomb declared a public health emergency due to the first positive Indiana case.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
8,4/11/2020 14:39:47,Kentucky,03-06-2020,State-wide,State of Emergency declared,,,,,,,,"""March 6 – Governor Andy Beshear declared a state of emergency, also confirming the state's first COVID-19 case.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
9,4/14/2020 14:29:38,New York,03-07-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 7, Governor Andrew Cuomo declared a state of emergency.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,
10,4/14/2020 14:30:17,New York,03-08-2020,Scarsdale,,,,,,Schools closed,,,"""A number of schools and school districts announced closings or schedule modifications by March 8 due to the virus."" and ""Columbia, Hofstra and Yeshiva universities canceled classes, and public schools in the suburb of Scarsdale will close for the week.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response and https://www.nytimes.com/2020/03/09/nyregion/coronavirus-new-york.html,,
11,4/14/2020 18:57:05,Oregon,03-08-2020,State-wide,State of Emergency declared,,,,,,,,"""Oregon Gov. Kate Brown declared a state of emergency on Sunday to contain the new coronavirus after the number of confirmed cases doubled to 14 from the previous day.""",https://www.usnews.com/news/best-states/oregon/articles/2020-03-08/oregon-declares-state-of-emergency-to-fight-new-coronavirus,,
12,4/11/2020 12:19:41,Illinois,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 9, Governor J. B. Pritzker issued a disaster proclamation, the state's equivalent to a state of emergency, as four new cases were announced in the state.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response,,
13,4/11/2020 12:27:28,Iowa,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"""March 9 – Proclamation of Disaster Emergency signed by Governor Kim Reynolds""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
14,4/14/2020 14:19:19,New Jersey,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 9, Governor Phil Murphy declared a state of emergency.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,,
15,4/14/2020 17:27:06,Ohio,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 9, DeWine declared a state of emergency, when the state had 3 cases.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
16,4/14/2020 18:08:07,Rhode Island,03-09-2020,State-wide,State of Emergency declared,,,,,,,,"“March 9, Governor Gina Raimondo declares a state of emergency.”",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
17,4/11/2020 10:36:44,Colorado,03-10-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 10, Governor Polis declared a state of disaster emergency. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
18,4/11/2020 10:51:44,Connecticut,03-10-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 10, governor Ned Lamont declared a civil preparedness and public health emergency in response to the coronavirus.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,
19,4/14/2020 9:52:02,Massachusetts,03-10-2020,State-wide,State of Emergency declared,,,,,,,,"""Citing the rapid increase in cases, Governor Charlie Baker declared a state of emergency for Massachusetts on March 10.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,,
20,4/14/2020 14:20:33,New Jersey,03-10-2020,State-wide,,,,,,Schools closed,,,"""A day later, schools and universities began closing and switching classes to online. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,,
21,4/14/2020 16:52:23,North Carolina,03-10-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 10, Governor Roy Cooper declared a state of emergency after five more cases tested presumptive positive on March 9.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
22,4/13/2020 11:17:52,Wisconsin,03-10-2020,Osceola,,,,,,Schools closed,,,"""The Osceola School District closed schools on March 10, to sanitize the buildings and buses after a person who attended a regional sports tournament was found to be infected.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response,,
23,4/10/2020 15:14:26,Alaska,03-11-2020,State-wide,State of Emergency declared,,,,,,,,See table.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
24,4/10/2020 16:15:03,Arkansas,03-11-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 11, Governor Asa Hutchinson declared a public health emergency in response to the first presumptive case in the state""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,,
25,4/11/2020 14:52:57,Louisiana,03-11-2020,State-wide,State of Emergency declared,,,,,,,,See table.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
26,4/14/2020 14:27:03,New Mexico,03-11-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 11, Governor Michelle Lujan Grisham declared a state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403,,
27,4/13/2020 12:02:42,Washington,03-11-2020,"King, Snohomish, and Pierce",,,,Banned gatherings of a certain size,250.0,,,,"""On March 11, Governor Inslee invoked emergency powers and banned ""social, spiritual, and recreational gatherings"" of over 250 people in King, Snohomish and Pierce Counties (including the core of the Seattle metropolitan area) for at least the month of March""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response,,
28,4/10/2020 15:16:43,Arizona,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""Arizona Governor Doug Ducey declared a public health emergency on March 12.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona,,
29,4/10/2020 16:15:54,Arkansas,03-12-2020,"Saline, Jefferson, Pulaski, and Grant",,,,,,Schools closed,,,"""On March 12, the governor ordered school closings in Saline, Jefferson, Pulaski, and Grant counties until March 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,,
30,4/10/2020 16:25:19,California,03-12-2020,State-wide,,,,Banned gatherings of a certain size,250.0,,,,"""On March 12, Governor Newsom announced that mass gatherings over 250 people were banned until the end of March. He also issued an order to permit the state to commandeer hotels and medical facilities to treat coronavirus patients. In Santa Clara County, all gatherings of 100 or more people were banned, and gatherings of 35 or more people were banned unless they satisfied public health restrictions.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas,,
31,4/11/2020 10:53:30,Delaware,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Delaware Governor John Carney declared a state of emergency.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response,,
32,4/11/2020 14:26:12,Kansas,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Laura Kelly has issued an emergency declaration for the State of Kansas""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
33,4/11/2020 15:01:41,Maryland,03-12-2020,State-wide,,,,Banned gatherings of a certain size,250.0,,,,"""On March 12, Governor Hogan declared all Maryland public schools were to be closed from March 16 through April 24, gatherings of more than 250 people were banned, and the Maryland National Guard was activated to a higher state of readiness.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
34,4/14/2020 10:00:28,Michigan,03-12-2020,State-wide,,,,,,Schools closed,,,"""On March 12, Gov. Gretchen Whitmer called for all public schools to close until April 6."" and ""On April 2, she cancelled in-person education for the remainder of the 2019–2020 K-12 school year.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
35,4/14/2020 10:43:50,Montana,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Steve Bullock declared a state of emergency in Montana.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana,,
36,4/14/2020 14:06:31,Nevada,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""Governor Steve Sisolak declared a State of Emergency on March 12 to help move emergency resources ...""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
37,4/14/2020 14:31:36,New York,03-12-2020,State-wide,,,,Banned gatherings of a certain size,500.0,,,,"""On March 12, Cuomo announced restrictions on mass gatherings, directing events with more than 500 people to be cancelled or postponed and any gathering with fewer than 500 people to cut capacity by 50 percent.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,
38,4/14/2020 17:29:01,Ohio,03-12-2020,State-wide,,,,Banned gatherings of a certain size,100.0,,,,"""On March 12, ... the state instituted a ban on gatherings of more than 100, with exemptions for airports, workplaces, restaurants, religious gatherings, weddings, and funerals.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
39,4/14/2020 18:54:18,Oregon,03-12-2020,State-wide,,,,,,Schools closed,,,"""On March 12, Governor Brown ordered all K–12 schools closed statewide from March 16 to March 31, 2020. Just five days later, Brown extended the closure through April 28.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#School_closures,,
40,4/14/2020 18:58:54,Puerto Rico,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Vázquez declared a state of emergency and activated the National Guard.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
41,4/13/2020 12:08:19,Virginia,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Ralph Northam declared a state of emergency in the state of Virginia.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
42,4/13/2020 12:03:13,Washington,03-12-2020,State-wide,,,,,,Schools closed,,,"""On March 12, Governor Inslee announced closures for all public and private K-12 schools in King, Snohomish, and Pierce Counties beginning from March 17 through at least April 24.[120] Later, on March 13, Inslee announced K-12 closures until at least April 24 throughout the state.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response,,
43,4/13/2020 11:18:36,Wisconsin,03-12-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Tony Evers declared a State of Emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
44,4/10/2020 14:59:49,Alabama,03-13-2020,State-wide,State of Emergency declared,,,,,,,,See table.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
45,4/10/2020 16:26:54,California,03-13-2020,"Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Ontario-Montclair, Alta Loma Unified, San Diego, Los Alamitos Unified, and Washington Unified School Distrcts.",,,,,,Schools closed,,,"""On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Ontario-Montclair, Alta Loma Unified, San Diego, Los Alamitos Unified, and Washington Unified school districts.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response,,
46,4/11/2020 10:52:11,Connecticut,03-13-2020,State-wide,,,,,,Schools closed,,,"""On March 13, governor Lamont ordered all schools to close after March 16 until at least March 31""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,
47,4/11/2020 10:54:27,Delaware,03-13-2020,State-wide,,,,,,Schools closed,,,"""Late on March 13, Governor Carney closed all Delaware Public Schools from March 16 to March 27.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response,,
48,4/11/2020 11:29:22,Georgia,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, the state of emergency is declared.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
49,4/11/2020 12:14:33,Idaho,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Governor Brad Little announced a state of emergency on the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
50,4/14/2020 9:56:00,Massachusetts,03-13-2020,"Wellesley, Framingham, and Boston",,,,,,Schools closed,,,"""Wellesley and Framingham closed their public schools and libraries for two weeks on March 13."" and  ""Also on March 13, Boston announced that its public schools would close for six weeks from Tuesday, March 17 through April 26.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response,,
51,4/14/2020 10:01:04,Michigan,03-13-2020,State-wide,,,,Banned gatherings of a certain size,250.0,,,,"""On March 13, Whitmer ordered cancellation of most events gathering more than 250 people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
52,4/14/2020 10:07:26,Minnesota,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, a Peacetime State of Emergency was declared by Governor Tim Walz.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
53,4/14/2020 10:24:24,Missouri,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Governor Mike Parson declared a state of emergency for Missouri, following the third and fourth cases of the disease manifesting in the state. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
54,4/14/2020 13:46:43,Nebraska,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""March 13 – State of Emergency""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
55,4/14/2020 14:16:21,New Hampshire,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, 2020, with the seventh case reported in the state, Governor Chris Sununu declared a state of emergency, which limited visitors to assisted living and long-term care facilities, and suspended out-of-state trips for state employees. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire,,
56,4/14/2020 14:34:29,New York,03-13-2020,"Dutchess, Orange, Herkimer, Ulster, and Warwick",,,,,,Schools closed,,,"""The next day, all public school districts in Dutchess, Orange, and Ulster counties in the Mid-Hudson Valley, which had reported their first cases earlier in the week, announced they would close for the next two weeks. The Warwick schools in Orange County added that they would remain closed through April 14, when their annual spring break would normally end."" and ""On March 13, all public schools in Herkimer County announced they, too, would close until April 14.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,
57,4/14/2020 17:22:52,North Dakota,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""March 13, State of Emergency""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
58,4/14/2020 18:48:04,Pennsylvania,03-13-2020,State-wide,,,,,,Schools closed,,,"""On March 13, Governor Wolf announced that all Pennsylvania schools will be closed for at least two weeks""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Pennsylvania#Government_response,,
59,4/14/2020 18:59:27,Puerto Rico,03-13-2020,State-wide,,,,,,Schools closed,,,"""On March 13, Puerto Rico public schools were closed for 14 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
60,4/14/2020 17:51:54,South Carolina,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Governor McMaster announced a state of emergency is in effect on South Carolina.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
61,4/13/2020 12:24:53,South Dakota,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""March 13, Governor Noem declared a state of emergency""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
62,4/13/2020 12:34:31,Texas,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Texas Governor Greg Abbott declared a statewide disaster for all counties in the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
63,4/13/2020 12:13:20,Utah,03-13-2020,State-wide,,,,,,Schools closed,,,"""On March 13, all schools were ordered closed and to switch to online classes by the 18th by Governor Gary Herbert.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
64,4/13/2020 12:17:38,Vermont,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"""Governor Phil Scott issued Executive Order 01-20 which declared a State of Emergency until it expires on April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
65,4/13/2020 11:19:26,Wisconsin,03-13-2020,State-wide,,,,,,Schools closed,,,"""On the 13th, the governor ordered the closure of all public and private K-12 schools in the state until at least April 5."" ",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
66,4/13/2020 10:14:50,Wyoming,03-13-2020,State-wide,State of Emergency declared,,,,,,,,"On March 13, Governor Gordon issued Executive Order 2020–2 to declare a State of Emergency in order to access funding issued by Congress. The Order allows for the use of the Wyoming National Guard along with giving additional powers to the Director of the Office of Homeland Security, the Adjutant General, and the Director of the Wyoming Department of Health.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
67,4/14/2020 10:08:39,Minnesota,03-14-2020,St Paul,,,,Banned gatherings of a certain size,50.0,,,,"""On March 14, St. Paul Mayor Melvin Carter declared a State of Local Emergency. The city will no longer be issuing any new permits for gatherings of 50 or more people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
68,4/14/2020 10:14:43,Mississippi,03-14-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 14, two days after the first case was announced in the state, Governor Tate Reeves, declared a state of emergency, due to how big of an impact the neighboring state of Louisiana, has had with the virus. Louisiana at the time was the most infected state per capita.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi,,
69,4/14/2020 14:21:56,New Jersey,03-14-2020,Hoboken,,,Night-time curfew,,,,,,"""On March 14, the mayor of Hoboken declared a mandatory nightly curfew""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response,,
70,4/14/2020 16:52:59,North Carolina,03-14-2020,State-wide,,,,Banned gatherings of a certain size,100.0,Schools closed,,,"""On March 14, Governor Cooper forbids all events and gatherings of 100 or more people. On the same day, he also ordered all of the state's public schools to be closed for a minimum of two weeks""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
71,4/13/2020 11:26:23,West Virginia,03-14-2020,State-wide,,,,,,Schools closed,,,"""On March 14, Governor Jim Justice closed schools, cancelled travel by state employees, suspended the high school basketball tournaments, and restricted access to nursing homes.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
72,4/11/2020 12:18:58,Illinois,03-15-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, Governor Pritzker announced that all bars and restaurants will be closed until March 30 as to ""[enforce] and [preserve] the safety and health of all residents of Illinois.""""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response,,
73,4/11/2020 12:28:17,Iowa,03-15-2020,State-wide,,,,,,Schools closed,,,"""March 15 – Governor Reynolds recommends closing schools for four weeks. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
74,4/11/2020 14:27:56,Kansas,03-15-2020,State-wide,,,,,,Schools closed,,,"""On March 15, Governor Laura Kelly recommends closing schools for a week."" and ""Several schools across the state (but none in Wichita) suspend classes for the rest of the month""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
75,4/11/2020 14:56:48,Maine,03-15-2020,State-wide,State of Emergency declared,,,,,,,,"""On March 15, Governor Janet Mills declared a state of emergency in Maine.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
76,4/11/2020 15:02:30,Maryland,03-15-2020,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"On March 15, Governor Hogan ordered all Maryland casinos, racetracks, and off-track betting parlors to shut down to help prevent the spread of coronavirus.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
77,4/14/2020 14:07:06,Nevada,03-15-2020,State-wide,,,,,,Schools closed,,,"""... on March 15, Sisolak announces that all schools in the area will be closed until the minimum of April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
78,4/14/2020 14:17:08,New Hampshire,03-15-2020,State-wide,,,,,,Schools closed,,,"""Over the next few days, more measures to limit the spread of the virus were announced including the closure of K-12 public schools on March 15, 2020, ...""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire,,
79,4/14/2020 17:29:39,Ohio,03-15-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, DeWine and Acton ordered the suspension of dine-in service at all bars and restaurants ... """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
80,4/14/2020 17:35:58,Oklahoma,03-15-2020,State-wide,State of Emergency declared,,,,,,,,"""March 15, Oklahoma Gov. Kevin Stitt declares state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
81,4/14/2020 18:59:59,Puerto Rico,03-15-2020,State-wide,,,Night-time curfew,,,,,Non-essential businesses closed,"""On March 15, Vázquez issued an island-wide curfew through March 30 and closed all businesses not involved in food sales, medicine, or banking.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
82,4/14/2020 17:52:27,South Carolina,03-15-2020,State-wide,,,,,,Schools closed,,,"""On March 15, the government announced that schools are closed throughout the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina,,
83,4/13/2020 12:26:01,Tennessee,03-15-2020,Davidson,,,,,,,,Some (cherry-picked) businesses closed,"""On March 15, the mayor of Nashville imposed restrictions on restaurants and closed bars in Davidson County.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota,,
84,4/13/2020 12:16:51,Vermont,03-15-2020,State-wide,,,,,,Schools closed,,,"""On March 15, Governor Phil Scott ordered all schools in Vermont to be closed and all school activities to be cancelled no later than Wednesday, March 18, and lasting through at least April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
85,4/13/2020 11:43:42,Washington,03-15-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, Governor Inslee announced the closing of all sit-down restaurants statewide""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764,,
86,4/13/2020 10:41:45,Wyoming,03-15-2020,State-wide,,,,,,Schools closed,,,"On March 15, Governor Gordon and Wyoming State Superintendent Jillian Balow issued a joint recommendation that all Wyoming school close to reduce the spread of the virus.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
87,4/10/2020 15:10:26,Alaska,03-16-2020,State-wide,,,,,,Schools closed,,,"""On March 13, Governor Mike Dunleavy ordered public schools to close from March 16 to 30, which was later extended to May 1.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska,,
88,4/11/2020 12:09:45,Hawaii,03-16-2020,State-wide,,,,,,Schools closed,,,"""March 16: Governor David Ige announced that spring break for public schools in Hawaii would be extended for an additional week in order to give school administrators time to evaluate recommendations for stopping the spread of the virus."" and ""On March 18, the closures were extended for an additional week.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hawaii,,
89,4/11/2020 12:22:05,Illinois,03-16-2020,State-wide,,,,Banned gatherings of a certain size,50.0,,,,"""On March 16, Governor Pritzker announced that all gatherings of 50 or more people will be canceled in accordance with new CDC guidelines.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response,,
90,4/11/2020 12:24:48,Indiana,03-16-2020,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""Holcomb announced the closure of all bars and restaurants statewide to in-person service on March 16. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic,,
