"","State","X","Timestamp","Effective.Date","Coverage","State.of.Emergency.Declaration","Travel.Restrictions","Shelter.in.place.Order","Gathering.Limitations","Banning.Gatherings.of.a.Certain.Size","K.12.School.Closure","Bar.and.Dine.in.Restaurant.Closure","Non.essential.Businesses.Closure","Details..if.any.","Reference.links","Unnamed..0","Face.Covering.Requirements","state_pop_2019","population_reference","population_reference_URL"
"298","Oklahoma",252,"4/14/2020 17:48:43","03-28-2020","Oklahoma City and Tulsa","","","Shelter-in-place order","",NA,"","","","""March 28 – Oklahoma City and Tulsa issued shelter-in-place orders effective March 28 through April 16.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",3956971,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"299","Oregon",0,"4/14/2020 18:52:13","02-28-2020","State-wide","","","","Banned gatherings of a certain size",250,"","","","""On February 28...She later ordered the cancellation of events for 250 or more people.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#Government_response",NA,"",4217737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"300","Oregon",77,"5/20/2020 13:41:25","05-15-2020","Selected counties (based on specific metrics)","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Beginning May 15 across the state, standalone retail businesses such as furniture stores, art galleries, jewelry shops and boutiques can reopen if they comply with state guidelines."" and ""Restaurants and bars can reopen for limited sit-down service until 10:00 p.m., personal care services like salons and gyms can resume limited operations and local in-person gatherings of up to 25 people are permitted. All retail businesses, including malls and shopping centers, can open.""","https://www.npr.org/847416108#oregon",77,"",4217737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"301","Oregon",176,"4/14/2020 18:52:58","03-23-2020","State-wide","","","Shelter-in-place order","",NA,"","","Non-essential businesses closed","""After growing calls from local officials, Governor Brown issued a statewide stay-at-home order on March 23 effective immediately with class C misdemeanor charges for violators.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#Government_response",NA,"",4217737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"302","Oregon",11,"4/14/2020 18:57:05","03-08-2020","State-wide","State of Emergency declared","","","",NA,"","","","""Oregon Gov. Kate Brown declared a state of emergency on Sunday to contain the new coronavirus after the number of confirmed cases doubled to 14 from the previous day.""","https://www.usnews.com/news/best-states/oregon/articles/2020-03-08/oregon-declares-state-of-emergency-to-fight-new-coronavirus",NA,"",4217737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"303","Oregon",76,"5/20/2020 13:33:45","05-05-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Brown announced the limited reopening of some state parks, outdoor recreation facilities and ski areas beginning May 5. ""","https://www.npr.org/847416108#oregon",76,"",4217737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"304","Oregon",39,"4/14/2020 18:54:18","03-12-2020","State-wide","","","","",NA,"Schools closed","","","""On March 12, Governor Brown ordered all K–12 schools closed statewide from March 16 to March 31, 2020. Just five days later, Brown extended the closure through April 28.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#School_closures",NA,"",4217737,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"305","Pennsylvania",219,"4/14/2020 18:43:28","03-25-2020","Erie, Lehigh, and Northampton","","","Shelter-in-place order","",NA,"","","","""On March 24, Erie County issued a stay-at-home order effective March 25 until April 6."" and ""By March 25, the governor's stay-at-home order had been amended to include Philadelphia and Erie County as well as Lehigh and Northampton counties effective March 25 through April 6.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"306","Pennsylvania",79,"5/20/2020 13:22:58","05-15-2020","Selected counties (based on specific metrics)","","","Shelter-in-place order lifted","Banned gatherings of a certain size",25,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""An additional 13 counties entered the yellow phase on May 15.""","https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#pennsylvania and https://www.governor.pa.gov/process-to-reopen-pennsylvania/#A",79,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"307","Pennsylvania",80,"5/20/2020 13:22:58","05-15-2020","Selected counties (based on specific metrics)","","","Shelter-in-place order lifted","Banned gatherings of a certain size",25,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Another 12 counties moved to the yellow phase on May 22.""","https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#pennsylvania and https://www.governor.pa.gov/process-to-reopen-pennsylvania/#A",80,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"308","Pennsylvania",177,"4/14/2020 18:42:53","03-23-2020","Philadelphia, Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery","","","Shelter-in-place order","",NA,"","","","""Philadelphia imposed a stay-at-home order effective March 23. Allegheny County issued a stay-at-home order effective March 23 for two weeks. Governor Tom Wolf issued a stay-at-home order for Allegheny, Bucks, Chester, Delaware, Monroe, and Montgomery effective March 23 for two weeks.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"309","Pennsylvania",101,"4/14/2020 18:41:04","03-16-2020","State-wide","","","","",NA,"","","Non-essential businesses closed","""As of March 16, in Philadelphia only essential commercial establishments may remain open, including: grocery stores, pharmacies, daycare centers, hardware stores, gas stations, banks, post offices, laundromats, and veterinary clinics.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"310","Pennsylvania",280,"4/14/2020 18:46:59","03-31-2020","Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset","","","Shelter-in-place order","",NA,"","","","""On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"311","Pennsylvania",78,"5/20/2020 13:21:44","05-08-2020","Selected counties (based on specific metrics)","","","Shelter-in-place order lifted","Banned gatherings of a certain size",25,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""On May 8, 24 counties moved into the yellow phase of reopening. In the yellow or ""aggressive mitigation"" phase, some restrictions on work and social interaction are lifted while limits on gathering size and closures of certain businesses remain in place. "" and ""Restaurants and Bars May Open Outdoor Dining, in Addition to Carry-Out and Delivery "" and ""In-Person Retail Allowable, Curbside and Delivery Preferable""","https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#pennsylvania and https://www.governor.pa.gov/plan-for-pennsylvania/ and https://www.governor.pa.gov/process-to-reopen-pennsylvania/#A",78,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"312","Pennsylvania",289,"4/14/2020 18:47:26","04-01-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On April 1, Governor Wolf added the remaining 34 counties to the order, placing all of Pennsylvania under a stay-at-home order.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"313","Pennsylvania",58,"4/14/2020 18:48:04","03-13-2020","State-wide","","","","",NA,"Schools closed","","","""On March 13, Governor Wolf announced that all Pennsylvania schools will be closed for at least two weeks""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Pennsylvania#Government_response",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"314","Pennsylvania",253,"4/14/2020 18:45:45","03-28-2020","Beaver, Centre, and Washington","","","Shelter-in-place order","",NA,"","","","On March 28, the order was revised to include Beaver, Centre, and Washington counties.","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"315","Pennsylvania",268,"4/14/2020 18:46:26","03-30-2020","Carbon, Cumberland, Dauphin, and Schuylkill","","","Shelter-in-place order","",NA,"","","","""On March 30, the order was revised to include Carbon, Cumberland, Dauphin, and Schuylkill counties""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"316","Pennsylvania",242,"4/14/2020 18:45:16","03-27-2020","Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York","","","Shelter-in-place order","",NA,"","","","""On March 27, the governor's stay-at-home order was revised to include Berks, Butler, Lackawanna, Lancaster, Luzerne, Pike, Wayne, Westmoreland, and York counties effective March 27 until April 6.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",12801989,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"317","Puerto Rico",81,"4/14/2020 18:59:59","03-15-2020","State-wide","","","Night-time curfew","",NA,"","","Non-essential businesses closed","""On March 15, Vázquez issued an island-wide curfew through March 30 and closed all businesses not involved in food sales, medicine, or banking.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",3193694,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"318","Puerto Rico",81,"5/11/2020 11:30:43","05-04-2020","State-wide","","","","",NA,"","","Non-essential businesses allowed to operate possibly with extra requirements","""Beginning May 4, some smaller businesses are allowed to open if they practice social distancing and provide protective equipment to employees. Examples include professional services organizations like mortgage brokers, real estate agents, accountants, engineers and medical specialists."" and """" Everyone must wear a mask when entering any business.""""","https://www.npr.org/2020/05/01/847415273/south-coronavirus-related-restrictions-by-state",81,"Face covering requirements for some workers",3193694,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"319","Puerto Rico",59,"4/14/2020 18:59:27","03-13-2020","State-wide","","","","",NA,"Schools closed","","","""On March 13, Puerto Rico public schools were closed for 14 days.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",3193694,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"320","Puerto Rico",40,"4/14/2020 18:58:54","03-12-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 12, Governor Vázquez declared a state of emergency and activated the National Guard.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",3193694,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"321","Puerto Rico",82,"5/11/2020 11:30:43","04-27-2020","State-wide","","Travel restrictions for out of state travelers","","",NA,"","","","""Additionally, we were the first in the nation to activate the Puero Rico National Gudard to impose the first 100% passenger health screening at the airports. Futhermore, every individual must submit to 14 days of mandatory quarantine upon arrival to the island. the Governor also announced the closure of ports to all cruise ships on the island.""","https://twitter.com/wandavazquezg/status/1255217473412087814?s=20",82,"",3193694,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"322","Rhode Island",83,"5/18/2020 14:58:44","05-08-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Gov. Henry McMaster, a Republican, was among the last to issue a stay-at-home order and was also among the first to begin opening up his state, starting April 20. The reopening began with retail stores, which are under instructions to operate at 20 percent capacity."" and """"Certain parks reopened for day use on May 9. Visitors must bring face coverings, and indoor spaces, playgrounds and athletic fields are closed.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",83,"",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"323","Rhode Island",102,"4/14/2020 18:08:57","03-16-2020","State-wide","","","","",NA,"Schools closed","","","""March 16, public schools are closed onward.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"324","Rhode Island",230,"4/14/2020 18:14:05","03-26-2020","State-wide","","Travel restrictions for out of state travelers","","",NA,"","","","“Governor Raimondo announces that any individual coming to the state from New York by land or air that plans to stay in Rhode Island must self-quarantine for 14 days.”","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island",NA,"",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"325","Rhode Island",200,"4/14/2020 18:37:37","03-24-2020","Aquidneck Island","","Travel restrictions for out of state travelers","","",NA,"","","","""The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all ... require all out-of-state or seasonal residents to quarantine for 14 days upon their arrival."" ","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rhode_Island",NA,"",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"326","Rhode Island",16,"4/14/2020 18:08:07","03-09-2020","State-wide","State of Emergency declared","","","",NA,"","","","“March 9, Governor Gina Raimondo declares a state of emergency.”","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"327","Rhode Island",122,"4/14/2020 18:09:42","03-17-2020","State-wide","","","","Banned gatherings of a certain size",25,"","Bar and dine-in restaurant closed (except take-out and delivery)","","""March 17, Bars and dine-in restaurants closed..."" and """"March 17, ... crowds of 25 or more people banned.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"328","Rhode Island",199,"4/14/2020 18:11:41","03-24-2020","Block Island, Aquidneck Island","","","Shelter-in-place order","",NA,"","","","“March 24 – New Shoreham issues a shelter-in-place order for Block Island effective March 24 through April 15.” and ""The three towns located on Aquidneck Island - Newport, Middletown, and Portsmouth - all implement shelter-in-place orders...""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"329","Rhode Island",254,"4/14/2020 18:12:11","03-28-2020","State-wide","","","Shelter-in-place order","",NA,"","","","“March 28 – Governor Gina Raimondo issued a statewide stay-at-home order effective until April 13.”","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"330","Rhode Island",84,"5/18/2020 15:00:45","04-18-2020","State-wide","","","","",NA,"","","","""Raimondo signed an executive order requiring client-facing businesses and nonprofits to provide face coverings to all employees, to be worn in the workplace with few exceptions. Businesses must also direct customers to wear face coverings. The order is effective April 18 for at least one month, and compliance will be monitored through Department of Business Regulation spot checks.""","https://www.npr.org/847331283#rhode-island",84,"Face covering requirements for the public (non-workers) in certain situations",1059361,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"331","South Carolina",294,"4/14/2020 18:00:49","04-02-2020","Mount Pleasant","","","Shelter-in-place order","",NA,"","","","""On April 1, Mount Pleasant issued a stay-at-home order effective April 2 until April 15.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"332","South Carolina",88,"5/18/2020 14:57:08","05-18-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Close contact service providers, fitness and exercise centers, commercial gyms — including group exercise classes — and public or commercial pools can open in a limited capacity beginning May 18.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",88,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"333","South Carolina",85,"5/18/2020 14:57:55","04-20-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""The order also reopens certain retail stores beginning 5:00 p.m. on April 20, and requires them to adhere to strict social distancing requirements. Examples of operational retailers include furniture stores, clothing and shoe stores, book and craft stores, flea markets, florists and department stores except for hardware and home improvement stores.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",85,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"334","South Carolina",178,"4/14/2020 18:06:51","03-23-2020","State-wide","","","","Banned gatherings of a certain size",3,"","","","""Governor McMaster holds a briefing in which he instructs law enforcement to disperse any public gathering of three or more people, with violations of this rule resulting in a misdemeanor.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"335","South Carolina",87,"5/18/2020 14:57:08","05-04-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","Bar and dine-in restaurant open with extra requirements","","""McMaster lifted the order on May 4."" and ""Once the ""home or work"" order expired on May 4, restaurants were able to resume outdoor customer dining services in line with sanitation and social distancing guidelines. ""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html and https://www.npr.org/847415273",87,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"336","South Carolina",124,"4/14/2020 18:06:02","03-17-2020","State-wide","","","","Suggested limiting of gatherings, Banned gatherings of a certain size",50,"","","","“The order also includes the delay of state tax deadlines until June 1, the general request of state agencies to waive any restrictive regulations in order to move faster to address the virus, and also prohibits gatherings of more than 50 people at publicly-owned facilities.”","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"337","South Carolina",304,"4/14/2020 18:02:41","04-07-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On April 6, South Carolina governor Henry McMaster issued a statewide ""home or work"" order which goes into effect Tuesday at 5 p.m.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"338","South Carolina",86,"5/18/2020 14:53:37","04-27-2020","State-wide","","Travel restrictions for out of state travelers lifted","","",NA,"","","","""The governor lifted an order that previously required travelers from New York, New Jersey, Connecticut, and Louisiana to self-quarantine for 14 days.""","https://www.npr.org/847415273",86,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"339","South Carolina",231,"4/14/2020 17:59:21","03-26-2020","Columbia","","","Shelter-in-place order","",NA,"","","","""On March 26, Columbia issued a stay-at-home order effective March 29 for 14 days.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"340","South Carolina",123,"4/14/2020 17:53:09","03-17-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant closed (except take-out and delivery)","","On March 17, Governor McMaster issues an executive order requiring the mandatory shutdown of dine-in service in restaurants and bars.","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"341","South Carolina",220,"4/14/2020 17:58:41","03-25-2020","Charleston","","","Shelter-in-place order","",NA,"","","","""On March 25, Charleston adopted a stay-at-home ordinance effective March 26 for two weeks.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"342","South Carolina",290,"4/14/2020 18:03:37","04-01-2020","State-wide","","","","",NA,"","","Non-essential businesses closed","""April 1: The Governor orders all non-essential businesses closed temporarily.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"343","South Carolina",60,"4/14/2020 17:51:54","03-13-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 13, Governor McMaster announced a state of emergency is in effect on South Carolina.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"344","South Carolina",82,"4/14/2020 17:52:27","03-15-2020","State-wide","","","","",NA,"Schools closed","","","""On March 15, the government announced that schools are closed throughout the state.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina",NA,"",5148714,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
