"","State","X","Timestamp","Effective.Date","Coverage","State.of.Emergency.Declaration","Travel.Restrictions","Shelter.in.place.Order","Gathering.Limitations","Banning.Gatherings.of.a.Certain.Size","K.12.School.Closure","Bar.and.Dine.in.Restaurant.Closure","Non.essential.Businesses.Closure","Details..if.any.","Reference.links","Unnamed..0","Face.Covering.Requirements","state_pop_2019","population_reference","population_reference_URL"
"110","Indiana",29,"5/28/2020 11:40:28","05-18-2020","Cass County","","","Shelter-in-place order lifted","Banned gatherings of a certain size",25,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""","https://www.npr.org/847413697#indiana",29,"",6732219,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"111","Indiana",27,"5/10/2020 18:34:56","05-11-2020","Lake County","","","Shelter-in-place order lifted","Banned gatherings of a certain size",25,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""","https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state",27,"",6732219,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"112","Indiana",211,"4/11/2020 12:25:22","03-25-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On March 23, Holcomb announced statewide stay-at-home order effective March 25.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6732219,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"113","Iowa",32,"5/10/2020 18:37:16","05-01-2020","Selected counties (based on specific metrics)","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Gov. Kim Reynolds, a Republican, loosened restrictions in 77 of the state's 99 counties starting May 1, allowing restaurants, stores and gyms to reopen. ""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",32,"",3155070,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"114","Iowa",13,"4/11/2020 12:27:28","03-09-2020","State-wide","State of Emergency declared","","","",NA,"","","","""March 9 – Proclamation of Disaster Emergency signed by Governor Kim Reynolds""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",3155070,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"115","Iowa",31,"5/10/2020 18:37:49","05-08-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""She later allowed certain businesses to reopen in the remaining counties on May 8.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",31,"",3155070,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"116","Iowa",73,"4/11/2020 12:28:17","03-15-2020","State-wide","","","","",NA,"Schools closed","","","""March 15 – Governor Reynolds recommends closing schools for four weeks. ""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",3155070,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"117","Kansas",114,"4/11/2020 14:38:17","03-17-2020","Jackson, Johnson, Kansas City","","","","Banned gatherings of a certain size",10,"","Bar and dine-in restaurant closed (except take-out and delivery)","","""Johnson County, Kansas and the Unified Government of Wyandotte County, Kansas and Kansas City, Kansas, partnering with local governments in Missouri; Jackson County, Missouri and Kansas City, Missouri, announced a ban on gatherings of over 10 people, effective immediately, as well as the closing of all bars, restaurants, and theaters for 15 days effective March 17.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kansas",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"118","Kansas",91,"4/11/2020 14:28:28","03-16-2020","State-wide","","","","Banned gatherings of a certain size",50,"","","","""On March 16, Kelly also announced a ban on gatherings of 50 or more people.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"119","Kansas",262,"4/11/2020 14:36:09","03-30-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On March 28, Governor Laura Kelly issued a statewide ""stay-home order"", effective March 30 until April 19 at the earliest""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"120","Kansas",74,"4/11/2020 14:27:56","03-15-2020","State-wide","","","","",NA,"Schools closed","","","""On March 15, Governor Laura Kelly recommends closing schools for a week."" and ""Several schools across the state (but none in Wichita) suspend classes for the rest of the month""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"121","Kansas",158,"4/11/2020 14:29:15","03-22-2020","Johnson, Wyandotte, and Leavenworth","","","Shelter-in-place order","",NA,"","","","""Johnson, Wyandotte, and Leavenworth counties imposed stay-at-home orders on March 22.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"122","Kansas",189,"4/11/2020 14:30:00","03-24-2020","Douglas ","","","Shelter-in-place order","",NA,"","","","""Douglas County issued an order effective March 24 until April 23 at the earliest""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"123","Kansas",226,"4/11/2020 14:33:18","03-26-2020","Coffey, Doniphan, Lyon, and Shawnee","","","Shelter-in-place order","",NA,"","","",""" Doniphan and Shawnee counties issued stay-at-home orders effective March 26."" and  ""On March 25, Lyon County issued a stay-at-home order effective March 26 until April 25."" and ""Coffey County issued a stay-at-home order effective March 26.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"124","Kansas",33,"5/10/2020 18:39:15","05-04-2020","State-wide","","","Shelter-in-place order lifted","Banned gatherings of a certain size",10,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Under phase one of the plan, the statewide stay-at-home order is lifted but mass gatherings are limited to a maximum of 10 people. Restaurants, libraries and child care facilities can open, and must adhere to social distancing guidelines. Bars, nightclubs, fitness centers, hair salons, barber shops and public swimming pools remain closed.""","https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state",33,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"125","Kansas",212,"4/11/2020 14:31:40","03-25-2020","Atchison, Miami, Morris, Sedgwick","","","Shelter-in-place order","",NA,"","","","""On March 24, Atchison County issued a ""shelter-at-home order"" effective March 25 to April 25."" and ""Morris County issued a stay-at-home order effective March 25 until April 25."" and ""Sedgwick County issued a stay-at-home order effective March 25. ""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"126","Kansas",236,"4/11/2020 14:33:51","03-27-2020","Sumner","","","Shelter-in-place order","",NA,"","","","""On March 26, Sumner County issued a stay-at-home order effective March 27 through April 25.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"127","Kansas",32,"4/11/2020 14:26:12","03-12-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 12, Governor Laura Kelly has issued an emergency declaration for the State of Kansas""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"128","Kansas",34,"5/28/2020 12:03:56","05-22-2020","State-wide","","","","Banned gatherings of a certain size",30,"","","","""Mass gatherings of no more than 30 individuals allowed.""","https://governor.kansas.gov/wp-content/uploads/2020/04/Reopen-Kansas-Framework.pdf",34,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"129","Kansas",247,"4/11/2020 14:35:27","03-28-2020","Chase, Jefferson, and Osage","","","Shelter-in-place order","",NA,"","","","""Osage County issued a stay-at-home order effective March 28 until further notice."" and ""Jefferson County issued a stay-at-home order effective March 28 until April 14."" and ""Chase County issued a stay-at-home order effective March 28 for 30 days.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",2913314,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"130","Kentucky",284,"4/11/2020 14:42:59","04-01-2020","State-wide","","Travel restrictions for out of state travelers, Border closures","","",NA,"","","","""April 1 – Gov. Beshear ordered Kentucky residents not to leave the state and imposed a 14-day self-quarantine on those who return from out of state.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",4467673,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"131","Kentucky",37,"5/28/2020 13:50:35","05-22-2020","State-wide","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","","""All businesses should follow the 10 rules of staying healthy at work as well as industry-specific guidance, which will be issued as soon as possible. The new tentative dates for reopening are: May 22 – Restaurants, with limited 33% capacity and outdoor seating""","https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=156",37,"",4467673,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"132","Kentucky",36,"5/10/2020 18:21:46","05-06-2020","State-wide","","Travel restrictions for out of state travelers","","",NA,"","","","""Beshear issued an executive order adjusting travel restrictions. Any individual entering the state ""with the intent to stay"" must self-quarantine for 14 days, with certain exceptions. The order continues to ban anyone with a positive or presumptive positive case of COVID-19 from entering the state, except as ordered for medical treatment. It also continues social distancing requirements for public transit riders.""","https://www.npr.org/847415273",36,"",4467673,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"133","Kentucky",92,"4/11/2020 14:40:26","03-16-2020","State-wide","","","","",NA,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""March 16 – Beshear announced the closure of in-person service at bars and restaurants. Delivery, take-out, and drive-through service will still be available."" and ""5:43 p.m.: Gov. Andy Beshear recommended closing all schools across the state – public and private – to prevent the spread of COVID-19. He’s asking schools to close Monday Mar. 16, and stay closed for two weeks.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",4467673,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"134","Kentucky",169,"4/11/2020 14:42:32","03-23-2020","State-wide","","","","",NA,"","","Non-essential businesses closed","""March 22 – Beshear announced the closure of all nonessential businesses in the state as of March 23.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",4467673,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"135","Kentucky",8,"4/11/2020 14:39:47","03-06-2020","State-wide","State of Emergency declared","","","",NA,"","","","""March 6 – Governor Andy Beshear declared a state of emergency, also confirming the state's first COVID-19 case.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",4467673,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"136","Kentucky",35,"5/10/2020 18:20:51","05-11-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Under Beshear's plan to reopen Kentucky's economy, people must wear masks in public when they visit businesses, starting on May 11. On May 11, manufacturing, construction, vehicle and vessel dealerships, pet grooming and boarding, and spectator-free horse racing are slated to restart if they meet minimum and industry-specific requirements. Professional services may resume at 50% of their pre-pandemic capacity.""","https://www.npr.org/847415273",35,"Face covering requirements for the public (non-workers) in certain situations",4467673,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"137","Kentucky",115,"4/11/2020 14:41:06","03-17-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed","""March 17 – Beshear announced the closure of all public-facing businesses that do not provide a specific set of ""essential services"", effective at 5:00 pm on March 18. Among the businesses required to close were community centers, hair salons, spas, gyms, concert venues, and sports venues.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic and https://wfpl.org/live-coverage-coronavirus-in-the-louisville-area/",NA,"",4467673,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"138","Louisiana",25,"4/11/2020 14:52:57","03-11-2020","State-wide","State of Emergency declared","","","",NA,"","","","See table.","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",4648794,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"139","Louisiana",147,"4/11/2020 14:48:45","03-20-2020","New Orleans","","","Shelter-in-place order","",NA,"","","","""New Orleans issued a stay-at-home order effective March 20.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",4648794,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"140","Louisiana",38,"5/18/2020 9:48:14","05-15-2020","State-wide","","","Shelter-in-place order lifted","",NA,"","Bar and dine-in restaurant open with extra requirements","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Edwards announced that Louisiana will be in Phase 1 from May 15 through June 5. The stay-at-home order is lifted, though high-risk individuals are encouraged to stay home. All individuals must wear face coverings, practice good hygiene and maintain six feet of distance from non-household members. Certain nonessential businesses can open with occupancy limits. Employers are encouraged to continue allowing employees to telework whenever possible."" and ""Several types of businesses must remain closed under phase one, which will last for at least 21 days, Edwards said. Those include massage parlors, spas, tattoo parlors, carnivals, amusement parks, bars and breweries without food permits and more.""","https://www.npr.org/2020/05/01/847415273/south-coronavirus-related-restrictions-by-state#louisiana  and https://www.theadvocate.com/baton_rouge/news/coronavirus/article_ff5be800-939b-11ea-a93e-4b25026b037b.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share",38,"Face covering requirements for the public (non-workers) in certain situations",4648794,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"141","Louisiana",170,"4/11/2020 14:49:12","03-23-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""A statewide order was later issued effective March 23.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",4648794,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"142","Louisiana",93,"4/11/2020 14:52:19","03-16-2020","State-wide","","","","Banned gatherings of a certain size",50,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","Some (cherry-picked) businesses closed","""Governor John Bel Edwards closed schools statewide on March 16, 2020, restricted most businesses to takeout and delivery only, postponed presidential primaries, and placed limitations on large gatherings.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Louisiana#Government_response and https://gov.louisiana.gov/order/",NA,"",4648794,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"143","Maine",276,"4/11/2020 14:58:22","03-31-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On March 31, Governor Mills issued a statewide stay-at-home order effective April 2 until April 30.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",1344212,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"144","Maine",40,"5/28/2020 14:16:59","05-18-2020","Rural areas","","","","",NA,"","Bar and dine-in restaurant open with extra requirements","","""Retail stores and restaurants will be allowed to reopen in rural counties without community spread starting May 11 and May 18, respectively, but reopenings in more populous areas are not scheduled until June.""","https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html",40,"",1344212,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"145","Maine",75,"4/11/2020 14:56:48","03-15-2020","State-wide","State of Emergency declared","","","",NA,"","","","""On March 15, Governor Janet Mills declared a state of emergency in Maine.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",1344212,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"146","Maine",213,"4/11/2020 14:59:54","03-25-2020","Portland","","","Shelter-in-place order","",NA,"","","","""On March 24, the City of Portland announced that the manager has signed a stay-at-home order beginning on March 25 for all non-essential businesses and services in Portland, with a potential end date on April 27.""","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Maine",NA,"",1344212,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"147","Maine",171,"4/11/2020 14:57:24","03-23-2020","Brunswick","","","Shelter-in-place order","",NA,"","","","""On March 23, Brunswick issued a shelter-in-place order effective for seven days.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",1344212,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"148","Maine",39,"5/18/2020 9:52:08","05-01-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements","""Stage 1 also allows for the limited expansion of certain business, religious, and quality of life activities, with appropriate safety precautions: Limited drive-in, stay-in-your-vehicle religious services;  Drive-in movie theaters; Outdoor recreation: guided outdoor activities (hunting & fishing) and restricted use of golf and disc golf courses; State parks, state-owned public land trails, and historic sites; although certain coastal state parks will remain closed; 
Auto dealerships and car washes"" ","https://www.maine.gov/governor/mills/news/governor-mills-presents-safe-gradual-plan-restart-maines-economy-2020-04-28",39,"Face covering requirements for the public (non-workers) in certain situations",1344212,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"149","Maine",227,"4/11/2020 14:57:56","03-26-2020","South Portland","","","Shelter-in-place order","",NA,"","","","""On March 26, South Portland issued a stay-at-home order effective March 27.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",1344212,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"150","Maryland",172,"4/11/2020 15:04:19","03-23-2020","State-wide","","","","",NA,"","","Non-essential businesses closed","""On March 23, Governor Larry Hogan ordered all non-essential businesses in the state to close effective at 5 p.m. Monday to prevent further spread of COVID-19.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6045680,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"151","Maryland",76,"4/11/2020 15:02:30","03-15-2020","State-wide","","","","",NA,"","","Some (cherry-picked) businesses closed","On March 15, Governor Hogan ordered all Maryland casinos, racetracks, and off-track betting parlors to shut down to help prevent the spread of coronavirus.","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6045680,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"152","Maryland",33,"4/11/2020 15:01:41","03-12-2020","State-wide","","","","Banned gatherings of a certain size",250,"","","","""On March 12, Governor Hogan declared all Maryland public schools were to be closed from March 16 through April 24, gatherings of more than 250 people were banned, and the Maryland National Guard was activated to a higher state of readiness.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6045680,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"153","Maryland",263,"4/11/2020 15:04:51","03-30-2020","State-wide","","","Shelter-in-place order","",NA,"","","","""On March 30, Governor Hogan issued a statewide stay-at-home order effective March 30 until the end of the state of emergency.""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic",NA,"",6045680,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
"154","Maryland",94,"4/11/2020 15:03:39","03-16-2020","State-wide","","","","Banned gatherings of a certain size",50,"Schools closed","Bar and dine-in restaurant closed (except take-out and delivery)","","""On March 16, Governor Hogan signed an executive order banning gatherings of over 50 people as recommended by the CDC."" and ""On March 12, Governor Hogan declared all Maryland public schools were to be closed from March 16 through April 24, "" and ""On March 16, Governor Hogan signed an executive order banning gatherings of over 50 people as recommended by the CDC. He also ordered all bars, restaurants, gyms, and movie theaters throughout the state to close to prevent further spreading of the coronavirus beginning at 5:00 p.m. the same day. ""","https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Maryland#Government_response",NA,"",6045680,"NST-EST2019-01: Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019","https://www.census.gov/newsroom/press-kits/2019/national-state-estimates.html"
