country_id,country_name,date,coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Public information campaigns,Close public transport,Fiscal measures (USD),Monetary measures (%),Emergency investment in health care (USD),Investment in Vaccines (USD),Testing framework,Contact tracing
SWZ,Eswatini,04-03-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
SWZ,Eswatini,04-03-2020,,,,,,,,,,,5.5,,,,,,
SWZ,Eswatini,02-29-2020,,,,,,,,,,Has public information campaign,,,,,,,
SYC,Seychelles,03-16-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
SYC,Seychelles,03-15-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
SYC,Seychelles,03-22-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
SYC,Seychelles,01-29-2020,General,,,,,,,,,Has public information campaign,,,,,,,
SYC,Seychelles,02-07-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
SYC,Seychelles,03-10-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
SYC,Seychelles,03-23-2020,,,,,,,,,,,36000000.0,,,,,,
SYC,Seychelles,01-01-2020,,,,,,,,,,,5.0,,,,,,
SYR,Syria,03-14-2020,General,,,,,,Required Closing,,,,,,,,,,
SYR,Syria,03-20-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
SYR,Syria,03-20-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
SYR,Syria,03-22-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
SYR,Syria,03-22-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
SYR,Syria,03-15-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
SYR,Syria,03-23-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
SYR,Syria,03-08-2020,General,,,,,,,,,Has public information campaign,,,,,,,
SYR,Syria,03-08-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
SYR,Syria,03-25-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
SYR,Syria,04-01-2020,General,,,Restrict movement,,,,,,,,,,,,,
SYR,Syria,02-01-2020,,,Screening,,,,,,,,,,,,,,
TCD,Chad,03-19-2020,General,,,,,,Required Closing,,,,,,,,,,
TCD,Chad,03-19-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
TCD,Chad,03-21-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
TCD,Chad,03-08-2020,General,,,,,,,,,Has public information campaign,,,,,,,
TCD,Chad,04-02-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
TCD,Chad,01-01-2020,,,,,,,,,,,3.4,,,,,,
THA,Thailand,03-15-2020,Targeted,,,,,,Recommend Closing,,,,,,,,,,
THA,Thailand,03-18-2020,General,,,,,,Required Closing,,,,,,,,,,
THA,Thailand,03-17-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
THA,Thailand,03-10-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
THA,Thailand,03-10-2020,,,,,,,,,,,12700000000.0,,,,,,
THA,Thailand,04-03-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
THA,Thailand,04-03-2020,General,,,Restrict movement,,,,,,,,,,,,,
THA,Thailand,03-06-2020,General,,,,,,,,,Has public information campaign,,,,,,,
THA,Thailand,03-06-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
THA,Thailand,03-20-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
THA,Thailand,03-30-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
THA,Thailand,03-25-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
THA,Thailand,04-04-2020,,,,,,,,,,,45885600000.0,,,,,,
THA,Thailand,01-01-2020,,,,,,,,,,,1.25,,,,,,
TUN,Tunisia,03-09-2020,General,,,,,,Recommend Closing,,,,,,,,,,
TUN,Tunisia,03-09-2020,General,,,,,,,,,Has public information campaign,,,,,,,
TUN,Tunisia,03-09-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
TUN,Tunisia,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
TUN,Tunisia,03-16-2020,Targeted,,,,,,,,Recommend Closing Workspaces,,,,,,,,
TUN,Tunisia,03-16-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
TUN,Tunisia,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
TUN,Tunisia,03-22-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
TUN,Tunisia,03-22-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
TUN,Tunisia,03-22-2020,General,,,Restrict movement,,,,,,,,,,,,,
TUN,Tunisia,03-04-2020,Targeted,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
TUN,Tunisia,03-04-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
TUN,Tunisia,03-04-2020,,,Screening,,,,,,,,,,,,,,
TUN,Tunisia,03-18-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
TUN,Tunisia,03-21-2020,,,,,,,,,,,800000000.0,,,,,,
TUN,Tunisia,01-01-2020,,,,,,,,,,,7.75,,,,,,
TUR,Turkey,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
TUR,Turkey,03-16-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
TUR,Turkey,03-22-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
TUR,Turkey,03-24-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
TUR,Turkey,02-07-2020,General,,,,,,,,,Has public information campaign,,,,,,,
TUR,Turkey,03-09-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
TUR,Turkey,03-15-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
TUR,Turkey,03-21-2020,General,,,Restrict movement,,,,,,,,,,,,,
TUR,Turkey,01-24-2020,,,Screening,,,,,,,,,,,,,,
TUR,Turkey,02-05-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
TUR,Turkey,02-19-2020,,,,,,,,,,,10.75,,,,,,
TUR,Turkey,03-18-2020,,,,,,,,,,,15432708062.0,,,,,,
TUR,Turkey,01-01-2020,,,,,,,,,,,12.0,,,,,,
TZA,Tanzania,03-18-2020,General,,,,,,Required Closing,,,,,,,,,,
TZA,Tanzania,03-21-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
TZA,Tanzania,03-21-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
TZA,Tanzania,03-22-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
TZA,Tanzania,03-26-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
TZA,Tanzania,03-27-2020,General,,,,,,,,,Has public information campaign,,,,,,,
TZA,Tanzania,03-25-2020,Targeted,,,Recommend movement restriction,,,,,,,,,,,,,
TZA,Tanzania,03-28-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
TZA,Tanzania,02-01-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
UGA,Uganda,03-20-2020,General,,,,,,Required Closing,,,,,,,,,,
UGA,Uganda,03-25-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
UGA,Uganda,03-25-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
UGA,Uganda,03-25-2020,,,,,,,,,,,1300000.0,,,,,,
UGA,Uganda,03-18-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
UGA,Uganda,03-18-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
UGA,Uganda,01-29-2020,General,,,,,,,,,Has public information campaign,,,,,,,
UGA,Uganda,03-31-2020,General,,,Restrict movement,,,,,,,,,,,,,
UGA,Uganda,03-31-2020,,,,,,,,,,,37856125.45,,,,,,
UGA,Uganda,01-20-2020,,,Screening,,,,,,,,,,,,,,
UGA,Uganda,02-06-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
UGA,Uganda,03-22-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
UGA,Uganda,01-01-2020,,,,,,,,,,,9.0,,,,,,
UKR,Ukraine,03-12-2020,General,,,,,,Required Closing,,,,,,,,,,
UKR,Ukraine,03-12-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
UKR,Ukraine,03-12-2020,General,,,Restrict movement,,,,,,,,,,,,,
UKR,Ukraine,03-12-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
UKR,Ukraine,03-17-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
UKR,Ukraine,03-18-2020,,,,,,,,,,,Required Closing Public Transport,,,,,,
UKR,Ukraine,03-03-2020,,,,,,,,,,Has public information campaign,,,,,,,
UKR,Ukraine,04-03-2020,General,,,,,,,,,Has public information campaign,,,,,,,
UKR,Ukraine,03-11-2020,,,,,,,,,,,3853564.0,,,,,,
UKR,Ukraine,03-20-2020,,,,,,,,,,,17543860.0,,,,,,
UKR,Ukraine,01-01-2020,,,,,,,,,,,13.5,,,,,,
URY,Uruguay,03-15-2020,General,,,,,,Required Closing,,,,,,,,,,
URY,Uruguay,03-15-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
URY,Uruguay,03-15-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
URY,Uruguay,03-15-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
URY,Uruguay,03-15-2020,,,,,,,,,,,520000000.0,,,,,,
URY,Uruguay,03-14-2020,,,,,,,,,,Has public information campaign,,,,,,,
URY,Uruguay,03-13-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
URY,Uruguay,03-13-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
URY,Uruguay,01-01-2020,,,,,,,,,,,9.25,,,,,,
USA,United States,03-03-2020,Targeted,,,,,,Recommend Closing,,,,,,,,,,
USA,United States,03-05-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
USA,United States,03-19-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
USA,United States,03-19-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
USA,United States,03-12-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
USA,United States,03-17-2020,General,,,,,,,,,Has public information campaign,,,,,,,
USA,United States,03-14-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
USA,United States,02-02-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
USA,United States,03-02-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
USA,United States,03-25-2020,,,,,,,,,,,2050000000000.0,,,,,,
USA,United States,01-01-2020,,,,,,,,,,,1.75,,,,,,
UZB,Uzbekistan,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
UZB,Uzbekistan,03-16-2020,,,,,,,,,Required Closing Workspaces,,,,,,,,
UZB,Uzbekistan,03-16-2020,,,,,Required Cancelling Public Events,,,,,,,,,,,,
UZB,Uzbekistan,03-16-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
UZB,Uzbekistan,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
UZB,Uzbekistan,03-20-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
UZB,Uzbekistan,03-20-2020,,,,,,,,,,,1047120400.0,,,,,,
UZB,Uzbekistan,03-23-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
UZB,Uzbekistan,01-21-2020,,,,,,,,,,Has public information campaign,,,,,,,
UZB,Uzbekistan,03-15-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
UZB,Uzbekistan,03-24-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
UZB,Uzbekistan,03-27-2020,General,,,Restrict movement,,,,,,,,,,,,,
UZB,Uzbekistan,03-01-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
UZB,Uzbekistan,01-01-2020,,,,,,,,,,,16.0,,,,,,
VEN,Venezuela,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
VEN,Venezuela,03-16-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
VEN,Venezuela,03-16-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
VEN,Venezuela,03-16-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
VEN,Venezuela,03-17-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
VEN,Venezuela,03-17-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
VEN,Venezuela,03-17-2020,General,,,Restrict movement,,,,,,,,,,,,,
VEN,Venezuela,02-28-2020,General,,,,,,,,,Has public information campaign,,,,,,,
VEN,Venezuela,03-15-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
VEN,Venezuela,03-22-2020,,,,,,,,,,,1.0,,,,,,
VEN,Venezuela,01-01-2020,,,,,,,,,,,23.15,,,,,,
VEN,Venezuela,02-01-2020,,,,,,,,,,,29.2,,,,,,
VNM,Vietnam,02-03-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
VNM,Vietnam,02-15-2020,General,,,,,,Required Closing,,,,,,,,,,
VNM,Vietnam,03-27-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
VNM,Vietnam,02-08-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
VNM,Vietnam,03-16-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
VNM,Vietnam,03-28-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
VNM,Vietnam,03-28-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
VNM,Vietnam,01-29-2020,General,,,,,,,,,Has public information campaign,,,,,,,
VNM,Vietnam,02-13-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
VNM,Vietnam,03-25-2020,General,,,Restrict movement,,,,,,,,,,,,,
VNM,Vietnam,01-25-2020,,,Screening,,,,,,,,,,,,,,
VNM,Vietnam,01-30-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
VNM,Vietnam,02-01-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
VNM,Vietnam,01-01-2020,,,,,,,,,,,6.0,,,,,,
ZAF,South Africa,03-18-2020,General,,,,,,Required Closing,,,,,,,,,,
ZAF,South Africa,03-15-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
ZAF,South Africa,03-15-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ZAF,South Africa,03-15-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
ZAF,South Africa,03-25-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
ZAF,South Africa,03-27-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
ZAF,South Africa,03-07-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ZAF,South Africa,03-07-2020,,,,,,,,,,,6.0,,,,,,
ZAF,South Africa,03-26-2020,General,,,Restrict movement,,,,,,,,,,,,,
ZAF,South Africa,01-23-2020,,,Screening,,,,,,,,,,,,,,
ZAF,South Africa,03-17-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ZAF,South Africa,03-24-2020,,,,,,,,,,,147094577.0,,,,,,
ZAF,South Africa,02-29-2020,,,,,,,,,,,5.0,,,,,,
ZMB,Zambia,03-20-2020,General,,,,,,Required Closing,,,,,,,,,,
ZMB,Zambia,03-12-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ZMB,Zambia,03-29-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
ZMB,Zambia,02-21-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
ZMB,Zambia,03-28-2020,,,,,,,,,,,133956000.0,,,,,,
ZMB,Zambia,01-01-2020,,,,,,,,,,,11.5,,,,,,
ZWE,Zimbabwe,03-24-2020,General,,,,,,Required Closing,,,,,,,,,,
ZWE,Zimbabwe,03-30-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
ZWE,Zimbabwe,03-30-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
ZWE,Zimbabwe,03-30-2020,General,,,Restrict movement,,,,,,,,,,,,,
ZWE,Zimbabwe,03-17-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
ZWE,Zimbabwe,03-17-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ZWE,Zimbabwe,03-17-2020,,,Screening,,,,,,,,,,,,,,
ZWE,Zimbabwe,03-23-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ZWE,Zimbabwe,03-23-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
ZWE,Zimbabwe,03-23-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ZWE,Zimbabwe,03-31-2020,,,,,,,,,,,600.0,,,,,,
ZWE,Zimbabwe,01-01-2020,,,,,,,,,,,35.0,,,,,,
TWN,Taiwan,02-02-2020,General,,,,,,Required Closing,,,,,,,,,,
TWN,Taiwan,02-17-2020,Targeted,,,,,,,,Recommend Closing Workspaces,,,,,,,,
TWN,Taiwan,03-05-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
TWN,Taiwan,01-20-2020,General,,,,,,,,,Has public information campaign,,,,,,,
TWN,Taiwan,02-07-2020,,,Screening,,,,,,,,,,,,,,
TWN,Taiwan,02-23-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
TWN,Taiwan,02-25-2020,,,,,,,,,,,1983667893.0,,,,,,
