country_id,country_name,date,coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Public information campaigns,Close public transport,Fiscal measures (USD),Monetary measures (%),Emergency investment in health care (USD),Investment in Vaccines (USD),Testing framework,Contact tracing
ABW,Aruba,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
ABW,Aruba,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ABW,Aruba,03-18-2020,General,,,,,,,,,Has public information campaign,,,,,,,
AFG,Afghanistan,03-02-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
AFG,Afghanistan,03-02-2020,,,Screening,,,,,,,,,,,,,,
AFG,Afghanistan,03-14-2020,General,,,,,,Required Closing,,,,,,,,,,
AFG,Afghanistan,03-14-2020,,,,,,,,,,,25000000.0,,,,,,
AFG,Afghanistan,03-26-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
AFG,Afghanistan,03-01-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
AFG,Afghanistan,03-01-2020,General,,,,,,,,,Has public information campaign,,,,,,,
AFG,Afghanistan,03-27-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
AFG,Afghanistan,03-24-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
AFG,Afghanistan,03-12-2020,,,,,,,,,,,15000000.0,,,,,,
AGO,Angola,03-24-2020,,,,,,,Required Closing,,,,,,,,,,
AGO,Angola,03-24-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
AGO,Angola,03-24-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
AGO,Angola,03-25-2020,General,,,,,,Required Closing,,,,,,,,,,
AGO,Angola,03-27-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
AGO,Angola,03-27-2020,General,,,Restrict movement,,,,,,,,,,,,,
AGO,Angola,02-06-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
AGO,Angola,03-01-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
AGO,Angola,04-03-2020,,,,,,,,,,,9000000.0,,,,,,
ARE,United Arab Emirates,03-01-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
ARE,United Arab Emirates,03-01-2020,Targeted,,,,,,,,Recommend Closing Workspaces,,,,,,,,
ARE,United Arab Emirates,03-08-2020,General,,,,,,Required Closing,,,,,,,,,,
ARE,United Arab Emirates,03-25-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
ARE,United Arab Emirates,03-29-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
ARE,United Arab Emirates,03-15-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
ARE,United Arab Emirates,03-16-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ARE,United Arab Emirates,03-16-2020,,,,,,,,,,,27000000000.0,,,,,,
ARE,United Arab Emirates,03-26-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
ARE,United Arab Emirates,03-26-2020,General,,,Restrict movement,,,,,,,,,,,,,
ARE,United Arab Emirates,03-13-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
ARE,United Arab Emirates,03-23-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ARE,United Arab Emirates,03-23-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
ARE,United Arab Emirates,01-23-2020,,,Screening,,,,,,,,,,,,,,
ARE,United Arab Emirates,02-24-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ARE,United Arab Emirates,03-12-2020,,,,,,,,,,,480000000.0,,,,,,
ARE,United Arab Emirates,04-05-2020,,,,,,,,,,,69694003200.0,,,,,,
ARE,United Arab Emirates,01-01-2020,,,,,,,,,,,1.5,,,,,,
ARG,Argentina,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
ARG,Argentina,03-16-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
ARG,Argentina,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
ARG,Argentina,03-30-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
ARG,Argentina,04-09-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
ARG,Argentina,03-13-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
ARG,Argentina,03-20-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
ARG,Argentina,03-20-2020,General,,,Restrict movement,,,,,,,,,,,,,
ARG,Argentina,01-23-2020,General,,,,,,,,,Has public information campaign,,,,,,,
ARG,Argentina,03-11-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
ARG,Argentina,03-17-2020,,,,,,,,,,,10000000000.0,,,,,,
ARG,Argentina,01-01-2020,,,,,,,,,,,55.0,,,,,,
AUS,Australia,03-22-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
AUS,Australia,03-22-2020,,,,,,,,,,,37998624468.0,,,,,,
AUS,Australia,03-24-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
AUS,Australia,03-16-2020,Targeted,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
AUS,Australia,03-18-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
AUS,Australia,03-29-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
AUS,Australia,01-01-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
AUS,Australia,01-01-2020,,,,,,,,,,,0.75,,,,,,
AUS,Australia,02-03-2020,General,,,,,,,,,Has public information campaign,,,,,,,
AUS,Australia,03-19-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
AUS,Australia,02-01-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
AUS,Australia,03-12-2020,,,,,,,,,,,11000000000.0,,,,,,
AUS,Australia,03-30-2020,,,,,,,,,,,80223000000.0,,,,,,
AUT,Austria,03-12-2020,General,,,,,,Required Closing,,,,,,,,,,
AUT,Austria,03-12-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
AUT,Austria,03-16-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
AUT,Austria,03-16-2020,General,,,Restrict movement,,,,,,,,,,,,,
AUT,Austria,03-11-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
AUT,Austria,03-13-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
AUT,Austria,03-13-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
AUT,Austria,02-24-2020,General,,,,,,,,,Has public information campaign,,,,,,,
AUT,Austria,03-09-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
AUT,Austria,03-04-2020,,,,,,,,,,,11128806.0,,,,,,
AUT,Austria,03-18-2020,,,,,,,,,,,41182448771.0,,,,,,
BDI,Burundi,04-01-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BDI,Burundi,03-12-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
BDI,Burundi,03-22-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BEL,Belgium,03-14-2020,General,,,,,,Required Closing,,,,,,,,,,
BEL,Belgium,03-14-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
BEL,Belgium,03-14-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BEL,Belgium,03-13-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
BEL,Belgium,03-10-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
BEL,Belgium,02-06-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BEL,Belgium,03-18-2020,General,,,Restrict movement,,,,,,,,,,,,,
BEL,Belgium,03-04-2020,,,Screening,,,,,,,,,,,,,,
BEL,Belgium,03-17-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BEL,Belgium,03-20-2020,,,,,,,,,,,9608192466.0,,,,,,
BFA,Burkina Faso,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
BFA,Burkina Faso,03-16-2020,General,,,Restrict movement,,,,,,,,,,,,,
BFA,Burkina Faso,03-22-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
BFA,Burkina Faso,03-12-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BFA,Burkina Faso,03-12-2020,,,Screening,,,,,,,,,,,,,,
BFA,Burkina Faso,03-21-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
BFA,Burkina Faso,04-01-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
BFA,Burkina Faso,04-01-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
BFA,Burkina Faso,03-13-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BFA,Burkina Faso,01-01-2020,,,,,,,,,,,4.5,,,,,,
BGD,Bangladesh,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
BGD,Bangladesh,03-19-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
BGD,Bangladesh,03-19-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
BGD,Bangladesh,03-19-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
BGD,Bangladesh,03-19-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
BGD,Bangladesh,03-26-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
BGD,Bangladesh,03-26-2020,General,,,Restrict movement,,,,,,,,,,,,,
BGD,Bangladesh,03-21-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BGD,Bangladesh,01-28-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BGD,Bangladesh,01-22-2020,,,Screening,,,,,,,,,,,,,,
BGD,Bangladesh,02-01-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
BGD,Bangladesh,03-31-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BGD,Bangladesh,03-25-2020,,,,,,,,,,,589065000.0,,,,,,
BGD,Bangladesh,04-05-2020,,,,,,,,,,,8564857500.0,,,,,,
BGD,Bangladesh,01-01-2020,,,,,,,,,,,5.5,,,,,,
BGR,Bulgaria,03-05-2020,General,,,,,,Required Closing,,,,,,,,,,
BGR,Bulgaria,03-13-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
BGR,Bulgaria,03-13-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BGR,Bulgaria,03-13-2020,General,,,Restrict movement,,,,,,,,,,,,,
BGR,Bulgaria,02-11-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BGR,Bulgaria,03-08-2020,,,Screening,,,,,,,,,,,,,,
BGR,Bulgaria,03-18-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BGR,Bulgaria,03-16-2020,,,,,,,,,,,284000000.0,,,,,,
BGR,Bulgaria,03-19-2020,,,,,,,,,,,5140000000.0,,,,,,
BGR,Bulgaria,04-06-2020,,,,,,,,,,,5500000000.0,,,,,,
BHR,Bahrain,02-25-2020,General,,,,,,Required Closing,,,,,,,,,,
BHR,Bahrain,03-26-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
BHR,Bahrain,03-26-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BLZ,Belize,03-20-2020,General,,,,,,Required Closing,,,,,,,,,,
BLZ,Belize,03-20-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
BLZ,Belize,03-23-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
BLZ,Belize,03-27-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
BLZ,Belize,03-16-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BLZ,Belize,02-28-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BLZ,Belize,03-11-2020,,,Screening,,,,,,,,,,,,,,
BLZ,Belize,03-13-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
BLZ,Belize,03-15-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BLZ,Belize,03-19-2020,,,,,,,,,,,12500000.0,,,,,,
BLZ,Belize,01-01-2020,,,,,,,,,,,2.3,,,,,,
BMU,Bermuda,03-21-2020,General,,,,,,Required Closing,,,,,,,,,,
BMU,Bermuda,03-19-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
BMU,Bermuda,03-23-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
BMU,Bermuda,03-14-2020,Targeted,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
BMU,Bermuda,03-17-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BMU,Bermuda,03-20-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
BMU,Bermuda,01-22-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BMU,Bermuda,03-25-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
BMU,Bermuda,03-26-2020,General,,,Restrict movement,,,,,,,,,,,,,
BMU,Bermuda,02-07-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BOL,Bolivia,03-13-2020,General,,,,,,Required Closing,,,,,,,,,,
BOL,Bolivia,03-13-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
BOL,Bolivia,03-16-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
BOL,Bolivia,03-16-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
BOL,Bolivia,03-18-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
BOL,Bolivia,03-18-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
BOL,Bolivia,03-20-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
BOL,Bolivia,03-20-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
BOL,Bolivia,03-12-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BOL,Bolivia,03-14-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BRA,Brazil,03-12-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
BRA,Brazil,03-12-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
BRA,Brazil,03-13-2020,Targeted,,,,,,,,Recommend Closing Workspaces,,,,,,,,
BRA,Brazil,03-13-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
BRA,Brazil,03-17-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
BRA,Brazil,03-17-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
BRA,Brazil,03-19-2020,Targeted,,,,,,,,,,Recommend Closing Public Transport,,,,,,
BRA,Brazil,03-19-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BRA,Brazil,03-21-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
BRA,Brazil,03-02-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BRA,Brazil,03-15-2020,Targeted,,,Recommend movement restriction,,,,,,,,,,,,,
BRA,Brazil,03-18-2020,,,,,,,,,,,32243799400.0,,,,,,
BRA,Brazil,04-01-2020,,,,,,,,,,,117839000000.0,,,,,,
BRA,Brazil,01-01-2020,,,,,,,,,,,4.5,,,,,,
BRB,Barbados,03-25-2020,General,,,,,,Required Closing,,,,,,,,,,
BRB,Barbados,03-28-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
BRB,Barbados,03-17-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BRB,Barbados,03-17-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
BRB,Barbados,01-22-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BRB,Barbados,03-16-2020,Targeted,,,Recommend movement restriction,,,,,,,,,,,,,
BRB,Barbados,04-03-2020,General,,,Restrict movement,,,,,,,,,,,,,
BRB,Barbados,03-07-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
BRN,Brunei,03-11-2020,General,,,,,,Required Closing,,,,,,,,,,
BRN,Brunei,03-13-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BRN,Brunei,01-06-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BRN,Brunei,01-21-2020,,,Screening,,,,,,,,,,,,,,
BRN,Brunei,01-30-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BRN,Brunei,04-01-2020,,,,,,,,,,,313627228.0,,,,,,
BRN,Brunei,01-01-2020,,,,,,,,,,,5.5,,,,,,
BWA,Botswana,03-20-2020,General,,,,,,Required Closing,,,,,,,,,,
BWA,Botswana,04-02-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
BWA,Botswana,04-02-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
BWA,Botswana,04-02-2020,General,,,Restrict movement,,,,,,,,,,,,,
BWA,Botswana,03-16-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
BWA,Botswana,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
BWA,Botswana,03-25-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
BWA,Botswana,01-01-2020,General,,,,,,,,,Has public information campaign,,,,,,,
BWA,Botswana,01-01-2020,,,Screening,,,,,,,,,,,,,,
BWA,Botswana,01-01-2020,,,,,,,,,,,4.75,,,,,,
BWA,Botswana,03-27-2020,,,,,,,,,,,176163091.0,,,,,,
CAN,Canada,03-16-2020,Targeted,,,,,,Required Closing,,,,,,,,,,
CAN,Canada,03-20-2020,General,,,,,,Required Closing,,,,,,,,,,
CAN,Canada,03-20-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
CAN,Canada,03-18-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
CAN,Canada,03-18-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
CAN,Canada,03-18-2020,,,,,,,,,,,367000000.0,,,,,,
CAN,Canada,04-01-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
CAN,Canada,03-12-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
CAN,Canada,03-31-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
CAN,Canada,03-11-2020,General,,,,,,,,,Has public information campaign,,,,,,,
CAN,Canada,03-11-2020,,,,,,,,,,,11000000.0,,,,,,
CAN,Canada,01-22-2020,,,Screening,,,,,,,,,,,,,,
CAN,Canada,01-01-2020,,,,,,,,,,,1.75,,,,,,
CHE,Switzerland,03-13-2020,General,,,,,,Required Closing,,,,,,,,,,
CHE,Switzerland,03-13-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
CHE,Switzerland,03-13-2020,,,,,,,,,,,10490000000.0,,,,,,
CHE,Switzerland,03-17-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
CHE,Switzerland,03-17-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
CHE,Switzerland,02-28-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
CHE,Switzerland,03-03-2020,General,,,,,,,,,Has public information campaign,,,,,,,
CHE,Switzerland,03-23-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
CHE,Switzerland,03-20-2020,,,,,,,,,,,33020000000.0,,,,,,
CHE,Switzerland,01-01-2020,,,,,,,,,,,-0.75,,,,,,
CHL,Chile,03-15-2020,General,,,,,,Required Closing,,,,,,,,,,
CHL,Chile,03-16-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
CHL,Chile,03-16-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
CHL,Chile,03-22-2020,,,,,,,,,,,Required Closing Public Transport,,,,,,
CHL,Chile,04-01-2020,General,,,,,,,,,,No measures,,,,,,
CHL,Chile,04-01-2020,,,,,,,,,,,11750.0,,,,,,
CHL,Chile,03-14-2020,General,,,,,,,,,Has public information campaign,,,,,,,
CHL,Chile,03-25-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
CHL,Chile,03-18-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
CHN,China,01-26-2020,General,,,,,,Required Closing,,,,,,,,,,
CHN,China,01-26-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
CHN,China,01-20-2020,Targeted,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
CHN,China,01-20-2020,Targeted,,,,,,,,,Has public information campaign,,,,,,,
CHN,China,01-23-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
CHN,China,01-23-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
CHN,China,01-23-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
CHN,China,03-28-2020,General,,,,,,,,,,No measures,,,,,,
CHN,China,01-22-2020,General,,,,,,,,,Has public information campaign,,,,,,,
CHN,China,02-25-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
CHN,China,03-26-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
CHN,China,01-31-2020,,,,,,,,,,,42780000000.0,,,,,,
CHN,China,02-01-2020,,,,,,,,,,,476000000000.0,,,,,,
CHN,China,01-01-2020,,,,,,,,,,,4.15,,,,,,
CMR,Cameroon,03-18-2020,General,,,,,,Required Closing,,,,,,,,,,
CMR,Cameroon,03-18-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
CMR,Cameroon,03-18-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
CMR,Cameroon,03-18-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
CMR,Cameroon,03-18-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
CMR,Cameroon,04-04-2020,General,,,,,,,,,Has public information campaign,,,,,,,
CMR,Cameroon,03-13-2020,,,Screening,,,,,,,,,,,,,,
COD,Democratic Republic of Congo,03-19-2020,General,,,,,,Required Closing,,,,,,,,,,
COD,Democratic Republic of Congo,03-19-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
COD,Democratic Republic of Congo,03-19-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
COD,Democratic Republic of Congo,03-19-2020,General,,,,,,,,,Has public information campaign,,,,,,,
COD,Democratic Republic of Congo,03-22-2020,Targeted,,,,,,,,,,Recommend Closing Public Transport,,,,,,
COD,Democratic Republic of Congo,03-18-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
COD,Democratic Republic of Congo,03-24-2020,General,,,Restrict movement,,,,,,,,,,,,,
COD,Democratic Republic of Congo,02-20-2020,,,Screening,,,,,,,,,,,,,,
COD,Democratic Republic of Congo,03-06-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
COD,Democratic Republic of Congo,03-21-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
COL,Colombia,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
COL,Colombia,02-24-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
COL,Colombia,02-24-2020,General,,,,,,,,,Has public information campaign,,,,,,,
COL,Colombia,03-25-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
COL,Colombia,03-25-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
COL,Colombia,03-25-2020,General,,,Restrict movement,,,,,,,,,,,,,
COL,Colombia,03-17-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
COL,Colombia,03-23-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
COL,Colombia,03-27-2020,,,,,,,,,,,17000000000.0,,,,,,
COL,Colombia,01-01-2020,,,,,,,,,,,4.25,,,,,,
CRI,Costa Rica,03-12-2020,General,,,,,,Required Closing,,,,,,,,,,
CRI,Costa Rica,03-10-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
CRI,Costa Rica,03-10-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
CRI,Costa Rica,04-03-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
CRI,Costa Rica,03-11-2020,General,,,,,,,,,Has public information campaign,,,,,,,
CRI,Costa Rica,03-24-2020,General,,,Restrict movement,,,,,,,,,,,,,
CRI,Costa Rica,03-18-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
CUB,Cuba,03-20-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
CUB,Cuba,03-20-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
CUB,Cuba,03-20-2020,General,,,Restrict movement,,,,,,,,,,,,,
CUB,Cuba,03-20-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
CUB,Cuba,01-28-2020,General,,,,,,,,,Has public information campaign,,,,,,,
CZE,Czech Republic,03-11-2020,General,,,,,,Required Closing,,,,,,,,,,
CZE,Czech Republic,03-11-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
CZE,Czech Republic,03-14-2020,Targeted,,,,,,,,Required Closing Workspaces,,,,,,,,
CZE,Czech Republic,03-19-2020,Targeted,,,,,,,,,,Required Closing Public Transport,,,,,,
CZE,Czech Republic,03-21-2020,General,,,,,,,,,,Required Closing Public Transport,,,,,,
CZE,Czech Republic,03-06-2020,General,,,,,,,,,Has public information campaign,,,,,,,
CZE,Czech Republic,03-16-2020,General,,,Restrict movement,,,,,,,,,,,,,
CZE,Czech Republic,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
CZE,Czech Republic,03-07-2020,,,Quarantine on high-risk regions,,,,,,,,,,,,,,
CZE,Czech Republic,03-17-2020,,,,,,,,,,,4053313388.41,,,,,,
CZE,Czech Republic,03-17-2020,,,,,,,,,,,1.75,,,,,,
DEU,Germany,03-16-2020,General,,,,,,Required Closing,,,,,,,,,,
DEU,Germany,03-16-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
DEU,Germany,03-22-2020,General,,,,,,,,Recommend Closing Workspaces,,,,,,,,
DEU,Germany,03-22-2020,General,,,Restrict movement,,,,,,,,,,,,,
DEU,Germany,02-29-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
DEU,Germany,03-10-2020,Targeted,,,,Required Cancelling Public Events,,,,,,,,,,,,
DEU,Germany,03-20-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
DEU,Germany,03-20-2020,Targeted,,,Restrict movement,,,,,,,,,,,,,
DEU,Germany,02-27-2020,General,,,,,,,,,Has public information campaign,,,,,,,
DEU,Germany,03-18-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
DEU,Germany,02-28-2020,,,Screening,,,,,,,,,,,,,,
DEU,Germany,03-23-2020,,,,,,,,,,,68442949672.71,,,,,,
DJI,Djibouti,03-19-2020,General,,,,,,Required Closing,,,,,,,,,,
DJI,Djibouti,03-22-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
DJI,Djibouti,03-22-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
DJI,Djibouti,03-23-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
DJI,Djibouti,03-23-2020,General,,,Restrict movement,,,,,,,,,,,,,
DJI,Djibouti,03-18-2020,General,,,,,,,,,Has public information campaign,,,,,,,
DJI,Djibouti,03-18-2020,,,Ban on high risk regions,,,,,,,,,,,,,,
DJI,Djibouti,03-31-2020,,,,,,,,,,,5650000.0,,,,,,
DJI,Djibouti,01-01-2020,,,,,,,,,,,11.2,,,,,,
DNK,Denmark,03-13-2020,General,,,,,,Required Closing,,,,,,,,,,
DNK,Denmark,03-13-2020,General,,,,,,,,Required Closing Workspaces,,,,,,,,
DNK,Denmark,03-13-2020,General,,,Restrict movement,,,,,,,,,,,,,
DNK,Denmark,03-13-2020,,,,,,,,,,,1112519985.92,,,,,,
DNK,Denmark,03-06-2020,General,,,,Recommend Cancelling Public Events,,,,,,,,,,,,
DNK,Denmark,03-06-2020,General,,,Recommend movement restriction,,,,,,,,,,,,,
DNK,Denmark,03-18-2020,General,,,,Required Cancelling Public Events,,,,,,,,,,,,
DNK,Denmark,03-10-2020,General,,,,,,,,,,Recommend Closing Public Transport,,,,,,
