date,region,mobility
5/29/2020,CO,125.48
5/30/2020,CO,115.31
5/31/2020,CO,97.42
6/1/2020,CO,109.44
6/2/2020,CO,109.92
6/3/2020,CO,114.53
6/4/2020,CO,118.01
1/13/2020,CT,100
1/14/2020,CT,105.22
1/15/2020,CT,108.31
1/16/2020,CT,109.35
1/17/2020,CT,129.29
1/18/2020,CT,99.31
1/19/2020,CT,92.46
1/20/2020,CT,108.97
1/21/2020,CT,103.64
1/22/2020,CT,104.64
1/23/2020,CT,108.24
1/24/2020,CT,127.19
1/25/2020,CT,118.06
1/26/2020,CT,91.38
1/27/2020,CT,95.91
1/28/2020,CT,99.36
1/29/2020,CT,101.77
1/30/2020,CT,107.71
1/31/2020,CT,127.19
2/1/2020,CT,119.92
2/2/2020,CT,86.23
2/3/2020,CT,98.65
2/4/2020,CT,101.23
2/5/2020,CT,101.17
2/6/2020,CT,101.88
2/7/2020,CT,121.7
2/8/2020,CT,124.01
2/9/2020,CT,92.74
2/10/2020,CT,98.74
2/11/2020,CT,102.86
2/12/2020,CT,104.57
2/13/2020,CT,111.47
2/14/2020,CT,141.11
2/15/2020,CT,125.78
2/16/2020,CT,99.94
2/17/2020,CT,114.81
2/18/2020,CT,108.16
2/19/2020,CT,111.61
2/20/2020,CT,114.62
2/21/2020,CT,137.07
2/22/2020,CT,134.49
2/23/2020,CT,105.14
2/24/2020,CT,103.36
2/25/2020,CT,105.81
2/26/2020,CT,111.97
2/27/2020,CT,114.15
2/28/2020,CT,135.71
2/29/2020,CT,135.21
3/1/2020,CT,101.92
3/2/2020,CT,104.6
3/3/2020,CT,109.54
3/4/2020,CT,110.82
3/5/2020,CT,118.85
3/6/2020,CT,133.63
3/7/2020,CT,131.02
3/8/2020,CT,100.4
3/9/2020,CT,107.2
3/10/2020,CT,105.29
3/11/2020,CT,104.86
3/12/2020,CT,100.15
3/13/2020,CT,106.42
3/14/2020,CT,97.24
3/15/2020,CT,72.79
3/16/2020,CT,77.84
3/17/2020,CT,67.75
3/18/2020,CT,69.93
3/19/2020,CT,62.74
3/20/2020,CT,70.69
3/21/2020,CT,63.82
3/22/2020,CT,47.94
3/23/2020,CT,46.34
3/24/2020,CT,54.32
3/25/2020,CT,50.94
3/26/2020,CT,58.36
3/27/2020,CT,66.23
3/28/2020,CT,53.21
3/29/2020,CT,38.06
3/30/2020,CT,50.2
3/31/2020,CT,53.02
4/1/2020,CT,55.3
4/2/2020,CT,53.67
4/3/2020,CT,56.79
4/4/2020,CT,58.48
4/5/2020,CT,45.8
4/6/2020,CT,57.29
4/7/2020,CT,58.07
4/8/2020,CT,54.1
4/9/2020,CT,52.59
4/10/2020,CT,63.59
4/11/2020,CT,63.24
4/12/2020,CT,39.65
4/13/2020,CT,46.19
4/14/2020,CT,64.81
4/15/2020,CT,66.02
4/16/2020,CT,65.14
4/17/2020,CT,72.44
4/18/2020,CT,59.87
4/19/2020,CT,63.21
4/20/2020,CT,64.52
4/21/2020,CT,58.43
4/22/2020,CT,67.09
4/23/2020,CT,67.28
4/24/2020,CT,69.62
4/25/2020,CT,83.7
4/26/2020,CT,50.57
4/27/2020,CT,62.11
4/28/2020,CT,76.22
4/29/2020,CT,73.59
4/30/2020,CT,66.68
5/1/2020,CT,80.66
5/2/2020,CT,91.25
5/3/2020,CT,78.02
5/4/2020,CT,75.87
5/5/2020,CT,83.16
5/6/2020,CT,77.63
5/7/2020,CT,85.85
5/8/2020,CT,88.65
5/9/2020,CT,89.4
5/10/2020,CT,72.64
5/11/2020,CT,0
5/12/2020,CT,0
5/13/2020,CT,92.29
5/14/2020,CT,98.57
5/15/2020,CT,106.99
5/16/2020,CT,111.91
5/17/2020,CT,86.62
5/18/2020,CT,91.73
5/19/2020,CT,99.46
5/20/2020,CT,106.78
5/21/2020,CT,113.5
5/22/2020,CT,128.11
5/23/2020,CT,100.73
5/24/2020,CT,103.3
5/25/2020,CT,88.51
5/26/2020,CT,110.33
5/27/2020,CT,114.33
5/28/2020,CT,106.92
5/29/2020,CT,121.79
5/30/2020,CT,127.51
5/31/2020,CT,109.24
6/1/2020,CT,109.79
6/2/2020,CT,111.43
6/3/2020,CT,113.14
6/4/2020,CT,126.36
1/13/2020,DE,100
1/14/2020,DE,99.97
1/15/2020,DE,102.53
1/16/2020,DE,104.41
1/17/2020,DE,121.44
1/18/2020,DE,100.13
1/19/2020,DE,87.43
1/20/2020,DE,98.63
1/21/2020,DE,97.53
1/22/2020,DE,99.23
1/23/2020,DE,100.23
1/24/2020,DE,120.22
1/25/2020,DE,106.07
1/26/2020,DE,81.85
1/27/2020,DE,93.66
1/28/2020,DE,94.39
1/29/2020,DE,98.65
1/30/2020,DE,101.07
1/31/2020,DE,120.47
2/1/2020,DE,111.72
2/2/2020,DE,81.44
2/3/2020,DE,101.1
2/4/2020,DE,96.92
2/5/2020,DE,98.86
2/6/2020,DE,101.58
2/7/2020,DE,115.57
2/8/2020,DE,114.67
2/9/2020,DE,92.84
2/10/2020,DE,101.73
2/11/2020,DE,103.31
2/12/2020,DE,104.76
2/13/2020,DE,112.45
2/14/2020,DE,140.57
2/15/2020,DE,127.95
2/16/2020,DE,99.1
2/17/2020,DE,115.17
2/18/2020,DE,106.39
2/19/2020,DE,105.98
2/20/2020,DE,109.45
2/21/2020,DE,131.99
2/22/2020,DE,125.32
2/23/2020,DE,94.85
2/24/2020,DE,101.14
2/25/2020,DE,102.77
2/26/2020,DE,107.03
2/27/2020,DE,112.35
2/28/2020,DE,134.82
2/29/2020,DE,130.78
3/1/2020,DE,96.71
3/2/2020,DE,105.17
3/3/2020,DE,108.15
3/4/2020,DE,111.82
3/5/2020,DE,116.13
3/6/2020,DE,135.22
3/7/2020,DE,132.63
3/8/2020,DE,100.64
3/9/2020,DE,109.72
3/10/2020,DE,107.44
3/11/2020,DE,108.19
3/12/2020,DE,105.46
3/13/2020,DE,119.07
3/14/2020,DE,101.81
3/15/2020,DE,77.22
3/16/2020,DE,85.09
3/17/2020,DE,80.74
3/18/2020,DE,78.1
3/19/2020,DE,74.71
3/20/2020,DE,93.46
3/21/2020,DE,66.92
3/22/2020,DE,49.88
3/23/2020,DE,58.73
3/24/2020,DE,57.25
3/25/2020,DE,53.96
3/26/2020,DE,64.31
3/27/2020,DE,71.11
3/28/2020,DE,53.78
3/29/2020,DE,46.49
3/30/2020,DE,60.96
3/31/2020,DE,57.44
4/1/2020,DE,60.93
4/2/2020,DE,62.39
4/3/2020,DE,68.05
4/4/2020,DE,54.67
4/5/2020,DE,45.74
4/6/2020,DE,60.03
4/7/2020,DE,59.14
4/8/2020,DE,63.13
4/9/2020,DE,62.31
4/10/2020,DE,69.77
4/11/2020,DE,61.74
4/12/2020,DE,40.66
4/13/2020,DE,54.23
4/14/2020,DE,67.64
4/15/2020,DE,71.12
4/16/2020,DE,71.87
4/17/2020,DE,78.44
4/18/2020,DE,67.01
4/19/2020,DE,57.47
4/20/2020,DE,69.02
4/21/2020,DE,68.38
4/22/2020,DE,74.78
4/23/2020,DE,74.64
4/24/2020,DE,77.74
4/25/2020,DE,79.08
4/26/2020,DE,54.47
4/27/2020,DE,72.03
4/28/2020,DE,78.85
4/29/2020,DE,80.78
4/30/2020,DE,77.1
5/1/2020,DE,93.78
5/2/2020,DE,90.08
5/3/2020,DE,69.78
5/4/2020,DE,84.43
5/5/2020,DE,87.03
5/6/2020,DE,83.46
5/7/2020,DE,94.26
5/8/2020,DE,104.27
5/9/2020,DE,97.59
5/10/2020,DE,77.57
5/11/2020,DE,0
5/12/2020,DE,0
5/13/2020,DE,102.31
5/14/2020,DE,105.98
5/15/2020,DE,125.55
5/16/2020,DE,114.68
5/17/2020,DE,91.28
5/18/2020,DE,102.32
5/19/2020,DE,108.67
5/20/2020,DE,108.51
5/21/2020,DE,119.1
5/22/2020,DE,128.35
5/23/2020,DE,119.33
5/24/2020,DE,103.77
5/25/2020,DE,100.87
5/26/2020,DE,118.01
5/27/2020,DE,121.14
5/28/2020,DE,120.34
5/29/2020,DE,137.51
5/30/2020,DE,138.69
5/31/2020,DE,112.82
6/1/2020,DE,123.4
6/2/2020,DE,122.8
6/3/2020,DE,130.02
6/4/2020,DE,138.67
1/13/2020,DC,0
1/14/2020,DC,0
1/15/2020,DC,0
1/16/2020,DC,0
1/17/2020,DC,0
1/18/2020,DC,0
1/19/2020,DC,0
1/20/2020,DC,0
1/21/2020,DC,0
1/22/2020,DC,0
1/23/2020,DC,0
1/24/2020,DC,0
1/25/2020,DC,0
1/26/2020,DC,0
1/27/2020,DC,0
1/28/2020,DC,0
1/29/2020,DC,0
1/30/2020,DC,0
1/31/2020,DC,0
2/1/2020,DC,0
2/2/2020,DC,0
2/3/2020,DC,0
2/4/2020,DC,0
2/5/2020,DC,0
2/6/2020,DC,0
2/7/2020,DC,0
2/8/2020,DC,0
2/9/2020,DC,0
2/10/2020,DC,0
2/11/2020,DC,0
2/12/2020,DC,0
2/13/2020,DC,0
2/14/2020,DC,0
2/15/2020,DC,0
2/16/2020,DC,0
2/17/2020,DC,0
2/18/2020,DC,0
2/19/2020,DC,0
2/20/2020,DC,0
2/21/2020,DC,0
2/22/2020,DC,0
2/23/2020,DC,0
2/24/2020,DC,0
2/25/2020,DC,0
2/26/2020,DC,0
2/27/2020,DC,0
2/28/2020,DC,0
2/29/2020,DC,0
3/1/2020,DC,0
3/2/2020,DC,0
3/3/2020,DC,0
3/4/2020,DC,0
3/5/2020,DC,0
3/6/2020,DC,0
3/7/2020,DC,0
3/8/2020,DC,0
3/9/2020,DC,0
3/10/2020,DC,0
3/11/2020,DC,0
3/12/2020,DC,0
3/13/2020,DC,0
3/14/2020,DC,0
3/15/2020,DC,0
3/16/2020,DC,0
3/17/2020,DC,0
3/18/2020,DC,0
3/19/2020,DC,0
3/20/2020,DC,0
3/21/2020,DC,0
3/22/2020,DC,0
3/23/2020,DC,0
3/24/2020,DC,0
3/25/2020,DC,0
3/26/2020,DC,0
3/27/2020,DC,0
3/28/2020,DC,0
3/29/2020,DC,0
3/30/2020,DC,0
3/31/2020,DC,0
4/1/2020,DC,0
4/2/2020,DC,0
4/3/2020,DC,0
4/4/2020,DC,0
4/5/2020,DC,0
4/6/2020,DC,0
4/7/2020,DC,0
4/8/2020,DC,0
4/9/2020,DC,0
4/10/2020,DC,0
4/11/2020,DC,0
4/12/2020,DC,0
4/13/2020,DC,0
4/14/2020,DC,0
4/15/2020,DC,0
4/16/2020,DC,0
4/17/2020,DC,0
4/18/2020,DC,0
4/19/2020,DC,0
4/20/2020,DC,0
4/21/2020,DC,0
4/22/2020,DC,0
4/23/2020,DC,0
4/24/2020,DC,0
4/25/2020,DC,0
4/26/2020,DC,0
4/27/2020,DC,0
4/28/2020,DC,0
4/29/2020,DC,0
4/30/2020,DC,0
5/1/2020,DC,0
5/2/2020,DC,0
5/3/2020,DC,0
5/4/2020,DC,0
5/5/2020,DC,0
5/6/2020,DC,0
5/7/2020,DC,0
5/8/2020,DC,0
5/9/2020,DC,0
5/10/2020,DC,0
5/11/2020,DC,0
5/12/2020,DC,0
5/13/2020,DC,0
5/14/2020,DC,0
5/15/2020,DC,0
5/16/2020,DC,0
5/17/2020,DC,0
5/18/2020,DC,0
5/19/2020,DC,0
5/20/2020,DC,0
5/21/2020,DC,0
5/22/2020,DC,0
5/23/2020,DC,0
5/24/2020,DC,0
5/25/2020,DC,0
5/26/2020,DC,0
5/27/2020,DC,0
5/28/2020,DC,0
5/29/2020,DC,0
5/30/2020,DC,0
5/31/2020,DC,0
6/1/2020,DC,0
6/2/2020,DC,0
6/3/2020,DC,0
6/4/2020,DC,0
1/13/2020,FL,100
1/14/2020,FL,102.25
1/15/2020,FL,104.85
1/16/2020,FL,108.92
1/17/2020,FL,126.69
1/18/2020,FL,118.8
1/19/2020,FL,89.04
1/20/2020,FL,102.53
1/21/2020,FL,103.07
1/22/2020,FL,101.36
1/23/2020,FL,107.03
1/24/2020,FL,122.59
1/25/2020,FL,117.41
1/26/2020,FL,85.26
1/27/2020,FL,97.05
1/28/2020,FL,100.96
1/29/2020,FL,101.79
1/30/2020,FL,108.85
1/31/2020,FL,125.23
2/1/2020,FL,115.1
2/2/2020,FL,86.35
2/3/2020,FL,101.79
2/4/2020,FL,103.39
2/5/2020,FL,105.55
2/6/2020,FL,111.7
2/7/2020,FL,124.22
2/8/2020,FL,119.36
2/9/2020,FL,91.8
2/10/2020,FL,104.87
2/11/2020,FL,108.99
2/12/2020,FL,113.63
2/13/2020,FL,121.7
2/14/2020,FL,141.19
2/15/2020,FL,128.4
2/16/2020,FL,99.36
2/17/2020,FL,112.63
2/18/2020,FL,113.95
2/19/2020,FL,113.83
2/20/2020,FL,118.75
2/21/2020,FL,132.84
2/22/2020,FL,126.69
2/23/2020,FL,96.35
2/24/2020,FL,107.78
2/25/2020,FL,111.31
2/26/2020,FL,116.43
2/27/2020,FL,121.17
2/28/2020,FL,139.23
2/29/2020,FL,132.22
3/1/2020,FL,100.16
3/2/2020,FL,110.05
3/3/2020,FL,113.53
3/4/2020,FL,117.34
3/5/2020,FL,121.91
3/6/2020,FL,137.29
3/7/2020,FL,135.33
3/8/2020,FL,99.37
3/9/2020,FL,114.21
3/10/2020,FL,115.54
3/11/2020,FL,116.13
3/12/2020,FL,115.78
3/13/2020,FL,123.96
3/14/2020,FL,111.1
3/15/2020,FL,83.92
3/16/2020,FL,91.69
3/17/2020,FL,84.54
3/18/2020,FL,77.58
3/19/2020,FL,74.05
3/20/2020,FL,75.3
3/21/2020,FL,59.77
3/22/2020,FL,44.55
3/23/2020,FL,55.2
3/24/2020,FL,54.61
3/25/2020,FL,54.37
3/26/2020,FL,54.09
3/27/2020,FL,56.35
3/28/2020,FL,47.01
3/29/2020,FL,37.27
3/30/2020,FL,49.17
3/31/2020,FL,49.6
4/1/2020,FL,50.45
4/2/2020,FL,50.53
4/3/2020,FL,50.2
4/4/2020,FL,41.96
4/5/2020,FL,31.69
4/6/2020,FL,45.33
4/7/2020,FL,47.16
4/8/2020,FL,47.94
4/9/2020,FL,49.64
4/10/2020,FL,54.42
4/11/2020,FL,46.88
4/12/2020,FL,31.8
4/13/2020,FL,49.15
4/14/2020,FL,50.24
4/15/2020,FL,53.19
4/16/2020,FL,53.06
4/17/2020,FL,60.61
4/18/2020,FL,52
4/19/2020,FL,43.44
4/20/2020,FL,54.44
4/21/2020,FL,56.36
4/22/2020,FL,57.37
4/23/2020,FL,58.44
4/24/2020,FL,60.98
4/25/2020,FL,59.15
4/26/2020,FL,45.61
4/27/2020,FL,59.74
4/28/2020,FL,61.18
4/29/2020,FL,62.66
4/30/2020,FL,62.59
5/1/2020,FL,75.94
5/2/2020,FL,69.3
5/3/2020,FL,56.08
5/4/2020,FL,69.01
5/5/2020,FL,72.88
5/6/2020,FL,73.4
5/7/2020,FL,75.98
5/8/2020,FL,86.98
5/9/2020,FL,82.67
5/10/2020,FL,57
5/11/2020,FL,0
5/12/2020,FL,0
5/13/2020,FL,80.73
5/14/2020,FL,82.75
5/15/2020,FL,93.16
5/16/2020,FL,90.39
5/17/2020,FL,73.44
5/18/2020,FL,81.06
5/19/2020,FL,87.68
5/20/2020,FL,89.41
5/21/2020,FL,92.92
5/22/2020,FL,110.04
5/23/2020,FL,105.04
5/24/2020,FL,80.96
5/25/2020,FL,75.09
5/26/2020,FL,91.33
5/27/2020,FL,96.57
5/28/2020,FL,97.45
5/29/2020,FL,111.08
5/30/2020,FL,110.65
5/31/2020,FL,83.91
6/1/2020,FL,94.14
6/2/2020,FL,94.98
6/3/2020,FL,94.19
6/4/2020,FL,97
1/13/2020,GA,100
1/14/2020,GA,104.66
1/15/2020,GA,105.64
1/16/2020,GA,112.08
1/17/2020,GA,130.73
1/18/2020,GA,119.62
1/19/2020,GA,91.96
1/20/2020,GA,102.47
1/21/2020,GA,101.97
1/22/2020,GA,102.67
1/23/2020,GA,106.62
1/24/2020,GA,123.23
1/25/2020,GA,122.27
1/26/2020,GA,83.75
1/27/2020,GA,97.38
1/28/2020,GA,104.19
1/29/2020,GA,101.5
1/30/2020,GA,110.13
1/31/2020,GA,125.99
2/1/2020,GA,126.66
2/2/2020,GA,87.47
2/3/2020,GA,101.6
2/4/2020,GA,104.08
2/5/2020,GA,103.38
2/6/2020,GA,103.32
2/7/2020,GA,124.8
2/8/2020,GA,105.49
2/9/2020,GA,93.49
2/10/2020,GA,105.57
2/11/2020,GA,107.78
2/12/2020,GA,110.78
2/13/2020,GA,120.74
2/14/2020,GA,155.74
2/15/2020,GA,136.97
2/16/2020,GA,96.4
2/17/2020,GA,110.76
2/18/2020,GA,109.03
2/19/2020,GA,111.16
2/20/2020,GA,111.14
2/21/2020,GA,136.71
2/22/2020,GA,138.1
2/23/2020,GA,95.06
2/24/2020,GA,103.06
2/25/2020,GA,111.9
2/26/2020,GA,116.48
2/27/2020,GA,124.65
2/28/2020,GA,145.94
2/29/2020,GA,152.6
3/1/2020,GA,104.44
3/2/2020,GA,108.88
3/3/2020,GA,109.7
3/4/2020,GA,111.23
3/5/2020,GA,117.4
3/6/2020,GA,154.7
3/7/2020,GA,150.99
3/8/2020,GA,104.91
3/9/2020,GA,114.96
3/10/2020,GA,112.66
3/11/2020,GA,116.84
3/12/2020,GA,115.96
3/13/2020,GA,127.46
3/14/2020,GA,117.83
3/15/2020,GA,82.08
3/16/2020,GA,88.05
3/17/2020,GA,82.08
3/18/2020,GA,80.13
3/19/2020,GA,81.91
3/20/2020,GA,86.96
3/21/2020,GA,77.85
3/22/2020,GA,52.13
3/23/2020,GA,61.12
3/24/2020,GA,61.17
3/25/2020,GA,67.37
3/26/2020,GA,67.57
3/27/2020,GA,74.95
3/28/2020,GA,66.45
3/29/2020,GA,50.51
3/30/2020,GA,63.57
3/31/2020,GA,58.74
4/1/2020,GA,64
4/2/2020,GA,65.38
4/3/2020,GA,65.32
4/4/2020,GA,52.11
4/5/2020,GA,43.33
4/6/2020,GA,58.34
4/7/2020,GA,58.6
4/8/2020,GA,59.92
4/9/2020,GA,63.68
4/10/2020,GA,70.43
4/11/2020,GA,63.37
4/12/2020,GA,37.93
4/13/2020,GA,64.1
4/14/2020,GA,66.57
4/15/2020,GA,70.23
4/16/2020,GA,72.89
4/17/2020,GA,81.91
4/18/2020,GA,75.84
4/19/2020,GA,48.83
4/20/2020,GA,73.02
4/21/2020,GA,73.36
4/22/2020,GA,74.29
4/23/2020,GA,66.75
4/24/2020,GA,88.4
4/25/2020,GA,83.17
4/26/2020,GA,64.77
4/27/2020,GA,78.51
4/28/2020,GA,81.28
4/29/2020,GA,77.72
4/30/2020,GA,85.82
5/1/2020,GA,101.26
5/2/2020,GA,98.64
5/3/2020,GA,78.72
5/4/2020,GA,88.68
5/5/2020,GA,92.15
5/6/2020,GA,93.28
5/7/2020,GA,98.08
5/8/2020,GA,104.33
5/9/2020,GA,109.5
5/10/2020,GA,80.6
5/11/2020,GA,0
5/12/2020,GA,0
5/13/2020,GA,104.61
5/14/2020,GA,109.28
5/15/2020,GA,126.85
5/16/2020,GA,125.49
5/17/2020,GA,97.7
5/18/2020,GA,104.65
5/19/2020,GA,113.27
5/20/2020,GA,110.2
5/21/2020,GA,120.86
5/22/2020,GA,141.81
5/23/2020,GA,135.62
5/24/2020,GA,106.25
5/25/2020,GA,102.42
5/26/2020,GA,113.08
5/27/2020,GA,113.28
5/28/2020,GA,122.06
5/29/2020,GA,142.33
5/30/2020,GA,137.59
5/31/2020,GA,106.22
6/1/2020,GA,118.3
6/2/2020,GA,118.56
6/3/2020,GA,121.4
6/4/2020,GA,127.93
1/13/2020,ID,100
1/14/2020,ID,99.75
1/15/2020,ID,106.43
1/16/2020,ID,109.34
1/17/2020,ID,132.6
1/18/2020,ID,124.65
1/19/2020,ID,82.54
1/20/2020,ID,108.31
1/21/2020,ID,103.59
1/22/2020,ID,107.4
1/23/2020,ID,109.86
1/24/2020,ID,129.68
1/25/2020,ID,126.91
1/26/2020,ID,79.81
1/27/2020,ID,99.73
1/28/2020,ID,103.35
1/29/2020,ID,107.34
1/30/2020,ID,110.84
1/31/2020,ID,132.93
2/1/2020,ID,131.66
2/2/2020,ID,78.19
2/3/2020,ID,101.37
2/4/2020,ID,105.8
2/5/2020,ID,106.39
2/6/2020,ID,110.53
2/7/2020,ID,139
2/8/2020,ID,131.44
2/9/2020,ID,88.52
2/10/2020,ID,109.58
2/11/2020,ID,112.31
2/12/2020,ID,116.49
2/13/2020,ID,128.54
2/14/2020,ID,153.94
2/15/2020,ID,140.08
2/16/2020,ID,94.74
2/17/2020,ID,121.8
2/18/2020,ID,113.53
2/19/2020,ID,115.28
2/20/2020,ID,125.84
2/21/2020,ID,148.6
2/22/2020,ID,149.1
2/23/2020,ID,95.66
2/24/2020,ID,113.61
2/25/2020,ID,116.21
2/26/2020,ID,117.12
2/27/2020,ID,129.78
2/28/2020,ID,155.62
2/29/2020,ID,150.02
3/1/2020,ID,97.61
3/2/2020,ID,114.74
3/3/2020,ID,115.86
3/4/2020,ID,117.97
3/5/2020,ID,133.01
3/6/2020,ID,157.14
3/7/2020,ID,150.43
3/8/2020,ID,99.01
3/9/2020,ID,115.23
3/10/2020,ID,123.16
3/11/2020,ID,120.1
3/12/2020,ID,124.25
3/13/2020,ID,139.85
3/14/2020,ID,120.43
3/15/2020,ID,80.75
3/16/2020,ID,104.4
3/17/2020,ID,100.82
3/18/2020,ID,99.35
3/19/2020,ID,102.51
3/20/2020,ID,108.43
3/21/2020,ID,96.4
3/22/2020,ID,71.12
3/23/2020,ID,84.26
3/24/2020,ID,82.81
3/25/2020,ID,78.8
3/26/2020,ID,73.23
3/27/2020,ID,80.36
3/28/2020,ID,71.65
3/29/2020,ID,52.48
3/30/2020,ID,69.85
3/31/2020,ID,81.19
4/1/2020,ID,74.16
4/2/2020,ID,74.74
4/3/2020,ID,82.3
4/4/2020,ID,72.31
4/5/2020,ID,53.64
4/6/2020,ID,74.49
4/7/2020,ID,78.45
4/8/2020,ID,82.52
4/9/2020,ID,86.27
4/10/2020,ID,97.17
4/11/2020,ID,81.59
4/12/2020,ID,50.95
4/13/2020,ID,81.32
4/14/2020,ID,83.96
4/15/2020,ID,86.36
4/16/2020,ID,92.53
4/17/2020,ID,106.46
4/18/2020,ID,96.42
4/19/2020,ID,74.96
4/20/2020,ID,96.65
4/21/2020,ID,95.9
4/22/2020,ID,96.43
4/23/2020,ID,99.27
4/24/2020,ID,113.18
4/25/2020,ID,105.59
4/26/2020,ID,82.32
4/27/2020,ID,97.17
4/28/2020,ID,106.06
4/29/2020,ID,108.44
4/30/2020,ID,107.7
5/1/2020,ID,133.56
5/2/2020,ID,120.48
5/3/2020,ID,91.82
5/4/2020,ID,116.7
5/5/2020,ID,118.87
5/6/2020,ID,116.62
5/7/2020,ID,126.04
5/8/2020,ID,145.85
5/9/2020,ID,136.89
5/10/2020,ID,95.11
5/11/2020,ID,0
5/12/2020,ID,0
5/13/2020,ID,127.33
5/14/2020,ID,132.83
5/15/2020,ID,157.56
5/16/2020,ID,151.37
5/17/2020,ID,113.73
5/18/2020,ID,137.58
5/19/2020,ID,141.39
5/20/2020,ID,139.78
5/21/2020,ID,155.87
5/22/2020,ID,184.35
5/23/2020,ID,165.52
5/24/2020,ID,136.73
5/25/2020,ID,144.45
5/26/2020,ID,159.57
5/27/2020,ID,165.16
5/28/2020,ID,172.51
5/29/2020,ID,196.23
5/30/2020,ID,179.61
5/31/2020,ID,135.6
6/1/2020,ID,163.09
6/2/2020,ID,167.96
6/3/2020,ID,170.86
6/4/2020,ID,181.15
1/13/2020,IL,100
1/14/2020,IL,103.65
1/15/2020,IL,103.89
1/16/2020,IL,108.53
1/17/2020,IL,126.87
1/18/2020,IL,112.45
1/19/2020,IL,88.68
1/20/2020,IL,101.72
1/21/2020,IL,101.67
1/22/2020,IL,100.94
1/23/2020,IL,103.07
1/24/2020,IL,121.44
1/25/2020,IL,119.73
1/26/2020,IL,86.67
1/27/2020,IL,94.56
1/28/2020,IL,98.35
1/29/2020,IL,99.51
1/30/2020,IL,104.9
1/31/2020,IL,125.43
2/1/2020,IL,124.86
2/2/2020,IL,87.42
2/3/2020,IL,96.24
2/4/2020,IL,98.86
2/5/2020,IL,101.67
2/6/2020,IL,104.18
2/7/2020,IL,119.92
2/8/2020,IL,126
2/9/2020,IL,89.94
2/10/2020,IL,99.95
2/11/2020,IL,106.5
2/12/2020,IL,107.08
2/13/2020,IL,115.23
2/14/2020,IL,146.13
2/15/2020,IL,139.61
2/16/2020,IL,109.95
2/17/2020,IL,111.35
2/18/2020,IL,105.53
2/19/2020,IL,106.8
2/20/2020,IL,112.35
2/21/2020,IL,134.5
2/22/2020,IL,139.75
2/23/2020,IL,102.31
2/24/2020,IL,101.12
2/25/2020,IL,101.45
2/26/2020,IL,104.36
2/27/2020,IL,115.5
2/28/2020,IL,140.27
2/29/2020,IL,144.06
3/1/2020,IL,107.71
3/2/2020,IL,106.76
3/3/2020,IL,109.95
3/4/2020,IL,112.44
3/5/2020,IL,118.13
3/6/2020,IL,141.76
3/7/2020,IL,147.82
3/8/2020,IL,109.11
3/9/2020,IL,106.23
3/10/2020,IL,110.9
3/11/2020,IL,109.1
3/12/2020,IL,107.43
3/13/2020,IL,121.99
3/14/2020,IL,106.44
3/15/2020,IL,77.25
3/16/2020,IL,82.12
3/17/2020,IL,78.3
3/18/2020,IL,69.33
3/19/2020,IL,67.9
3/20/2020,IL,75.5
3/21/2020,IL,56.83
3/22/2020,IL,37.41
3/23/2020,IL,49.54
3/24/2020,IL,52.9
3/25/2020,IL,56.99
3/26/2020,IL,54.43
3/27/2020,IL,60.51
3/28/2020,IL,52.2
3/29/2020,IL,42.88
3/30/2020,IL,54.91
3/31/2020,IL,55.2
4/1/2020,IL,57.41
4/2/2020,IL,59.04
4/3/2020,IL,66.64
4/4/2020,IL,56.18
4/5/2020,IL,46.41
4/6/2020,IL,56.14
4/7/2020,IL,60.82
4/8/2020,IL,59.14
4/9/2020,IL,60.53
4/10/2020,IL,69.07
4/11/2020,IL,62.17
4/12/2020,IL,40.94
4/13/2020,IL,58.37
4/14/2020,IL,60.7
4/15/2020,IL,65.27
4/16/2020,IL,67.21
4/17/2020,IL,70.29
4/18/2020,IL,72.86
4/19/2020,IL,58.04
4/20/2020,IL,70.6
4/21/2020,IL,69.35
4/22/2020,IL,69
4/23/2020,IL,70.97
4/24/2020,IL,79.51
4/25/2020,IL,70.02
4/26/2020,IL,63.41
4/27/2020,IL,69.93
4/28/2020,IL,72.41
4/29/2020,IL,69.7
4/30/2020,IL,77.56
5/1/2020,IL,92.11
5/2/2020,IL,91
5/3/2020,IL,70.15
5/4/2020,IL,76.47
5/5/2020,IL,76.07
5/6/2020,IL,83.4
5/7/2020,IL,87.82
5/8/2020,IL,97.49
5/9/2020,IL,99.25
5/10/2020,IL,69.34
5/11/2020,IL,0
5/12/2020,IL,0
5/13/2020,IL,91.15
5/14/2020,IL,86.18
5/15/2020,IL,109.79
5/16/2020,IL,102.72
5/17/2020,IL,74.1
5/18/2020,IL,94.67
5/19/2020,IL,96.56
5/20/2020,IL,102.94
5/21/2020,IL,106.38
5/22/2020,IL,122.55
5/23/2020,IL,105.82
5/24/2020,IL,94.62
5/25/2020,IL,87.02
5/26/2020,IL,104.67
5/27/2020,IL,105.88
5/28/2020,IL,107.66
5/29/2020,IL,130.06
5/30/2020,IL,126.5
5/31/2020,IL,100.15
6/1/2020,IL,105.89
6/2/2020,IL,112.42
6/3/2020,IL,111.86
6/4/2020,IL,122.34
1/13/2020,IN,100
1/14/2020,IN,102.7
1/15/2020,IN,103.12
1/16/2020,IN,105.52
1/17/2020,IN,123.72
1/18/2020,IN,112.11
1/19/2020,IN,83.59
1/20/2020,IN,99.55
