date,region,mobility
1/21/2020,IN,98.95
1/22/2020,IN,102.09
1/23/2020,IN,104.58
1/24/2020,IN,122.44
1/25/2020,IN,118.33
1/26/2020,IN,83.79
1/27/2020,IN,93.71
1/28/2020,IN,99.09
1/29/2020,IN,99.91
1/30/2020,IN,103.38
1/31/2020,IN,123.9
2/1/2020,IN,121.93
2/2/2020,IN,84.21
2/3/2020,IN,96.15
2/4/2020,IN,100.2
2/5/2020,IN,101.05
2/6/2020,IN,100.79
2/7/2020,IN,119.66
2/8/2020,IN,121.31
2/9/2020,IN,88.3
2/10/2020,IN,100.93
2/11/2020,IN,105.9
2/12/2020,IN,103.43
2/13/2020,IN,107.51
2/14/2020,IN,136.76
2/15/2020,IN,132.04
2/16/2020,IN,97.67
2/17/2020,IN,107.12
2/18/2020,IN,105.53
2/19/2020,IN,107.95
2/20/2020,IN,116.88
2/21/2020,IN,136.12
2/22/2020,IN,138.96
2/23/2020,IN,96.64
2/24/2020,IN,101.04
2/25/2020,IN,105.99
2/26/2020,IN,102.63
2/27/2020,IN,112.77
2/28/2020,IN,139.38
2/29/2020,IN,142.01
3/1/2020,IN,100.62
3/2/2020,IN,105.77
3/3/2020,IN,115.25
3/4/2020,IN,115.47
3/5/2020,IN,120.85
3/6/2020,IN,140.4
3/7/2020,IN,143.6
3/8/2020,IN,101.63
3/9/2020,IN,105.26
3/10/2020,IN,108.99
3/11/2020,IN,108.78
3/12/2020,IN,107.46
3/13/2020,IN,119.34
3/14/2020,IN,98.33
3/15/2020,IN,75.86
3/16/2020,IN,84.88
3/17/2020,IN,81.05
3/18/2020,IN,74.75
3/19/2020,IN,73.49
3/20/2020,IN,83.07
3/21/2020,IN,66.96
3/22/2020,IN,48.35
3/23/2020,IN,64.94
3/24/2020,IN,64.27
3/25/2020,IN,58.93
3/26/2020,IN,59.88
3/27/2020,IN,64.5
3/28/2020,IN,54.69
3/29/2020,IN,45.7
3/30/2020,IN,61.91
3/31/2020,IN,61.4
4/1/2020,IN,62.67
4/2/2020,IN,67.19
4/3/2020,IN,75.34
4/4/2020,IN,60.03
4/5/2020,IN,48.96
4/6/2020,IN,66.46
4/7/2020,IN,69.1
4/8/2020,IN,71.09
4/9/2020,IN,70.88
4/10/2020,IN,78.29
4/11/2020,IN,68.79
4/12/2020,IN,42.44
4/13/2020,IN,68.31
4/14/2020,IN,72.16
4/15/2020,IN,75.17
4/16/2020,IN,80.03
4/17/2020,IN,79.32
4/18/2020,IN,81.02
4/19/2020,IN,62.15
4/20/2020,IN,84.47
4/21/2020,IN,83.49
4/22/2020,IN,86.17
4/23/2020,IN,81.75
4/24/2020,IN,99.41
4/25/2020,IN,81.24
4/26/2020,IN,67.16
4/27/2020,IN,88.01
4/28/2020,IN,90.56
4/29/2020,IN,84.47
4/30/2020,IN,89.93
5/1/2020,IN,109.37
5/2/2020,IN,103.99
5/3/2020,IN,76.92
5/4/2020,IN,98.08
5/5/2020,IN,93.55
5/6/2020,IN,101.63
5/7/2020,IN,108.24
5/8/2020,IN,115.9
5/9/2020,IN,113.76
5/10/2020,IN,77.57
5/11/2020,IN,0
5/12/2020,IN,0
5/13/2020,IN,113.68
5/14/2020,IN,113.99
5/15/2020,IN,129.97
5/16/2020,IN,126.57
5/17/2020,IN,90.57
5/18/2020,IN,116.52
5/19/2020,IN,118.63
5/20/2020,IN,125.93
5/21/2020,IN,133.18
5/22/2020,IN,158.61
5/23/2020,IN,137.85
5/24/2020,IN,116.46
5/25/2020,IN,111.66
5/26/2020,IN,135.46
5/27/2020,IN,133.86
5/28/2020,IN,137.02
5/29/2020,IN,157.44
5/30/2020,IN,152.7
5/31/2020,IN,113.01
6/1/2020,IN,132.26
6/2/2020,IN,142.6
6/3/2020,IN,136.22
6/4/2020,IN,145.42
1/13/2020,IA,100
1/14/2020,IA,104.67
1/15/2020,IA,98.34
1/16/2020,IA,112.88
1/17/2020,IA,74.14
1/18/2020,IA,85.11
1/19/2020,IA,85.68
1/20/2020,IA,104.01
1/21/2020,IA,104.56
1/22/2020,IA,90.28
1/23/2020,IA,100.18
1/24/2020,IA,121.42
1/25/2020,IA,140.12
1/26/2020,IA,98.11
1/27/2020,IA,99.4
1/28/2020,IA,104.99
1/29/2020,IA,103.46
1/30/2020,IA,112.74
1/31/2020,IA,132.92
2/1/2020,IA,143.76
2/2/2020,IA,97.64
2/3/2020,IA,105.72
2/4/2020,IA,103.05
2/5/2020,IA,103.55
2/6/2020,IA,111.1
2/7/2020,IA,125.42
2/8/2020,IA,140.46
2/9/2020,IA,96.27
2/10/2020,IA,100.75
2/11/2020,IA,107.14
2/12/2020,IA,102.62
2/13/2020,IA,102.7
2/14/2020,IA,143.87
2/15/2020,IA,149.58
2/16/2020,IA,108.26
2/17/2020,IA,106.83
2/18/2020,IA,106.09
2/19/2020,IA,107.12
2/20/2020,IA,118.85
2/21/2020,IA,146.89
2/22/2020,IA,152.78
2/23/2020,IA,109.57
2/24/2020,IA,103.37
2/25/2020,IA,106.63
2/26/2020,IA,110.64
2/27/2020,IA,117.71
2/28/2020,IA,146.9
2/29/2020,IA,160.74
3/1/2020,IA,113.48
3/2/2020,IA,108.94
3/3/2020,IA,115.14
3/4/2020,IA,116.17
3/5/2020,IA,121.48
3/6/2020,IA,151.68
3/7/2020,IA,160.21
3/8/2020,IA,114.55
3/9/2020,IA,108.37
3/10/2020,IA,115.28
3/11/2020,IA,113.96
3/12/2020,IA,116.53
3/13/2020,IA,136.98
3/14/2020,IA,111.41
3/15/2020,IA,86.84
3/16/2020,IA,88.59
3/17/2020,IA,85.64
3/18/2020,IA,76.66
3/19/2020,IA,75
3/20/2020,IA,84.25
3/21/2020,IA,74.51
3/22/2020,IA,54.17
3/23/2020,IA,68.91
3/24/2020,IA,70.45
3/25/2020,IA,71.24
3/26/2020,IA,72.72
3/27/2020,IA,78.62
3/28/2020,IA,66.27
3/29/2020,IA,56.4
3/30/2020,IA,74.6
3/31/2020,IA,75.83
4/1/2020,IA,76.72
4/2/2020,IA,74.78
4/3/2020,IA,74.97
4/4/2020,IA,72.99
4/5/2020,IA,61.76
4/6/2020,IA,71.64
4/7/2020,IA,81.2
4/8/2020,IA,77
4/9/2020,IA,77.25
4/10/2020,IA,90.7
4/11/2020,IA,73.1
4/12/2020,IA,42.02
4/13/2020,IA,73.92
4/14/2020,IA,77.92
4/15/2020,IA,81.15
4/16/2020,IA,81.9
4/17/2020,IA,90
4/18/2020,IA,88.56
4/19/2020,IA,73.95
4/20/2020,IA,87.94
4/21/2020,IA,90.89
4/22/2020,IA,92.78
4/23/2020,IA,97.9
4/24/2020,IA,102.14
4/25/2020,IA,97.67
4/26/2020,IA,83.07
4/27/2020,IA,96.04
4/28/2020,IA,93.25
4/29/2020,IA,94.83
4/30/2020,IA,108.58
5/1/2020,IA,130.45
5/2/2020,IA,110.16
5/3/2020,IA,91.19
5/4/2020,IA,99.42
5/5/2020,IA,98.41
5/6/2020,IA,106.85
5/7/2020,IA,110.83
5/8/2020,IA,132.55
5/9/2020,IA,122.86
5/10/2020,IA,87.18
5/11/2020,IA,0
5/12/2020,IA,0
5/13/2020,IA,112.6
5/14/2020,IA,117.78
5/15/2020,IA,151.62
5/16/2020,IA,129.98
5/17/2020,IA,104.61
5/18/2020,IA,124.09
5/19/2020,IA,132.35
5/20/2020,IA,134.88
5/21/2020,IA,143.67
5/22/2020,IA,164.91
5/23/2020,IA,147.33
5/24/2020,IA,119.69
5/25/2020,IA,117.96
5/26/2020,IA,133.28
5/27/2020,IA,140.63
5/28/2020,IA,144.5
5/29/2020,IA,174.5
5/30/2020,IA,157.93
5/31/2020,IA,127.45
6/1/2020,IA,138.03
6/2/2020,IA,146.7
6/3/2020,IA,148.38
6/4/2020,IA,157.5
1/13/2020,KS,100
1/14/2020,KS,107.09
1/15/2020,KS,105.54
1/16/2020,KS,111.25
1/17/2020,KS,92.27
1/18/2020,KS,130.55
1/19/2020,KS,86.61
1/20/2020,KS,104.05
1/21/2020,KS,103.8
1/22/2020,KS,90.96
1/23/2020,KS,100.83
1/24/2020,KS,116.58
1/25/2020,KS,128.15
1/26/2020,KS,87.43
1/27/2020,KS,99.92
1/28/2020,KS,94.92
1/29/2020,KS,101.57
1/30/2020,KS,108.01
1/31/2020,KS,127.5
2/1/2020,KS,132.8
2/2/2020,KS,83.42
2/3/2020,KS,97.73
2/4/2020,KS,101.22
2/5/2020,KS,96.02
2/6/2020,KS,106.24
2/7/2020,KS,122.6
2/8/2020,KS,128.67
2/9/2020,KS,91.15
2/10/2020,KS,101.18
2/11/2020,KS,107.49
2/12/2020,KS,95.19
2/13/2020,KS,107.69
2/14/2020,KS,140.81
2/15/2020,KS,141.5
2/16/2020,KS,102.77
2/17/2020,KS,113.02
2/18/2020,KS,110.22
2/19/2020,KS,108.08
2/20/2020,KS,112.12
2/21/2020,KS,136.84
2/22/2020,KS,140.96
2/23/2020,KS,96.19
2/24/2020,KS,104.21
2/25/2020,KS,104.07
2/26/2020,KS,110.25
2/27/2020,KS,119.25
2/28/2020,KS,143.88
2/29/2020,KS,150.23
3/1/2020,KS,106.25
3/2/2020,KS,108.37
3/3/2020,KS,114.19
3/4/2020,KS,115.66
3/5/2020,KS,123.57
3/6/2020,KS,151.2
3/7/2020,KS,152.4
3/8/2020,KS,104.72
3/9/2020,KS,106.55
3/10/2020,KS,116.29
3/11/2020,KS,122.5
3/12/2020,KS,119.26
3/13/2020,KS,126.8
3/14/2020,KS,107.53
3/15/2020,KS,79.63
3/16/2020,KS,90.23
3/17/2020,KS,84.65
3/18/2020,KS,80.17
3/19/2020,KS,80.23
3/20/2020,KS,85.03
3/21/2020,KS,73.49
3/22/2020,KS,52.45
3/23/2020,KS,70.82
3/24/2020,KS,61.33
3/25/2020,KS,64.67
3/26/2020,KS,65.18
3/27/2020,KS,71.63
3/28/2020,KS,61.38
3/29/2020,KS,51.34
3/30/2020,KS,61.94
3/31/2020,KS,65.6
4/1/2020,KS,66.85
4/2/2020,KS,64.5
4/3/2020,KS,64.89
4/4/2020,KS,58.92
4/5/2020,KS,49.33
4/6/2020,KS,64.16
4/7/2020,KS,69.4
4/8/2020,KS,70.9
4/9/2020,KS,70.34
4/10/2020,KS,77.82
4/11/2020,KS,68.31
4/12/2020,KS,39.14
4/13/2020,KS,66.45
4/14/2020,KS,69.89
4/15/2020,KS,77.47
4/16/2020,KS,73.96
4/17/2020,KS,81.8
4/18/2020,KS,80.27
4/19/2020,KS,63.94
4/20/2020,KS,79.71
4/21/2020,KS,83.32
4/22/2020,KS,76.87
4/23/2020,KS,88.54
4/24/2020,KS,86.96
4/25/2020,KS,88.9
4/26/2020,KS,71.78
4/27/2020,KS,85.01
4/28/2020,KS,85.18
4/29/2020,KS,88.71
4/30/2020,KS,96.74
5/1/2020,KS,111.2
5/2/2020,KS,99.36
5/3/2020,KS,79.43
5/4/2020,KS,86.95
5/5/2020,KS,100.99
5/6/2020,KS,100.24
5/7/2020,KS,96.86
5/8/2020,KS,119.79
5/9/2020,KS,110.97
5/10/2020,KS,81.14
5/11/2020,KS,0
5/12/2020,KS,0
5/13/2020,KS,103.25
5/14/2020,KS,113.86
5/15/2020,KS,129.16
5/16/2020,KS,119.78
5/17/2020,KS,101.41
5/18/2020,KS,122.72
5/19/2020,KS,129.43
5/20/2020,KS,131.81
5/21/2020,KS,136.44
5/22/2020,KS,152.74
5/23/2020,KS,140.24
5/24/2020,KS,106.34
5/25/2020,KS,102.61
5/26/2020,KS,126.78
5/27/2020,KS,134.12
5/28/2020,KS,131.23
5/29/2020,KS,160.71
5/30/2020,KS,149.64
5/31/2020,KS,115.74
6/1/2020,KS,137.06
6/2/2020,KS,138.11
6/3/2020,KS,140.3
6/4/2020,KS,148.81
1/13/2020,KY,100
1/14/2020,KY,104.27
1/15/2020,KY,103.27
1/16/2020,KY,107.79
1/17/2020,KY,123.87
1/18/2020,KY,114.81
1/19/2020,KY,85.06
1/20/2020,KY,98.72
1/21/2020,KY,100.02
1/22/2020,KY,101.04
1/23/2020,KY,106.63
1/24/2020,KY,123.98
1/25/2020,KY,118.56
1/26/2020,KY,81.56
1/27/2020,KY,94.83
1/28/2020,KY,98.48
1/29/2020,KY,100.92
1/30/2020,KY,105.46
1/31/2020,KY,125.2
2/1/2020,KY,119.55
2/2/2020,KY,85.99
2/3/2020,KY,98.24
2/4/2020,KY,102.5
2/5/2020,KY,104
2/6/2020,KY,107.91
2/7/2020,KY,115.24
2/8/2020,KY,113.47
2/9/2020,KY,87.1
2/10/2020,KY,100.67
2/11/2020,KY,106.22
2/12/2020,KY,109.37
2/13/2020,KY,120.79
2/14/2020,KY,148.93
2/15/2020,KY,135.15
2/16/2020,KY,96.72
2/17/2020,KY,110.72
2/18/2020,KY,105.26
2/19/2020,KY,111.72
2/20/2020,KY,114.84
2/21/2020,KY,139.52
2/22/2020,KY,135.68
2/23/2020,KY,95.97
2/24/2020,KY,103.73
2/25/2020,KY,110.97
2/26/2020,KY,113.68
2/27/2020,KY,118.59
2/28/2020,KY,143.42
2/29/2020,KY,144.07
3/1/2020,KY,105.41
3/2/2020,KY,106.86
3/3/2020,KY,116.46
3/4/2020,KY,117.87
3/5/2020,KY,124.69
3/6/2020,KY,145.38
3/7/2020,KY,145.95
3/8/2020,KY,105.65
3/9/2020,KY,116.66
3/10/2020,KY,113.68
3/11/2020,KY,117.04
3/12/2020,KY,107.86
3/13/2020,KY,124.05
3/14/2020,KY,103.53
3/15/2020,KY,78.41
3/16/2020,KY,86.87
3/17/2020,KY,83.22
3/18/2020,KY,77.73
3/19/2020,KY,77.28
3/20/2020,KY,88.29
3/21/2020,KY,73.43
3/22/2020,KY,55.91
3/23/2020,KY,68.79
3/24/2020,KY,65.06
3/25/2020,KY,70.01
3/26/2020,KY,73.17
3/27/2020,KY,77.36
3/28/2020,KY,68.98
3/29/2020,KY,56.23
3/30/2020,KY,68.8
3/31/2020,KY,64.64
4/1/2020,KY,66.8
4/2/2020,KY,70.3
4/3/2020,KY,78.8
4/4/2020,KY,68.09
4/5/2020,KY,55
4/6/2020,KY,69.43
4/7/2020,KY,71
4/8/2020,KY,71.04
4/9/2020,KY,73.51
4/10/2020,KY,80.85
4/11/2020,KY,70.41
4/12/2020,KY,44.07
4/13/2020,KY,66.31
4/14/2020,KY,71.46
4/15/2020,KY,78.05
4/16/2020,KY,80.95
4/17/2020,KY,84.82
4/18/2020,KY,81.95
4/19/2020,KY,64.59
4/20/2020,KY,83.79
4/21/2020,KY,83.27
4/22/2020,KY,86.55
4/23/2020,KY,80.29
4/24/2020,KY,96.77
4/25/2020,KY,79.15
4/26/2020,KY,64.42
4/27/2020,KY,87.89
4/28/2020,KY,89.27
4/29/2020,KY,84.96
4/30/2020,KY,91.39
5/1/2020,KY,109.34
5/2/2020,KY,101.18
5/3/2020,KY,75.75
5/4/2020,KY,97.52
5/5/2020,KY,91.16
5/6/2020,KY,98.13
5/7/2020,KY,105.21
5/8/2020,KY,108.35
5/9/2020,KY,110.28
5/10/2020,KY,80.51
5/11/2020,KY,0
5/12/2020,KY,0
5/13/2020,KY,105.66
5/14/2020,KY,120.46
5/15/2020,KY,129.32
5/16/2020,KY,119.53
5/17/2020,KY,98.72
5/18/2020,KY,112.38
5/19/2020,KY,118.13
5/20/2020,KY,121.59
5/21/2020,KY,128.5
5/22/2020,KY,154.49
5/23/2020,KY,131.79
5/24/2020,KY,110.98
5/25/2020,KY,116.21
5/26/2020,KY,130.19
5/27/2020,KY,131.26
5/28/2020,KY,138.67
5/29/2020,KY,152.14
5/30/2020,KY,142.2
5/31/2020,KY,115.21
6/1/2020,KY,132.3
6/2/2020,KY,131.6
6/3/2020,KY,137.26
6/4/2020,KY,138.81
1/13/2020,LA,100
1/14/2020,LA,95.97
1/15/2020,LA,89.05
1/16/2020,LA,93
1/17/2020,LA,111.95
1/18/2020,LA,105.54
1/19/2020,LA,77.39
1/20/2020,LA,86.05
1/21/2020,LA,87.81
1/22/2020,LA,86.62
1/23/2020,LA,89.39
1/24/2020,LA,108.9
1/25/2020,LA,104.08
1/26/2020,LA,65.51
1/27/2020,LA,82.81
1/28/2020,LA,85.28
1/29/2020,LA,85.55
1/30/2020,LA,90.12
1/31/2020,LA,111.19
2/1/2020,LA,108.78
2/2/2020,LA,69.82
2/3/2020,LA,84.04
2/4/2020,LA,87.38
2/5/2020,LA,83.74
2/6/2020,LA,89.2
2/7/2020,LA,112.79
2/8/2020,LA,110.46
2/9/2020,LA,80.8
2/10/2020,LA,84.45
2/11/2020,LA,91.05
2/12/2020,LA,92.59
2/13/2020,LA,102.7
2/14/2020,LA,137.45
2/15/2020,LA,127.11
2/16/2020,LA,83.59
2/17/2020,LA,91.46
2/18/2020,LA,96.35
2/19/2020,LA,99.49
2/20/2020,LA,102.73
2/21/2020,LA,150.55
2/22/2020,LA,153.04
2/23/2020,LA,116.3
2/24/2020,LA,112.2
2/25/2020,LA,116.79
2/26/2020,LA,105.96
2/27/2020,LA,105.21
2/28/2020,LA,124.64
2/29/2020,LA,120.29
3/1/2020,LA,84.97
3/2/2020,LA,94.81
3/3/2020,LA,98.71
3/4/2020,LA,93.15
3/5/2020,LA,107.48
3/6/2020,LA,132.17
3/7/2020,LA,132.84
3/8/2020,LA,92.39
3/9/2020,LA,98.57
3/10/2020,LA,101.3
3/11/2020,LA,103.14
3/12/2020,LA,104.32
3/13/2020,LA,114.88
3/14/2020,LA,102.63
3/15/2020,LA,73.64
3/16/2020,LA,78.14
3/17/2020,LA,69.03
3/18/2020,LA,66.5
3/19/2020,LA,64.69
3/20/2020,LA,69.27
3/21/2020,LA,52.37
3/22/2020,LA,39.24
3/23/2020,LA,49.32
3/24/2020,LA,46.69
3/25/2020,LA,49.26
3/26/2020,LA,50.78
3/27/2020,LA,55.25
3/28/2020,LA,45.75
3/29/2020,LA,37.45
3/30/2020,LA,47.4
3/31/2020,LA,48.62
4/1/2020,LA,50.13
4/2/2020,LA,49.44
4/3/2020,LA,54.45
4/4/2020,LA,43.06
4/5/2020,LA,36.72
4/6/2020,LA,48.82
4/7/2020,LA,50.01
4/8/2020,LA,52.2
4/9/2020,LA,54.71
4/10/2020,LA,55.14
4/11/2020,LA,48.08
4/12/2020,LA,30.6
4/13/2020,LA,53.44
4/14/2020,LA,55.06
4/15/2020,LA,59.5
4/16/2020,LA,61.13
4/17/2020,LA,65.58
4/18/2020,LA,54.17
4/19/2020,LA,41.01
4/20/2020,LA,61.98
4/21/2020,LA,62.76
4/22/2020,LA,60.95
4/23/2020,LA,63.07
4/24/2020,LA,73.79
4/25/2020,LA,64.38
4/26/2020,LA,51.76
4/27/2020,LA,65.53
4/28/2020,LA,63.99
4/29/2020,LA,64.93
4/30/2020,LA,73.85
5/1/2020,LA,83.4
5/2/2020,LA,72.69
5/3/2020,LA,58.19
5/4/2020,LA,73.85
5/5/2020,LA,78.36
5/6/2020,LA,78.21
5/7/2020,LA,81.41
5/8/2020,LA,83.3
5/9/2020,LA,80.62
5/10/2020,LA,60.25
5/11/2020,LA,0
5/12/2020,LA,0
5/13/2020,LA,86.33
5/14/2020,LA,84.5
5/15/2020,LA,97.82
5/16/2020,LA,88.04
5/17/2020,LA,70.63
5/18/2020,LA,94.39
5/19/2020,LA,101.47
5/20/2020,LA,99.14
5/21/2020,LA,106.53
5/22/2020,LA,122.5
5/23/2020,LA,103.88
5/24/2020,LA,81.77
5/25/2020,LA,81.87
5/26/2020,LA,96.94
5/27/2020,LA,105
5/28/2020,LA,108.63
5/29/2020,LA,121.17
5/30/2020,LA,113.18
5/31/2020,LA,86.8
6/1/2020,LA,101.38
6/2/2020,LA,104.99
6/3/2020,LA,104.23
6/4/2020,LA,112.09
1/13/2020,ME,100
1/14/2020,ME,104.9
1/15/2020,ME,106.6
1/16/2020,ME,77.37
1/17/2020,ME,129.84
1/18/2020,ME,119.18
1/19/2020,ME,91.58
1/20/2020,ME,113.32
1/21/2020,ME,103.7
1/22/2020,ME,104.6
1/23/2020,ME,108.33
1/24/2020,ME,128.78
1/25/2020,ME,125.65
1/26/2020,ME,95.58
1/27/2020,ME,96.62
1/28/2020,ME,100.02
1/29/2020,ME,101.7
1/30/2020,ME,105.79
1/31/2020,ME,128.76
2/1/2020,ME,130.2
2/2/2020,ME,95.72
2/3/2020,ME,98.81
2/4/2020,ME,101.93
2/5/2020,ME,106.6
2/6/2020,ME,81.01
2/7/2020,ME,87.62
2/8/2020,ME,131.45
2/9/2020,ME,105.54
2/10/2020,ME,97.32
2/11/2020,ME,105.15
2/12/2020,ME,111.35
2/13/2020,ME,93.09
2/14/2020,ME,141.78
2/15/2020,ME,145.36
2/16/2020,ME,122.48
2/17/2020,ME,125.21
2/18/2020,ME,106.55
2/19/2020,ME,121.69
2/20/2020,ME,124.75
2/21/2020,ME,142.02
2/22/2020,ME,140.16
2/23/2020,ME,112.45
2/24/2020,ME,105.6
2/25/2020,ME,107.65
2/26/2020,ME,109.35
2/27/2020,ME,100.92
2/28/2020,ME,145.07
2/29/2020,ME,147.31
3/1/2020,ME,114.28
3/2/2020,ME,104.58
3/3/2020,ME,115.16
3/4/2020,ME,110.63
3/5/2020,ME,119.63
3/6/2020,ME,136.45
3/7/2020,ME,138.65
3/8/2020,ME,115.27
3/9/2020,ME,107.49
3/10/2020,ME,107.38
3/11/2020,ME,109.02
3/12/2020,ME,107.94
3/13/2020,ME,111.37
3/14/2020,ME,111.71
3/15/2020,ME,86
3/16/2020,ME,81.49
3/17/2020,ME,69.65
3/18/2020,ME,74.9
3/19/2020,ME,64.94
3/20/2020,ME,71.35
3/21/2020,ME,74.48
3/22/2020,ME,60.82
3/23/2020,ME,57.88
3/24/2020,ME,55.21
3/25/2020,ME,57.82
3/26/2020,ME,62.65
3/27/2020,ME,69.54
3/28/2020,ME,72.14
3/29/2020,ME,44.59
3/30/2020,ME,51.35
3/31/2020,ME,60.6
4/1/2020,ME,60.42
4/2/2020,ME,47.67
4/3/2020,ME,55.36
4/4/2020,ME,58.91
4/5/2020,ME,48
4/6/2020,ME,60.26
4/7/2020,ME,60.18
4/8/2020,ME,61.94
4/9/2020,ME,53.99
4/10/2020,ME,60.74
4/11/2020,ME,66.54
4/12/2020,ME,47.06
4/13/2020,ME,51.99
4/14/2020,ME,69.12
4/15/2020,ME,72.24
4/16/2020,ME,70.84
4/17/2020,ME,79.26
4/18/2020,ME,69.4
4/19/2020,ME,74.45
4/20/2020,ME,75.3
4/21/2020,ME,71.16
4/22/2020,ME,74.94
4/23/2020,ME,83.68
4/24/2020,ME,87.01
4/25/2020,ME,93.98
4/26/2020,ME,64.24
4/27/2020,ME,64.65
4/28/2020,ME,76.81
4/29/2020,ME,87.43
4/30/2020,ME,79.06
5/1/2020,ME,84.41
5/2/2020,ME,100.57
5/3/2020,ME,82.94
5/4/2020,ME,85.31
5/5/2020,ME,90.04
5/6/2020,ME,94.45
5/7/2020,ME,93.53
5/8/2020,ME,108.65
5/9/2020,ME,85.9
5/10/2020,ME,81.59
5/11/2020,ME,0
5/12/2020,ME,0
5/13/2020,ME,106.61
5/14/2020,ME,114.55
5/15/2020,ME,116.35
5/16/2020,ME,124.57
5/17/2020,ME,108.65
5/18/2020,ME,110.71
5/19/2020,ME,117.27
5/20/2020,ME,121.59
5/21/2020,ME,130.37
5/22/2020,ME,153.4
5/23/2020,ME,137.01
5/24/2020,ME,118.85
5/25/2020,ME,109.51
5/26/2020,ME,123.58
5/27/2020,ME,130.64
5/28/2020,ME,135.36
5/29/2020,ME,146.89
5/30/2020,ME,140.24
5/31/2020,ME,120.87
6/1/2020,ME,128.03
6/2/2020,ME,129.05
6/3/2020,ME,130.26
6/4/2020,ME,147.23
1/13/2020,MD,100
1/14/2020,MD,104.86
1/15/2020,MD,108.01
1/16/2020,MD,109.94
1/17/2020,MD,126.08
1/18/2020,MD,94.76
1/19/2020,MD,88.73
1/20/2020,MD,97.77
1/21/2020,MD,101.54
1/22/2020,MD,104.35
1/23/2020,MD,107.49
1/24/2020,MD,122.94
1/25/2020,MD,118.02
1/26/2020,MD,87.03
1/27/2020,MD,98.29
1/28/2020,MD,100.38
1/29/2020,MD,102.43
1/30/2020,MD,104.82
1/31/2020,MD,123.44
2/1/2020,MD,119.11
2/2/2020,MD,84.57
2/3/2020,MD,98.24
2/4/2020,MD,104.19
2/5/2020,MD,101.22
2/6/2020,MD,105.99
2/7/2020,MD,117.69
2/8/2020,MD,118.74
2/9/2020,MD,92.35
2/10/2020,MD,102.48
2/11/2020,MD,105.54
2/12/2020,MD,107.95
2/13/2020,MD,116.98
2/14/2020,MD,142.95
2/15/2020,MD,128.17
2/16/2020,MD,98.95
2/17/2020,MD,109.68
2/18/2020,MD,107.56
2/19/2020,MD,107.73
2/20/2020,MD,110.47
2/21/2020,MD,130.96
2/22/2020,MD,131.73
2/23/2020,MD,97.76
2/24/2020,MD,102.12
2/25/2020,MD,107.16
2/26/2020,MD,110.33
2/27/2020,MD,114.05
2/28/2020,MD,133.19
2/29/2020,MD,130.72
3/1/2020,MD,97.72
3/2/2020,MD,107.81
3/3/2020,MD,108.77
3/4/2020,MD,115.42
3/5/2020,MD,118.06
3/6/2020,MD,134.34
3/7/2020,MD,134.15
3/8/2020,MD,100.3
3/9/2020,MD,111.81
3/10/2020,MD,109.34
3/11/2020,MD,108.36
3/12/2020,MD,105.96
3/13/2020,MD,116.01
3/14/2020,MD,102.26
3/15/2020,MD,72.6
3/16/2020,MD,82.07
3/17/2020,MD,74.77
3/18/2020,MD,72.64
3/19/2020,MD,71.4
3/20/2020,MD,79.16
3/21/2020,MD,65.4
3/22/2020,MD,50.7
3/23/2020,MD,54.37
3/24/2020,MD,56.46
3/25/2020,MD,52.57
3/26/2020,MD,61.21
3/27/2020,MD,68.08
3/28/2020,MD,54.65
3/29/2020,MD,47.44
3/30/2020,MD,59.01
3/31/2020,MD,46.45
4/1/2020,MD,49.93
4/2/2020,MD,52.38
4/3/2020,MD,60.52
4/4/2020,MD,52.23
4/5/2020,MD,44.67
4/6/2020,MD,54.74
4/7/2020,MD,53.69
4/8/2020,MD,57.39
4/9/2020,MD,55.98
4/10/2020,MD,63.48
4/11/2020,MD,59.47
4/12/2020,MD,41.08
4/13/2020,MD,51.96
4/14/2020,MD,58.94
4/15/2020,MD,63.16
4/16/2020,MD,63.58
4/17/2020,MD,72.04
4/18/2020,MD,64.94
4/19/2020,MD,55.41
4/20/2020,MD,64.46
4/21/2020,MD,62.15
4/22/2020,MD,67.33
4/23/2020,MD,66.17
4/24/2020,MD,71.66
4/25/2020,MD,72.82
4/26/2020,MD,52.06
4/27/2020,MD,64.95
4/28/2020,MD,67.36
4/29/2020,MD,72.73
4/30/2020,MD,65.76
5/1/2020,MD,83.43
5/2/2020,MD,84.53
5/3/2020,MD,62.68
5/4/2020,MD,75.3
5/5/2020,MD,74.51
5/6/2020,MD,71.02
5/7/2020,MD,82.87
5/8/2020,MD,86.12
5/9/2020,MD,87.83
5/10/2020,MD,73.97
5/11/2020,MD,0
5/12/2020,MD,0
5/13/2020,MD,87
5/14/2020,MD,88.98
5/15/2020,MD,109.83
5/16/2020,MD,107.41
5/17/2020,MD,80.79
5/18/2020,MD,87.83
5/19/2020,MD,92.41
5/20/2020,MD,94.74
5/21/2020,MD,99.84
5/22/2020,MD,109.09
5/23/2020,MD,113.99
5/24/2020,MD,90.95
5/25/2020,MD,91.78
5/26/2020,MD,101.32
5/27/2020,MD,102.59
5/28/2020,MD,99.94
5/29/2020,MD,118.62
5/30/2020,MD,123.41
5/31/2020,MD,100.75
6/1/2020,MD,106.22
6/2/2020,MD,105.87
6/3/2020,MD,108.67
6/4/2020,MD,111.99
1/13/2020,MA,100
1/14/2020,MA,103.04
1/15/2020,MA,108.19
1/16/2020,MA,108.23
